"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c64.csv",,,,"Date:","30 May 2018 18:52:48 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
30-05 18:52:48,0.0,0.0,0.039,126537728.0,118435840.0,375930880.0,1476476928.0,0.0,0.0,537.347,2201.493,55.651,70.396,0.050,0.095,99.781,0.001,0.0,0.072,0.0,0.0,0.031,0.074,0.240,0.240,0.170,
30-05 18:52:49,1.0,0.0,1.0,127758336.0,118435840.0,375934976.0,1475252224.0,0.0,0.0,0.0,0.0,185.0,197.0,0.0,0.0,98.990,0.0,0.0,1.010,31527.0,160036.0,0.0,0.0,0.240,0.240,0.170,
30-05 18:52:50,1.0,0.0,0.0,127770624.0,118435840.0,375934976.0,1475239936.0,0.0,0.0,0.0,4096.0,8089.0,8074.0,2.970,15.842,63.366,0.0,0.0,17.822,1145391.0,3853969.0,0.0,1.0,0.240,0.240,0.170,
30-05 18:52:51,1.0,0.0,0.0,127930368.0,118435840.0,375934976.0,1475080192.0,0.0,0.0,0.0,0.0,7461.0,8273.0,1.961,16.667,69.608,0.0,0.0,11.765,988290.0,3328482.0,0.0,0.0,0.220,0.230,0.170,
30-05 18:52:52,1.0,0.0,0.0,128061440.0,118435840.0,375934976.0,1474949120.0,0.0,0.0,0.0,0.0,7460.0,8580.0,4.762,14.286,66.667,0.0,0.0,14.286,958655.0,3235883.0,0.0,0.0,0.220,0.230,0.170,
30-05 18:52:53,1.0,0.0,0.0,128057344.0,118435840.0,375934976.0,1474953216.0,0.0,0.0,0.0,0.0,7420.0,8351.0,3.774,13.208,66.981,0.0,0.0,16.038,970523.0,3268648.0,0.0,0.0,0.220,0.230,0.170,
30-05 18:52:54,1.0,0.0,0.0,128118784.0,118439936.0,375934976.0,1474887680.0,0.0,0.0,0.0,28672.0,7951.0,8846.0,3.061,13.265,69.388,0.0,0.0,14.286,1048582.0,3560571.0,0.0,2.0,0.220,0.230,0.170,
30-05 18:52:55,1.0,0.0,0.0,128278528.0,118439936.0,375934976.0,1474727936.0,0.0,0.0,0.0,0.0,7952.0,9174.0,4.211,11.579,71.579,0.0,0.0,12.632,1014848.0,3425277.0,0.0,0.0,0.220,0.230,0.170,
30-05 18:52:56,1.0,0.0,0.0,128344064.0,118439936.0,375934976.0,1474662400.0,0.0,0.0,0.0,0.0,8311.0,9371.0,0.0,19.192,69.697,0.0,0.0,11.111,1071392.0,3611305.0,0.0,0.0,0.210,0.230,0.170,
30-05 18:52:57,1.0,0.0,0.0,128479232.0,118439936.0,375934976.0,1474527232.0,0.0,0.0,0.0,0.0,8145.0,8947.0,2.041,17.347,68.367,0.0,0.0,12.245,1098991.0,3708798.0,0.0,0.0,0.210,0.230,0.170,
