"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c256.csv",,,,"Date:","19 Jun 2018 22:00:28 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
19-06 22:00:28,0.000,0.0,1.397,251551744.0,44208128.0,757202944.0,1044279296.0,0.0,0.0,19257.850,74353.136,5171.299,11927.501,7.085,5.151,87.736,0.023,0.0,0.005,5.890,4.121,85.633,0.015,0.0,4.340,0.0,0.0,1.006,1.127,1.930,3.780,3.390,
19-06 22:00:29,0.0,0.0,0.0,251609088.0,44208128.0,757207040.0,1044217856.0,0.0,0.0,0.0,0.0,44.0,87.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,120.0,644.0,0.0,0.0,1.930,3.780,3.390,
19-06 22:00:30,0.0,0.0,0.0,251609088.0,44208128.0,757207040.0,1044217856.0,0.0,0.0,0.0,0.0,39.0,66.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,290.0,0.0,0.0,1.770,3.720,3.370,
19-06 22:00:31,7.0,0.0,0.0,252198912.0,44208128.0,757207040.0,1043628032.0,0.0,0.0,0.0,0.0,1767.0,4295.0,3.960,1.980,94.059,0.0,0.0,0.0,2.970,3.960,91.089,0.0,0.0,1.980,702968.0,173287.0,0.0,0.0,1.770,3.720,3.370,
19-06 22:00:32,3.0,0.0,0.0,252096512.0,44208128.0,757207040.0,1043730432.0,0.0,0.0,0.0,0.0,27881.0,71010.0,46.875,25.0,28.125,0.0,0.0,0.0,35.354,23.232,10.101,0.0,0.0,31.313,8062176.0,2755422.0,0.0,0.0,1.770,3.720,3.370,
19-06 22:00:33,6.0,0.0,0.0,253796352.0,44212224.0,757207040.0,1042026496.0,0.0,0.0,0.0,40960.0,29123.0,69988.0,38.144,36.082,25.773,0.0,0.0,0.0,39.796,29.592,7.143,0.0,0.0,23.469,8385966.0,2895637.0,0.0,2.0,1.770,3.720,3.370,
19-06 22:00:34,3.0,0.0,0.0,253329408.0,44212224.0,757207040.0,1042493440.0,0.0,0.0,0.0,0.0,29882.0,72360.0,51.546,27.835,20.619,0.0,0.0,0.0,38.542,22.917,10.417,0.0,0.0,28.125,8724778.0,3000330.0,0.0,0.0,1.770,3.720,3.370,
19-06 22:00:35,5.0,0.0,0.0,251412480.0,44212224.0,757207040.0,1044410368.0,0.0,0.0,0.0,0.0,31778.0,74327.0,50.980,28.431,20.588,0.0,0.0,0.0,34.653,23.762,7.921,0.0,0.0,33.663,8897004.0,3047670.0,0.0,0.0,2.270,3.790,3.400,
19-06 22:00:36,5.0,0.0,0.0,248610816.0,44212224.0,757207040.0,1047212032.0,0.0,0.0,0.0,0.0,29581.0,72701.0,45.833,32.292,21.875,0.0,0.0,0.0,36.364,23.232,10.101,0.0,0.0,30.303,8741720.0,2981857.0,0.0,0.0,2.270,3.790,3.400,
19-06 22:00:37,10.0,0.0,0.0,248131584.0,44212224.0,757207040.0,1047691264.0,0.0,0.0,0.0,0.0,29191.0,72762.0,49.495,31.313,19.192,0.0,0.0,0.0,40.0,17.0,11.0,0.0,0.0,32.0,8551998.0,2955646.0,0.0,0.0,2.270,3.790,3.400,
19-06 22:00:38,4.0,0.0,0.0,247672832.0,44212224.0,757207040.0,1048150016.0,0.0,0.0,0.0,0.0,28979.0,69665.0,52.041,31.633,16.327,0.0,0.0,0.0,35.922,24.272,12.621,0.0,0.0,27.184,8466980.0,2887539.0,0.0,0.0,2.270,3.790,3.400,
19-06 22:00:39,2.0,0.0,0.0,257740800.0,44216320.0,757207040.0,1038077952.0,0.0,0.0,0.0,12288.0,29715.0,72894.0,48.958,36.458,14.583,0.0,0.0,0.0,36.364,20.202,13.131,0.0,0.0,30.303,8828392.0,3028790.0,0.0,2.0,2.270,3.790,3.400,
19-06 22:00:40,2.0,0.0,0.0,260194304.0,44216320.0,757207040.0,1035624448.0,0.0,0.0,0.0,0.0,30330.0,76917.0,50.505,35.354,14.141,0.0,0.0,0.0,22.680,20.619,20.619,0.0,0.0,36.082,9038084.0,3095885.0,0.0,0.0,2.730,3.860,3.420,
19-06 22:00:41,4.0,0.0,0.0,271257600.0,44216320.0,757207040.0,1024561152.0,0.0,0.0,0.0,0.0,29437.0,74269.0,48.0,33.0,19.0,0.0,0.0,0.0,36.364,23.232,12.121,0.0,0.0,28.283,8626754.0,2959571.0,0.0,0.0,2.730,3.860,3.420,
19-06 22:00:42,7.0,0.0,0.0,271527936.0,44216320.0,757207040.0,1024290816.0,0.0,0.0,0.0,0.0,32294.0,76222.0,51.020,32.653,16.327,0.0,0.0,0.0,38.0,26.0,8.0,0.0,0.0,28.0,9477266.0,3257362.0,0.0,0.0,2.730,3.860,3.420,
19-06 22:00:43,5.0,0.0,0.0,271519744.0,44216320.0,757207040.0,1024299008.0,0.0,0.0,0.0,0.0,29186.0,73735.0,52.083,30.208,17.708,0.0,0.0,0.0,31.373,24.510,12.745,0.0,0.0,31.373,8621130.0,2953902.0,0.0,0.0,2.730,3.860,3.420,
19-06 22:00:44,3.0,0.0,0.0,271589376.0,44216320.0,757207040.0,1024229376.0,0.0,0.0,0.0,0.0,28251.0,70944.0,52.941,31.373,15.686,0.0,0.0,0.0,32.990,19.588,19.588,0.0,0.0,27.835,8066482.0,2788133.0,0.0,0.0,2.730,3.860,3.420,
19-06 22:00:45,5.0,0.0,0.0,278228992.0,44224512.0,757211136.0,1017577472.0,0.0,0.0,0.0,12288.0,29657.0,76495.0,56.436,33.663,9.901,0.0,0.0,0.0,30.0,24.0,16.0,0.0,0.0,30.0,9397572.0,3224160.0,0.0,2.0,3.070,3.910,3.440,
19-06 22:00:46,3.0,0.0,0.0,277286912.0,44224512.0,757211136.0,1018519552.0,0.0,0.0,0.0,0.0,29286.0,74683.0,48.936,35.106,15.957,0.0,0.0,0.0,30.208,21.875,17.708,0.0,0.0,30.208,8610410.0,2953532.0,0.0,0.0,3.070,3.910,3.440,
19-06 22:00:47,8.0,0.0,0.0,275910656.0,44224512.0,757211136.0,1019895808.0,0.0,0.0,0.0,0.0,27773.0,65719.0,35.417,38.542,26.042,0.0,0.0,0.0,32.673,18.812,15.842,0.0,0.0,32.673,7760418.0,2683979.0,0.0,0.0,3.070,3.910,3.440,
19-06 22:00:48,5.0,0.0,14.0,276492288.0,44224512.0,757211136.0,1019314176.0,0.0,0.0,0.0,0.0,27609.0,70989.0,53.061,33.673,13.265,0.0,0.0,0.0,31.313,19.192,20.202,0.0,0.0,29.293,8177280.0,2811432.0,0.0,0.0,3.070,3.910,3.440,
19-06 22:00:49,8.0,0.0,0.0,273952768.0,44224512.0,757211136.0,1021853696.0,0.0,0.0,0.0,0.0,28916.0,73106.0,50.0,33.0,17.0,0.0,0.0,0.0,28.0,25.0,19.0,0.0,0.0,28.0,8396334.0,2866662.0,0.0,0.0,3.070,3.910,3.440,
19-06 22:00:50,4.0,0.0,0.0,273608704.0,44232704.0,757211136.0,1022189568.0,0.0,0.0,0.0,16384.0,29513.0,62567.0,37.363,23.077,39.560,0.0,0.0,0.0,35.714,22.449,11.224,0.0,0.0,30.612,7905302.0,2764187.0,0.0,2.0,3.310,3.940,3.460,
19-06 22:00:51,7.0,0.0,0.0,273285120.0,44232704.0,757211136.0,1022513152.0,0.0,0.0,0.0,0.0,29199.0,65760.0,40.625,30.208,29.167,0.0,0.0,0.0,35.922,15.534,16.505,0.0,0.0,32.039,7832934.0,2721578.0,0.0,0.0,3.310,3.940,3.460,
19-06 22:00:52,6.0,0.0,0.0,272015360.0,44232704.0,757211136.0,1023782912.0,0.0,0.0,0.0,0.0,29816.0,68905.0,39.583,32.292,28.125,0.0,0.0,0.0,35.922,16.505,20.388,0.0,0.0,27.184,7988148.0,2791518.0,0.0,0.0,3.310,3.940,3.460,
19-06 22:00:53,9.0,0.0,0.0,270393344.0,44232704.0,757211136.0,1025404928.0,0.0,0.0,0.0,0.0,29845.0,73984.0,42.268,34.021,23.711,0.0,0.0,0.0,28.431,16.667,21.569,0.0,0.0,33.333,8068486.0,2805879.0,0.0,0.0,3.310,3.940,3.460,
19-06 22:00:54,2.0,0.0,0.0,268394496.0,44232704.0,757211136.0,1027403776.0,0.0,0.0,0.0,0.0,28342.0,72003.0,44.898,32.653,22.449,0.0,0.0,0.0,31.683,16.832,20.792,0.0,0.0,30.693,7946896.0,2723045.0,0.0,0.0,3.310,3.940,3.460,
19-06 22:00:55,8.0,0.0,0.0,266084352.0,44236800.0,757211136.0,1029709824.0,0.0,0.0,0.0,12288.0,28309.0,66104.0,40.426,23.404,36.170,0.0,0.0,0.0,33.981,20.388,9.709,0.0,0.0,35.922,7635848.0,2619291.0,0.0,2.0,3.680,4.010,3.480,
19-06 22:00:56,9.0,0.0,0.0,264773632.0,44236800.0,757211136.0,1031020544.0,0.0,0.0,0.0,0.0,29624.0,71689.0,43.750,32.292,23.958,0.0,0.0,0.0,34.653,25.743,10.891,0.0,0.0,28.713,8664712.0,2942924.0,0.0,0.0,3.680,4.010,3.480,
19-06 22:00:57,1.0,0.0,0.0,274874368.0,44236800.0,757211136.0,1020919808.0,0.0,0.0,0.0,28672.0,29621.0,72588.0,51.515,32.323,16.162,0.0,0.0,0.0,37.374,22.222,12.121,0.0,0.0,28.283,8714082.0,3013215.0,0.0,3.0,3.680,4.010,3.480,
19-06 22:00:58,2.0,0.0,4.0,277082112.0,44236800.0,757211136.0,1018712064.0,0.0,0.0,0.0,0.0,28558.0,72709.0,44.444,39.394,16.162,0.0,0.0,0.0,30.303,20.202,17.172,0.0,0.0,32.323,8752652.0,3007443.0,0.0,0.0,3.680,4.010,3.480,
