starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 11 16:47:34 2018	1523461654	3	4	7	4
Wed Apr 11 16:47:36 2018	1523461656	4	4	8	4
Wed Apr 11 16:47:32 2018	1523461652	3	5	8	5
Wed Apr 11 16:47:36 2018	1523461656	4	4	8	3
Wed Apr 11 16:47:27 2018	1523461647	4	4	8	4
Wed Apr 11 16:47:31 2018	1523461651	3	5	8	5
Wed Apr 11 16:47:35 2018	1523461655	4	4	8	4
Wed Apr 11 16:47:31 2018	1523461651	4	5	8	5
Wed Apr 11 16:47:36 2018	1523461656	3	5	8	5
Wed Apr 11 16:47:35 2018	1523461655	2	6	8	5
Wed Apr 11 16:47:35 2018	1523461655	4	5	8	4
Wed Apr 11 16:47:35 2018	1523461655	3	6	9	5
Wed Apr 11 16:47:36 2018	1523461656	4	5	9	5
Wed Apr 11 16:47:35 2018	1523461655	4	5	9	5
Wed Apr 11 16:47:25 2018	1523461645	5	4	9	4
Wed Apr 11 16:47:32 2018	1523461652	3	5	9	5
Wed Apr 11 16:47:29 2018	1523461649	3	5	9	5
Wed Apr 11 16:47:24 2018	1523461644	5	4	9	3
Wed Apr 11 16:47:35 2018	1523461655	4	5	9	5
Wed Apr 11 16:47:32 2018	1523461652	5	4	9	4
Wed Apr 11 16:47:35 2018	1523461655	3	6	9	5
Wed Apr 11 16:47:36 2018	1523461656	4	5	9	5
Wed Apr 11 16:47:33 2018	1523461653	4	5	9	5
Wed Apr 11 16:47:35 2018	1523461655	4	5	9	5
Wed Apr 11 16:47:26 2018	1523461646	3	6	9	4
Wed Apr 11 16:47:29 2018	1523461649	5	4	9	4
Wed Apr 11 16:47:35 2018	1523461655	4	5	9	5
Wed Apr 11 16:47:32 2018	1523461652	3	6	9	5
Wed Apr 11 16:47:37 2018	1523461657	5	4	9	4
Wed Apr 11 16:47:33 2018	1523461653	4	5	9	5
Wed Apr 11 16:47:29 2018	1523461649	5	4	9	4
Wed Apr 11 16:47:35 2018	1523461655	4	5	9	5
Wed Apr 11 16:47:36 2018	1523461656	4	5	9	5
Wed Apr 11 16:47:30 2018	1523461650	5	4	9	4
Wed Apr 11 16:47:31 2018	1523461651	5	5	9	5
Wed Apr 11 16:47:33 2018	1523461653	4	5	9	5
Wed Apr 11 16:47:29 2018	1523461649	5	4	9	4
Wed Apr 11 16:47:36 2018	1523461656	4	5	9	5
Wed Apr 11 16:47:35 2018	1523461655	4	6	9	6
Wed Apr 11 16:47:27 2018	1523461647	4	6	9	6
Wed Apr 11 16:47:35 2018	1523461655	4	6	9	5
Wed Apr 11 16:47:34 2018	1523461654	5	4	9	4
Wed Apr 11 16:47:32 2018	1523461652	4	5	9	5
Wed Apr 11 16:47:35 2018	1523461655	4	6	9	6
Wed Apr 11 16:47:35 2018	1523461655	3	6	9	6
Wed Apr 11 16:47:29 2018	1523461649	5	5	9	4
Wed Apr 11 16:47:37 2018	1523461657	3	6	9	5
Wed Apr 11 16:47:35 2018	1523461655	3	6	9	6
Wed Apr 11 16:47:36 2018	1523461656	5	5	9	5
Wed Apr 11 16:47:34 2018	1523461654	3	6	9	6
Wed Apr 11 16:47:29 2018	1523461649	4	6	9	5
Wed Apr 11 16:47:30 2018	1523461650	3	6	9	6
Wed Apr 11 16:47:35 2018	1523461655	3	6	9	6
Wed Apr 11 16:47:36 2018	1523461656	4	5	9	5
Wed Apr 11 16:47:32 2018	1523461652	4	6	9	6
Wed Apr 11 16:47:32 2018	1523461652	3	7	9	6
Wed Apr 11 16:47:24 2018	1523461644	4	5	9	5
Wed Apr 11 16:47:29 2018	1523461649	4	5	10	5
Wed Apr 11 16:47:36 2018	1523461656	4	5	10	5
Wed Apr 11 16:47:31 2018	1523461651	6	4	10	4
Wed Apr 11 16:47:34 2018	1523461654	6	4	10	4
Wed Apr 11 16:47:37 2018	1523461657	4	6	10	6
Wed Apr 11 16:47:35 2018	1523461655	4	5	10	5
Wed Apr 11 16:47:34 2018	1523461654	3	7	10	7
Wed Apr 11 16:47:29 2018	1523461649	4	5	10	5
Wed Apr 11 16:47:33 2018	1523461653	4	6	10	5
Wed Apr 11 16:47:31 2018	1523461651	4	5	10	5
Wed Apr 11 16:47:34 2018	1523461654	5	5	10	5
Wed Apr 11 16:47:32 2018	1523461652	4	6	10	5
Wed Apr 11 16:47:36 2018	1523461656	5	5	10	5
Wed Apr 11 16:47:36 2018	1523461656	4	6	10	5
Wed Apr 11 16:47:36 2018	1523461656	4	6	10	6
Wed Apr 11 16:47:35 2018	1523461655	4	6	10	6
Wed Apr 11 16:47:36 2018	1523461656	4	5	10	5
Wed Apr 11 16:47:35 2018	1523461655	4	6	10	6
Wed Apr 11 16:47:33 2018	1523461653	4	6	10	6
Wed Apr 11 16:47:32 2018	1523461652	4	6	10	4
Wed Apr 11 16:47:32 2018	1523461652	4	6	10	6
Wed Apr 11 16:47:37 2018	1523461657	4	6	10	6
Wed Apr 11 16:47:29 2018	1523461649	3	7	10	6
Wed Apr 11 16:47:36 2018	1523461656	4	6	10	6
Wed Apr 11 16:47:36 2018	1523461656	5	5	10	4
Wed Apr 11 16:47:27 2018	1523461647	5	5	10	5
Wed Apr 11 16:47:29 2018	1523461649	4	5	10	5
Wed Apr 11 16:47:36 2018	1523461656	5	5	10	5
Wed Apr 11 16:47:29 2018	1523461649	3	7	10	6
Wed Apr 11 16:47:29 2018	1523461649	5	5	10	5
Wed Apr 11 16:47:26 2018	1523461646	5	5	10	4
Wed Apr 11 16:47:32 2018	1523461652	4	6	10	6
Wed Apr 11 16:47:36 2018	1523461656	5	5	10	5
Wed Apr 11 16:47:36 2018	1523461656	5	5	10	5
Wed Apr 11 16:47:35 2018	1523461655	4	6	10	6
Wed Apr 11 16:47:33 2018	1523461653	4	6	10	6
Wed Apr 11 16:47:26 2018	1523461646	4	6	10	6
Wed Apr 11 16:47:30 2018	1523461650	4	6	10	5
Wed Apr 11 16:47:32 2018	1523461652	4	6	10	5
Wed Apr 11 16:47:32 2018	1523461652	3	7	10	6
Wed Apr 11 16:47:29 2018	1523461649	4	6	10	6
Wed Apr 11 16:47:25 2018	1523461645	4	6	10	6
Wed Apr 11 16:47:26 2018	1523461646	5	5	10	5
Wed Apr 11 16:47:32 2018	1523461652	3	7	10	7
Wed Apr 11 16:47:33 2018	1523461653	3	7	10	7
Wed Apr 11 16:47:29 2018	1523461649	3	7	10	7
Wed Apr 11 16:47:34 2018	1523461654	5	6	10	5
Wed Apr 11 16:47:31 2018	1523461651	4	6	10	6
Wed Apr 11 16:47:35 2018	1523461655	3	7	10	6
Wed Apr 11 16:47:29 2018	1523461649	3	7	10	6
Wed Apr 11 16:47:32 2018	1523461652	4	6	10	5
Wed Apr 11 16:47:35 2018	1523461655	4	6	10	6
Wed Apr 11 16:47:30 2018	1523461650	4	6	10	6
Wed Apr 11 16:47:27 2018	1523461647	4	6	10	6
Wed Apr 11 16:47:31 2018	1523461651	4	6	10	6
Wed Apr 11 16:47:27 2018	1523461647	4	6	10	6
Wed Apr 11 16:47:37 2018	1523461657	3	7	10	7
Wed Apr 11 16:47:34 2018	1523461654	4	6	10	6
Wed Apr 11 16:47:35 2018	1523461655	4	6	10	6
Wed Apr 11 16:47:26 2018	1523461646	4	6	10	6
Wed Apr 11 16:47:35 2018	1523461655	5	6	10	6
Wed Apr 11 16:47:26 2018	1523461646	4	6	10	6
Wed Apr 11 16:47:31 2018	1523461651	5	5	10	5
Wed Apr 11 16:47:27 2018	1523461647	3	7	10	5
Wed Apr 11 16:47:35 2018	1523461655	4	6	10	6
Wed Apr 11 16:47:31 2018	1523461651	4	6	10	6
Wed Apr 11 16:47:29 2018	1523461649	4	7	10	6
Wed Apr 11 16:47:35 2018	1523461655	5	6	10	5
Wed Apr 11 16:47:37 2018	1523461657	5	5	10	5
