starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 11 16:46:22 2018	1523461582	2	3	5	3
Wed Apr 11 16:46:22 2018	1523461582	2	4	6	3
Wed Apr 11 16:46:22 2018	1523461582	2	4	6	3
Wed Apr 11 16:46:22 2018	1523461582	2	3	6	3
Wed Apr 11 16:46:22 2018	1523461582	2	3	6	3
Wed Apr 11 16:46:22 2018	1523461582	3	3	6	3
Wed Apr 11 16:46:22 2018	1523461582	3	3	6	3
Wed Apr 11 16:46:22 2018	1523461582	2	4	6	3
Wed Apr 11 16:46:22 2018	1523461582	2	3	6	3
Wed Apr 11 16:46:22 2018	1523461582	2	4	6	4
Wed Apr 11 16:46:22 2018	1523461582	2	4	6	3
Wed Apr 11 16:46:22 2018	1523461582	3	4	6	3
Wed Apr 11 16:46:22 2018	1523461582	2	4	6	3
Wed Apr 11 16:46:22 2018	1523461582	2	4	6	3
Wed Apr 11 16:46:22 2018	1523461582	2	4	6	3
Wed Apr 11 16:46:22 2018	1523461582	3	3	6	3
Wed Apr 11 16:46:22 2018	1523461582	3	3	6	3
Wed Apr 11 16:46:22 2018	1523461582	2	4	6	4
Wed Apr 11 16:46:22 2018	1523461582	3	4	6	3
Wed Apr 11 16:46:22 2018	1523461582	2	5	7	4
Wed Apr 11 16:46:22 2018	1523461582	2	4	7	4
Wed Apr 11 16:46:23 2018	1523461583	3	4	7	4
Wed Apr 11 16:46:22 2018	1523461582	2	4	7	4
Wed Apr 11 16:46:22 2018	1523461582	2	4	7	4
Wed Apr 11 16:46:22 2018	1523461582	3	3	7	3
Wed Apr 11 16:46:22 2018	1523461582	4	3	7	3
Wed Apr 11 16:46:22 2018	1523461582	3	5	7	4
Wed Apr 11 16:46:23 2018	1523461583	3	5	7	4
Wed Apr 11 16:46:22 2018	1523461582	4	4	8	3
Wed Apr 11 16:46:22 2018	1523461582	3	5	8	4
Wed Apr 11 16:46:22 2018	1523461582	3	5	8	4
Wed Apr 11 16:46:22 2018	1523461582	3	5	8	5
Wed Apr 11 16:46:22 2018	1523461582	4	4	8	4
Wed Apr 11 16:46:22 2018	1523461582	2	6	8	6
Wed Apr 11 16:46:20 2018	1523461580	3	5	8	4
Wed Apr 11 16:46:24 2018	1523461584	4	5	9	5
Wed Apr 11 16:46:20 2018	1523461580	3	5	9	5
Wed Apr 11 16:46:15 2018	1523461575	4	4	9	4
Wed Apr 11 16:46:22 2018	1523461582	3	6	9	5
Wed Apr 11 16:46:20 2018	1523461580	4	5	9	5
Wed Apr 11 16:46:22 2018	1523461582	5	4	9	3
Wed Apr 11 16:46:23 2018	1523461583	4	5	9	4
Wed Apr 11 16:46:14 2018	1523461574	4	5	9	5
Wed Apr 11 16:46:14 2018	1523461574	4	5	9	5
Wed Apr 11 16:46:14 2018	1523461574	3	6	9	6
Wed Apr 11 16:46:14 2018	1523461574	3	6	9	6
Wed Apr 11 16:46:14 2018	1523461574	3	6	9	6
Wed Apr 11 16:46:22 2018	1523461582	5	5	9	4
Wed Apr 11 16:46:14 2018	1523461574	3	6	9	6
Wed Apr 11 16:46:22 2018	1523461582	6	4	9	3
Wed Apr 11 16:46:14 2018	1523461574	3	6	9	5
Wed Apr 11 16:46:22 2018	1523461582	3	7	10	4
Wed Apr 11 16:46:14 2018	1523461574	3	6	10	6
Wed Apr 11 16:46:20 2018	1523461580	4	6	10	5
Wed Apr 11 16:46:24 2018	1523461584	4	6	10	6
Wed Apr 11 16:46:21 2018	1523461581	4	5	10	5
Wed Apr 11 16:46:14 2018	1523461574	3	7	10	7
Wed Apr 11 16:46:24 2018	1523461584	4	5	10	5
Wed Apr 11 16:46:20 2018	1523461580	4	6	10	5
Wed Apr 11 16:46:20 2018	1523461580	5	4	10	4
Wed Apr 11 16:46:24 2018	1523461584	3	7	10	7
Wed Apr 11 16:46:22 2018	1523461582	3	7	10	6
Wed Apr 11 16:46:14 2018	1523461574	4	6	10	5
Wed Apr 11 16:46:20 2018	1523461580	4	6	10	6
Wed Apr 11 16:46:20 2018	1523461580	5	5	10	5
Wed Apr 11 16:46:14 2018	1523461574	3	7	10	6
Wed Apr 11 16:46:23 2018	1523461583	3	7	10	7
Wed Apr 11 16:46:14 2018	1523461574	3	7	10	6
Wed Apr 11 16:46:22 2018	1523461582	3	7	10	6
Wed Apr 11 16:46:20 2018	1523461580	5	5	10	5
Wed Apr 11 16:46:14 2018	1523461574	4	6	10	6
Wed Apr 11 16:46:22 2018	1523461582	3	7	10	5
Wed Apr 11 16:46:14 2018	1523461574	4	6	10	6
Wed Apr 11 16:46:24 2018	1523461584	6	4	10	4
Wed Apr 11 16:46:23 2018	1523461583	6	4	10	3
Wed Apr 11 16:46:24 2018	1523461584	4	6	10	6
Wed Apr 11 16:46:14 2018	1523461574	5	5	10	5
Wed Apr 11 16:46:14 2018	1523461574	5	6	10	6
Wed Apr 11 16:46:23 2018	1523461583	2	8	10	7
Wed Apr 11 16:46:24 2018	1523461584	4	6	10	6
Wed Apr 11 16:46:14 2018	1523461574	4	6	10	6
Wed Apr 11 16:46:22 2018	1523461582	5	5	10	5
Wed Apr 11 16:46:14 2018	1523461574	3	7	10	6
Wed Apr 11 16:46:14 2018	1523461574	3	7	10	7
Wed Apr 11 16:46:14 2018	1523461574	5	5	10	5
Wed Apr 11 16:46:14 2018	1523461574	5	5	10	5
Wed Apr 11 16:46:24 2018	1523461584	6	5	10	4
Wed Apr 11 16:46:20 2018	1523461580	5	6	10	6
Wed Apr 11 16:46:20 2018	1523461580	5	6	10	6
Wed Apr 11 16:46:14 2018	1523461574	4	6	10	6
Wed Apr 11 16:46:14 2018	1523461574	6	5	10	5
Wed Apr 11 16:46:24 2018	1523461584	5	6	10	5
Wed Apr 11 16:46:14 2018	1523461574	4	7	10	7
Wed Apr 11 16:46:24 2018	1523461584	5	5	11	5
Wed Apr 11 16:46:14 2018	1523461574	3	7	11	7
Wed Apr 11 16:46:23 2018	1523461583	5	5	11	5
Wed Apr 11 16:46:24 2018	1523461584	4	6	11	4
Wed Apr 11 16:46:14 2018	1523461574	4	6	11	6
Wed Apr 11 16:46:24 2018	1523461584	3	8	11	8
Wed Apr 11 16:46:22 2018	1523461582	6	5	11	5
Wed Apr 11 16:46:24 2018	1523461584	4	7	11	7
Wed Apr 11 16:46:24 2018	1523461584	4	6	11	6
Wed Apr 11 16:46:14 2018	1523461574	5	6	11	6
Wed Apr 11 16:46:14 2018	1523461574	4	7	11	7
Wed Apr 11 16:46:15 2018	1523461575	3	7	11	7
Wed Apr 11 16:46:21 2018	1523461581	4	7	11	7
Wed Apr 11 16:46:24 2018	1523461584	3	8	11	7
Wed Apr 11 16:46:14 2018	1523461574	5	6	11	6
Wed Apr 11 16:46:24 2018	1523461584	5	6	11	6
Wed Apr 11 16:46:21 2018	1523461581	5	6	11	6
Wed Apr 11 16:46:14 2018	1523461574	3	7	11	7
Wed Apr 11 16:46:24 2018	1523461584	3	7	11	7
Wed Apr 11 16:46:24 2018	1523461584	7	4	11	4
Wed Apr 11 16:46:20 2018	1523461580	4	7	11	7
Wed Apr 11 16:46:24 2018	1523461584	5	6	11	6
Wed Apr 11 16:46:24 2018	1523461584	6	5	11	5
Wed Apr 11 16:46:24 2018	1523461584	4	7	11	7
Wed Apr 11 16:46:24 2018	1523461584	8	3	11	3
Wed Apr 11 16:46:23 2018	1523461583	7	4	11	4
Wed Apr 11 16:46:24 2018	1523461584	3	8	11	8
Wed Apr 11 16:46:23 2018	1523461583	2	9	11	9
Wed Apr 11 16:46:24 2018	1523461584	4	7	11	7
Wed Apr 11 16:46:14 2018	1523461574	3	8	11	8
Wed Apr 11 16:46:24 2018	1523461584	4	7	11	7
Wed Apr 11 16:46:14 2018	1523461574	4	7	11	7
Wed Apr 11 16:46:24 2018	1523461584	4	7	11	7
Wed Apr 11 16:46:14 2018	1523461574	4	7	11	7
Wed Apr 11 16:46:21 2018	1523461581	6	6	11	5
Wed Apr 11 16:46:21 2018	1523461581	6	5	11	5
Wed Apr 11 16:46:20 2018	1523461580	5	7	11	6
Wed Apr 11 16:46:26 2018	1523461586	6	5	11	5
Wed Apr 11 16:46:14 2018	1523461574	5	6	11	6
Wed Apr 11 16:46:14 2018	1523461574	4	7	11	7
Wed Apr 11 16:46:14 2018	1523461574	5	7	11	7
Wed Apr 11 16:46:14 2018	1523461574	6	5	11	5
Wed Apr 11 16:46:24 2018	1523461584	4	7	11	7
