starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 11 16:46:40 2018	1523461600	6	25	31	25
Wed Apr 11 16:46:40 2018	1523461600	6	25	31	25
Wed Apr 11 16:46:40 2018	1523461600	6	26	31	25
Wed Apr 11 16:46:40 2018	1523461600	6	25	31	25
Wed Apr 11 16:46:40 2018	1523461600	6	25	31	24
Wed Apr 11 16:46:40 2018	1523461600	6	25	32	24
Wed Apr 11 16:46:40 2018	1523461600	6	26	32	26
Wed Apr 11 16:46:40 2018	1523461600	6	26	32	25
Wed Apr 11 16:46:40 2018	1523461600	6	29	34	29
Wed Apr 11 16:46:40 2018	1523461600	6	28	34	28
Wed Apr 11 16:46:40 2018	1523461600	6	28	35	24
Wed Apr 11 16:46:40 2018	1523461600	6	29	35	28
Wed Apr 11 16:46:40 2018	1523461600	6	29	35	28
Wed Apr 11 16:46:40 2018	1523461600	6	29	35	29
Wed Apr 11 16:46:40 2018	1523461600	6	29	36	28
Wed Apr 11 16:46:40 2018	1523461600	7	29	36	29
Wed Apr 11 16:46:40 2018	1523461600	17	20	36	19
Wed Apr 11 16:46:40 2018	1523461600	18	20	38	19
Wed Apr 11 16:46:46 2018	1523461606	16	22	38	22
Wed Apr 11 16:46:40 2018	1523461600	23	17	40	17
Wed Apr 11 16:46:40 2018	1523461600	23	18	41	17
Wed Apr 11 16:46:40 2018	1523461600	23	18	41	17
Wed Apr 11 16:46:40 2018	1523461600	23	18	41	17
Wed Apr 11 16:46:46 2018	1523461606	12	30	42	30
Wed Apr 11 16:46:46 2018	1523461606	12	30	43	30
Wed Apr 11 16:46:46 2018	1523461606	21	23	43	22
Wed Apr 11 16:46:46 2018	1523461606	26	19	46	19
Wed Apr 11 16:46:46 2018	1523461606	25	21	46	21
Wed Apr 11 16:46:42 2018	1523461602	33	16	49	15
Wed Apr 11 16:46:46 2018	1523461606	18	31	49	31
Wed Apr 11 16:46:46 2018	1523461606	21	28	49	28
Wed Apr 11 16:46:46 2018	1523461606	22	27	49	27
Wed Apr 11 16:46:46 2018	1523461606	22	28	50	27
Wed Apr 11 16:46:42 2018	1523461602	25	25	51	25
Wed Apr 11 16:46:46 2018	1523461606	30	21	51	21
Wed Apr 11 16:46:46 2018	1523461606	28	23	51	23
Wed Apr 11 16:46:40 2018	1523461600	21	31	52	30
