"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c1.csv",,,,"Date:","19 Jun 2018 23:46:26 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
19-06 23:46:26,0.0,0.0,0.960,297926656.0,47738880.0,759209984.0,992366592.0,0.0,0.0,12553.627,49470.273,4413.317,10044.951,6.292,4.412,89.276,0.016,0.0,0.004,4.993,3.422,87.654,0.011,0.0,3.919,0.0,0.0,0.657,0.868,0.0,0.0,0.0,
19-06 23:46:27,0.0,0.0,0.0,297979904.0,47738880.0,759214080.0,992309248.0,0.0,0.0,0.0,32768.0,50.0,90.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,120.0,1694.0,0.0,2.0,0.0,0.0,0.0,
19-06 23:46:28,0.0,0.0,0.0,297979904.0,47738880.0,759214080.0,992309248.0,0.0,0.0,0.0,0.0,40.0,68.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,180.0,734.0,0.0,0.0,0.0,0.0,0.0,
19-06 23:46:29,0.0,0.0,0.0,297979904.0,47738880.0,759214080.0,992309248.0,0.0,0.0,0.0,0.0,42.0,72.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,60.0,144.0,0.0,0.0,0.0,0.0,0.0,
19-06 23:46:30,0.0,0.0,0.0,297979904.0,47738880.0,759214080.0,992309248.0,0.0,0.0,0.0,0.0,39.0,67.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,0.0,0.0,0.0,0.0,
19-06 23:46:31,0.0,0.0,0.0,297979904.0,47738880.0,759214080.0,992309248.0,0.0,0.0,0.0,0.0,44.0,82.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,278.0,1006.0,0.0,0.0,0.0,0.0,0.0,
19-06 23:46:32,0.0,0.0,0.0,297947136.0,47738880.0,759214080.0,992342016.0,0.0,0.0,0.0,0.0,41.0,77.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,218.0,702.0,0.0,0.0,0.0,0.0,0.0,
19-06 23:46:33,1.0,0.0,0.0,297943040.0,47742976.0,759214080.0,992342016.0,0.0,0.0,0.0,12288.0,47.0,89.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,236.0,0.0,2.0,0.0,0.0,0.0,
19-06 23:46:34,0.0,0.0,18.0,297684992.0,47747072.0,759214080.0,992595968.0,0.0,0.0,0.0,32768.0,597.0,1248.0,28.713,2.970,68.317,0.0,0.0,0.0,15.306,1.020,83.673,0.0,0.0,0.0,330.0,1680.0,0.0,1.0,0.0,0.0,0.0,
19-06 23:46:35,0.0,0.0,0.0,297684992.0,47747072.0,759214080.0,992595968.0,0.0,0.0,0.0,0.0,36.0,67.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,284.0,0.0,0.0,0.0,0.0,0.0,
