"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c256.csv",,,,"Date:","20 Jun 2018 01:23:25 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
20-06 01:23:25,0.0,0.0,0.362,186974208.0,19935232.0,147492864.0,1742839808.0,0.0,0.0,31152.997,370939.956,16444.770,42311.197,18.940,17.783,63.173,0.101,0.0,0.003,17.391,14.571,56.568,0.009,0.0,11.461,0.0,0.0,1.495,1.560,0.810,1.800,1.800,
20-06 01:23:26,0.0,0.0,0.0,187002880.0,19935232.0,147496960.0,1742807040.0,0.0,0.0,0.0,0.0,47.0,88.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,240.0,1564.0,0.0,0.0,0.810,1.800,1.800,
20-06 01:23:27,0.0,0.0,0.0,187002880.0,19935232.0,147496960.0,1742807040.0,0.0,0.0,0.0,0.0,40.0,72.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,260.0,0.0,0.0,0.810,1.800,1.800,
20-06 01:23:28,0.0,0.0,0.0,187002880.0,19935232.0,147496960.0,1742807040.0,0.0,0.0,0.0,0.0,37.0,66.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,0.0,0.810,1.800,1.800,
20-06 01:23:29,0.0,0.0,0.0,187002880.0,19935232.0,147496960.0,1742807040.0,0.0,0.0,0.0,0.0,40.0,74.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,0.0,0.810,1.800,1.800,
20-06 01:23:30,0.0,0.0,0.0,187027456.0,19943424.0,147496960.0,1742774272.0,0.0,0.0,0.0,53248.0,46.0,76.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,150.0,1006.0,0.0,7.0,0.740,1.770,1.790,
20-06 01:23:31,0.0,0.0,0.0,187027456.0,19943424.0,147496960.0,1742774272.0,0.0,0.0,0.0,0.0,45.0,76.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,262.0,618.0,0.0,0.0,0.740,1.770,1.790,
20-06 01:23:32,0.0,0.0,0.0,187027456.0,19943424.0,147496960.0,1742774272.0,0.0,0.0,0.0,0.0,38.0,66.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,144.0,0.0,0.0,0.740,1.770,1.790,
20-06 01:23:33,0.0,0.0,0.0,187027456.0,19943424.0,147496960.0,1742774272.0,0.0,0.0,0.0,0.0,38.0,67.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,0.0,0.740,1.770,1.790,
20-06 01:23:34,0.0,0.0,0.0,187027456.0,19943424.0,147496960.0,1742774272.0,0.0,0.0,0.0,0.0,36.0,66.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,0.0,0.740,1.770,1.790,
20-06 01:23:35,0.0,0.0,0.0,187027456.0,19943424.0,147496960.0,1742774272.0,0.0,0.0,0.0,32768.0,44.0,76.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,8.0,0.680,1.740,1.780,
20-06 01:23:36,0.0,0.0,0.0,187019264.0,19951616.0,147496960.0,1742774272.0,0.0,0.0,0.0,12288.0,40.0,77.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,2.0,0.680,1.740,1.780,
20-06 01:23:37,0.0,0.0,0.0,187019264.0,19951616.0,147496960.0,1742774272.0,0.0,0.0,0.0,0.0,35.0,65.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,564.0,0.0,0.0,0.680,1.740,1.780,
20-06 01:23:38,0.0,0.0,0.0,187019264.0,19951616.0,147496960.0,1742774272.0,0.0,0.0,0.0,0.0,34.0,62.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,564.0,0.0,0.0,0.680,1.740,1.780,
20-06 01:23:39,0.0,0.0,0.0,187019264.0,19951616.0,147496960.0,1742774272.0,0.0,0.0,0.0,0.0,84.0,163.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,0.0,0.680,1.740,1.780,
20-06 01:23:40,3.0,0.0,0.0,198496256.0,19951616.0,147496960.0,1731297280.0,0.0,0.0,0.0,12288.0,16806.0,44651.0,22.449,19.388,58.163,0.0,0.0,0.0,18.812,18.812,49.505,0.0,0.0,12.871,4079800.0,1489147.0,0.0,3.0,0.630,1.710,1.770,
20-06 01:23:41,3.0,0.0,0.0,221433856.0,19959808.0,147496960.0,1708351488.0,0.0,0.0,0.0,12288.0,39039.0,83126.0,44.898,38.776,16.327,0.0,0.0,0.0,31.313,28.283,16.162,0.0,0.0,24.242,6534718.0,2557091.0,0.0,2.0,0.630,1.710,1.770,
20-06 01:23:42,3.0,0.0,0.0,231612416.0,19959808.0,147496960.0,1698172928.0,0.0,0.0,0.0,0.0,37978.0,84196.0,44.554,39.604,15.842,0.0,0.0,0.0,33.663,25.743,15.842,0.0,0.0,24.752,6927570.0,2632965.0,0.0,0.0,0.630,1.710,1.770,
20-06 01:23:43,4.0,0.0,0.0,230875136.0,19959808.0,147501056.0,1698906112.0,0.0,0.0,0.0,0.0,37529.0,82419.0,44.898,35.714,19.388,0.0,0.0,0.0,28.571,33.673,11.224,0.0,0.0,26.531,7053112.0,2777322.0,0.0,0.0,0.630,1.710,1.770,
20-06 01:23:44,3.0,0.0,0.0,228806656.0,19959808.0,147501056.0,1700974592.0,0.0,0.0,0.0,0.0,36113.0,81665.0,42.268,38.144,19.588,0.0,0.0,0.0,40.816,26.531,13.265,0.0,0.0,19.388,6792654.0,2655234.0,0.0,0.0,0.630,1.710,1.770,
20-06 01:23:45,3.0,0.0,0.0,227094528.0,19959808.0,147501056.0,1702686720.0,0.0,0.0,0.0,24576.0,27990.0,80518.0,41.837,30.612,27.551,0.0,0.0,0.0,38.776,20.408,20.408,0.0,0.0,20.408,5859698.0,2398094.0,0.0,3.0,0.740,1.710,1.770,
20-06 01:23:46,2.0,0.0,0.0,223399936.0,19968000.0,147501056.0,1706373120.0,0.0,0.0,0.0,20480.0,27706.0,77870.0,35.354,39.394,25.253,0.0,0.0,0.0,34.343,20.202,20.202,0.0,0.0,25.253,5821798.0,2397810.0,0.0,2.0,0.740,1.710,1.770,
20-06 01:23:47,3.0,0.0,0.0,221736960.0,19968000.0,147501056.0,1708036096.0,0.0,0.0,0.0,0.0,27648.0,78285.0,41.0,37.0,22.0,0.0,0.0,0.0,30.928,23.711,19.588,0.0,0.0,25.773,6028736.0,2494346.0,0.0,0.0,0.740,1.710,1.770,
20-06 01:23:48,2.0,0.0,0.0,219172864.0,19968000.0,147501056.0,1710600192.0,0.0,0.0,0.0,0.0,25682.0,80868.0,43.137,35.294,21.569,0.0,0.0,0.0,33.010,25.243,20.388,0.0,0.0,21.359,5850776.0,2436567.0,0.0,0.0,0.740,1.710,1.770,
20-06 01:23:49,3.0,0.0,0.0,218214400.0,19968000.0,147501056.0,1711558656.0,0.0,0.0,0.0,0.0,26672.0,82671.0,38.384,40.404,21.212,0.0,0.0,0.0,38.542,20.833,21.875,0.0,0.0,18.750,6021938.0,2520100.0,0.0,0.0,0.740,1.710,1.770,
20-06 01:23:50,2.0,0.0,0.0,217595904.0,19968000.0,147501056.0,1712177152.0,0.0,0.0,0.0,28672.0,28396.0,76659.0,42.268,30.928,26.804,0.0,0.0,0.0,37.755,20.408,20.408,0.0,0.0,21.429,5875778.0,2411048.0,0.0,5.0,0.920,1.730,1.780,
20-06 01:23:51,4.0,0.0,0.0,226193408.0,19976192.0,147501056.0,1703571456.0,0.0,0.0,0.0,12288.0,30122.0,83025.0,29.897,40.206,29.897,0.0,0.0,0.0,34.653,27.723,16.832,0.0,0.0,20.792,6112828.0,2482243.0,0.0,2.0,0.920,1.730,1.780,
20-06 01:23:52,4.0,0.0,0.0,228339712.0,19976192.0,147501056.0,1701425152.0,0.0,0.0,0.0,0.0,34985.0,100105.0,48.980,37.755,13.265,0.0,0.0,0.0,30.612,28.571,12.245,0.0,0.0,28.571,7640258.0,2909244.0,0.0,0.0,0.920,1.730,1.780,
20-06 01:23:53,2.0,0.0,0.0,231133184.0,19976192.0,147501056.0,1698631680.0,0.0,0.0,0.0,0.0,32121.0,88808.0,40.206,36.082,23.711,0.0,0.0,0.0,31.959,28.866,13.402,0.0,0.0,25.773,6792832.0,2695967.0,0.0,0.0,0.920,1.730,1.780,
20-06 01:23:54,2.0,0.0,0.0,241283072.0,19976192.0,147501056.0,1688481792.0,0.0,0.0,0.0,0.0,26622.0,75965.0,33.333,37.255,29.412,0.0,0.0,0.0,35.644,25.743,16.832,0.0,0.0,21.782,5864650.0,2447068.0,0.0,0.0,0.920,1.730,1.780,
20-06 01:23:55,2.0,0.0,0.0,250621952.0,19976192.0,147501056.0,1679142912.0,0.0,0.0,0.0,20480.0,29694.0,71190.0,29.592,42.857,27.551,0.0,0.0,0.0,31.373,21.569,20.588,0.0,0.0,26.471,5930120.0,2432203.0,0.0,3.0,1.170,1.770,1.790,
20-06 01:23:56,3.0,0.0,0.0,248848384.0,19984384.0,147501056.0,1680908288.0,0.0,0.0,0.0,12288.0,30869.0,74000.0,33.663,42.574,23.762,0.0,0.0,0.0,38.776,21.429,17.347,0.0,0.0,22.449,6238310.0,2547215.0,0.0,2.0,1.170,1.770,1.790,
