"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c32.csv",,,,"Date:","20 Jun 2018 01:04:35 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
20-06 01:04:35,0.0,0.0,0.450,185286656.0,18239488.0,147271680.0,1746444288.0,0.0,0.0,39735.014,472520.301,14981.585,37774.982,16.108,15.514,68.248,0.128,0.0,0.003,15.960,13.262,60.869,0.011,0.0,9.898,0.0,0.0,1.899,1.842,1.200,1.920,1.690,
20-06 01:04:36,0.0,0.0,0.0,185303040.0,18239488.0,147275776.0,1746423808.0,0.0,0.0,0.0,0.0,44.0,84.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,138.0,0.0,0.0,1.200,1.920,1.690,
20-06 01:04:37,0.0,0.0,0.0,185303040.0,18239488.0,147275776.0,1746423808.0,0.0,0.0,0.0,0.0,39.0,68.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,1284.0,0.0,0.0,1.200,1.920,1.690,
20-06 01:04:38,0.0,0.0,0.0,185303040.0,18247680.0,147267584.0,1746423808.0,0.0,0.0,0.0,28672.0,44.0,73.0,0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,458.0,0.0,2.0,1.200,1.920,1.690,
20-06 01:04:39,2.0,0.0,0.0,186634240.0,18247680.0,147275776.0,1745084416.0,0.0,0.0,0.0,0.0,10322.0,28273.0,12.245,14.286,73.469,0.0,0.0,0.0,14.0,9.0,70.0,0.0,0.0,7.0,2164514.0,879821.0,0.0,0.0,1.100,1.890,1.680,
20-06 01:04:40,3.0,0.0,0.0,187109376.0,18247680.0,147275776.0,1744609280.0,0.0,0.0,0.0,0.0,26622.0,74811.0,34.021,41.237,24.742,0.0,0.0,0.0,33.673,20.408,22.449,0.0,0.0,23.469,5724046.0,2542561.0,0.0,0.0,1.100,1.890,1.680,
20-06 01:04:41,4.0,0.0,0.0,187764736.0,18247680.0,147275776.0,1743953920.0,0.0,0.0,0.0,0.0,34191.0,75954.0,39.394,41.414,19.192,0.0,0.0,0.0,34.0,24.0,18.0,0.0,0.0,24.0,6317328.0,2695504.0,0.0,0.0,1.100,1.890,1.680,
20-06 01:04:42,3.0,0.0,0.0,187801600.0,18247680.0,147275776.0,1743917056.0,0.0,0.0,0.0,0.0,36376.0,78848.0,38.0,43.0,19.0,0.0,0.0,0.0,33.663,27.723,12.871,0.0,0.0,25.743,6494190.0,2789342.0,0.0,0.0,1.100,1.890,1.680,
20-06 01:04:43,4.0,0.0,0.0,187908096.0,18247680.0,147275776.0,1743810560.0,0.0,0.0,0.0,24576.0,37113.0,79221.0,38.384,42.424,19.192,0.0,0.0,0.0,32.0,24.0,16.0,0.0,0.0,28.0,6413132.0,2783871.0,0.0,6.0,1.100,1.890,1.680,
20-06 01:04:44,2.0,0.0,0.0,187637760.0,18255872.0,147275776.0,1744072704.0,0.0,0.0,0.0,12288.0,38102.0,80593.0,42.0,42.0,16.0,0.0,0.0,0.0,34.021,26.804,15.464,0.0,0.0,23.711,6742476.0,2851447.0,0.0,2.0,1.250,1.900,1.690,
20-06 01:04:45,3.0,0.0,0.0,187678720.0,18255872.0,147275776.0,1744031744.0,0.0,0.0,0.0,0.0,30799.0,74481.0,43.299,30.928,25.773,0.0,0.0,0.0,27.551,28.571,18.367,0.0,0.0,25.510,6301874.0,2581113.0,0.0,0.0,1.250,1.900,1.690,
20-06 01:04:46,2.0,0.0,0.0,188145664.0,18255872.0,147275776.0,1743564800.0,0.0,0.0,0.0,0.0,27196.0,70230.0,38.542,32.292,29.167,0.0,0.0,0.0,30.928,32.990,17.526,0.0,0.0,18.557,5983178.0,2528414.0,0.0,0.0,1.250,1.900,1.690,
20-06 01:04:47,3.0,0.0,0.0,188063744.0,18255872.0,147275776.0,1743646720.0,0.0,0.0,0.0,0.0,28647.0,68039.0,44.792,29.167,26.042,0.0,0.0,0.0,26.0,31.0,18.0,0.0,0.0,25.0,6732096.0,2672194.0,0.0,0.0,1.250,1.900,1.690,
20-06 01:04:48,3.0,0.0,0.0,188370944.0,18255872.0,147275776.0,1743339520.0,0.0,0.0,0.0,0.0,25896.0,71462.0,40.816,26.531,32.653,0.0,0.0,0.0,33.663,34.653,10.891,0.0,0.0,20.792,5859022.0,2455306.0,0.0,0.0,1.250,1.900,1.690,
20-06 01:04:49,3.0,0.0,0.0,188637184.0,18264064.0,147275776.0,1743065088.0,0.0,0.0,0.0,12288.0,33368.0,75380.0,43.434,29.293,27.273,0.0,0.0,0.0,28.283,26.263,16.162,0.0,0.0,29.293,6480870.0,2649101.0,0.0,2.0,1.390,1.920,1.700,
20-06 01:04:50,2.0,0.0,0.0,188014592.0,18264064.0,147275776.0,1743687680.0,0.0,0.0,0.0,0.0,25663.0,64212.0,46.078,23.529,30.392,0.0,0.0,0.0,29.897,34.021,11.340,0.0,0.0,24.742,6548252.0,2703477.0,0.0,0.0,1.390,1.920,1.700,
20-06 01:04:51,3.0,0.0,0.0,188424192.0,18264064.0,147275776.0,1743278080.0,0.0,0.0,0.0,0.0,29395.0,73079.0,45.0,29.0,26.0,0.0,0.0,0.0,27.273,31.313,20.202,0.0,0.0,21.212,6182244.0,2594124.0,0.0,0.0,1.390,1.920,1.700,
20-06 01:04:52,2.0,0.0,0.0,188248064.0,18264064.0,147279872.0,1743450112.0,0.0,0.0,0.0,0.0,29966.0,75811.0,44.231,29.808,25.962,0.0,0.0,0.0,35.714,30.612,16.327,0.0,0.0,17.347,6464710.0,2713607.0,0.0,0.0,1.390,1.920,1.700,
20-06 01:04:53,2.0,0.0,0.0,187572224.0,18264064.0,147279872.0,1744125952.0,0.0,0.0,0.0,0.0,29791.0,77513.0,47.917,28.125,23.958,0.0,0.0,0.0,26.042,32.292,18.750,0.0,0.0,22.917,6469228.0,2704546.0,0.0,0.0,1.390,1.920,1.700,
20-06 01:04:54,3.0,0.0,0.0,187727872.0,18272256.0,147279872.0,1743962112.0,0.0,0.0,0.0,16384.0,34552.0,76565.0,39.175,35.052,25.773,0.0,0.0,0.0,38.384,23.232,15.152,0.0,0.0,23.232,6400270.0,2668217.0,0.0,2.0,1.440,1.920,1.700,
20-06 01:04:55,3.0,0.0,0.0,187838464.0,18272256.0,147279872.0,1743851520.0,0.0,0.0,0.0,0.0,36700.0,83069.0,42.0,39.0,19.0,0.0,0.0,0.0,32.0,24.0,14.0,0.0,0.0,30.0,6522916.0,2755985.0,0.0,0.0,1.440,1.920,1.700,
20-06 01:04:56,4.0,0.0,0.0,187854848.0,18272256.0,147279872.0,1743835136.0,0.0,0.0,0.0,0.0,37327.0,81583.0,42.268,40.206,17.526,0.0,0.0,0.0,33.663,23.762,18.812,0.0,0.0,23.762,6447136.0,2733938.0,0.0,0.0,1.440,1.920,1.700,
20-06 01:04:57,4.0,0.0,0.0,187887616.0,18272256.0,147279872.0,1743802368.0,0.0,0.0,0.0,0.0,38075.0,78350.0,40.816,44.898,14.286,0.0,0.0,0.0,33.663,21.782,19.802,0.0,0.0,24.752,6516814.0,2750291.0,0.0,0.0,1.440,1.920,1.700,
20-06 01:04:58,4.0,0.0,0.0,187994112.0,18272256.0,147279872.0,1743695872.0,0.0,0.0,0.0,0.0,26780.0,64827.0,38.614,32.673,28.713,0.0,0.0,0.0,29.167,33.333,14.583,0.0,0.0,22.917,6283522.0,2656248.0,0.0,0.0,1.440,1.920,1.700,
20-06 01:04:59,3.0,0.0,0.0,187179008.0,18280448.0,147279872.0,1744502784.0,0.0,0.0,0.0,12288.0,25861.0,61320.0,40.594,26.733,32.673,0.0,0.0,0.0,24.242,40.404,14.141,0.0,0.0,21.212,6074104.0,2593516.0,0.0,2.0,1.410,1.910,1.690,
20-06 01:05:00,3.0,0.0,0.0,187842560.0,18280448.0,147279872.0,1743839232.0,0.0,0.0,0.0,0.0,33633.0,74421.0,43.750,32.292,23.958,0.0,0.0,0.0,33.333,25.253,14.141,0.0,0.0,27.273,6497136.0,2724660.0,0.0,0.0,1.410,1.910,1.690,
20-06 01:05:01,2.0,0.0,2.0,188121088.0,18280448.0,147279872.0,1743560704.0,0.0,0.0,0.0,0.0,32788.0,72511.0,42.0,35.0,23.0,0.0,0.0,0.0,33.333,23.232,16.162,0.0,0.0,27.273,6156821.0,2649622.0,0.0,0.0,1.410,1.910,1.690,
20-06 01:05:02,4.0,0.0,0.0,188321792.0,18280448.0,147279872.0,1743360000.0,0.0,0.0,0.0,0.0,32397.0,70455.0,37.755,35.714,26.531,0.0,0.0,0.0,27.368,30.526,18.947,0.0,0.0,23.158,6045970.0,2589154.0,0.0,0.0,1.410,1.910,1.690,
20-06 01:05:03,2.0,0.0,0.0,187699200.0,18280448.0,147279872.0,1743982592.0,0.0,0.0,0.0,20480.0,30805.0,76415.0,43.158,35.789,21.053,0.0,0.0,0.0,29.126,33.981,15.534,0.0,0.0,21.359,6004792.0,2500965.0,0.0,1.0,1.410,1.910,1.690,
