"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c128.csv",,,,"Date:","21 Jun 2018 01:28:02 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 01:28:02,0.0,0.0,0.038,195231744.0,161513472.0,686911488.0,1053724672.0,0.0,0.0,157.089,2467.767,65.661,79.177,0.054,0.099,99.765,0.001,0.0,0.081,0.0,0.0,0.009,0.082,0.040,0.020,0.0,
21-06 01:28:03,0.0,0.0,0.0,195223552.0,161513472.0,686915584.0,1053728768.0,0.0,0.0,0.0,0.0,15.0,38.0,0.0,0.0,100.0,0.0,0.0,0.0,254.0,1286.0,0.0,0.0,0.040,0.020,0.0,
21-06 01:28:04,0.0,0.0,3.0,197349376.0,161513472.0,686915584.0,1051602944.0,0.0,0.0,0.0,0.0,694.0,778.0,2.0,1.0,96.0,0.0,0.0,1.0,88069.0,1259893.0,0.0,0.0,0.040,0.020,0.0,
21-06 01:28:05,1.0,0.0,0.0,197541888.0,161513472.0,686915584.0,1051410432.0,0.0,0.0,0.0,0.0,1863.0,2219.0,1.980,2.970,93.069,0.0,0.0,1.980,210130.0,1965718.0,0.0,0.0,0.040,0.020,0.0,
21-06 01:28:06,0.0,0.0,0.0,197640192.0,161513472.0,686915584.0,1051312128.0,0.0,0.0,0.0,4096.0,2050.0,2420.0,1.0,3.0,93.0,0.0,0.0,3.0,236738.0,2229408.0,0.0,1.0,0.030,0.020,0.0,
21-06 01:28:07,0.0,0.0,0.0,197574656.0,161513472.0,686915584.0,1051377664.0,0.0,0.0,0.0,0.0,1941.0,2341.0,0.0,4.0,93.0,0.0,0.0,3.0,221539.0,2099190.0,0.0,0.0,0.030,0.020,0.0,
21-06 01:28:08,0.0,0.0,0.0,197640192.0,161513472.0,686915584.0,1051312128.0,0.0,0.0,0.0,32768.0,1967.0,2267.0,1.980,2.970,92.079,0.0,0.0,2.970,225284.0,2111796.0,0.0,2.0,0.030,0.020,0.0,
21-06 01:28:09,0.0,0.0,0.0,197476352.0,161513472.0,686915584.0,1051475968.0,0.0,0.0,0.0,0.0,1967.0,2300.0,1.0,3.0,93.0,0.0,0.0,3.0,225733.0,2121216.0,0.0,0.0,0.030,0.020,0.0,
21-06 01:28:10,0.0,0.0,0.0,197607424.0,161513472.0,686915584.0,1051344896.0,0.0,0.0,0.0,0.0,1867.0,2252.0,0.0,2.041,95.918,0.0,0.0,2.041,209112.0,1975946.0,0.0,0.0,0.030,0.020,0.0,
21-06 01:28:11,0.0,0.0,0.0,197701632.0,161513472.0,686915584.0,1051250688.0,0.0,0.0,0.0,0.0,1898.0,2266.0,0.0,2.041,95.918,0.0,0.0,2.041,214856.0,2020978.0,0.0,0.0,0.030,0.020,0.0,
21-06 01:28:12,0.0,0.0,0.0,197705728.0,161513472.0,686915584.0,1051246592.0,0.0,0.0,0.0,0.0,2025.0,2361.0,0.0,2.020,93.939,0.0,0.0,4.040,231232.0,2164222.0,0.0,0.0,0.030,0.020,0.0,
21-06 01:28:13,0.0,0.0,0.0,197705728.0,161513472.0,686915584.0,1051246592.0,0.0,0.0,0.0,12288.0,1988.0,2311.0,1.020,2.041,94.898,0.0,0.0,2.041,228512.0,2136532.0,0.0,2.0,0.030,0.020,0.0,
21-06 01:28:14,0.0,0.0,0.0,197607424.0,161513472.0,686915584.0,1051344896.0,0.0,0.0,0.0,0.0,2139.0,2502.0,0.990,4.950,92.079,0.0,0.0,1.980,246399.0,2308986.0,0.0,0.0,0.030,0.020,0.0,
21-06 01:28:15,0.0,0.0,0.0,197705728.0,161513472.0,686915584.0,1051246592.0,0.0,0.0,0.0,0.0,1993.0,2334.0,1.020,1.020,94.898,0.0,0.0,3.061,223348.0,2096478.0,0.0,0.0,0.030,0.020,0.0,
21-06 01:28:16,0.0,0.0,0.0,197640192.0,161513472.0,686915584.0,1051312128.0,0.0,0.0,0.0,0.0,1944.0,2228.0,0.980,3.922,92.157,0.0,0.0,2.941,219710.0,2061674.0,0.0,0.0,0.030,0.020,0.0,
21-06 01:28:17,0.0,0.0,0.0,197672960.0,161513472.0,686915584.0,1051279360.0,0.0,0.0,0.0,0.0,2111.0,2467.0,0.0,1.020,94.898,0.0,0.0,4.082,240143.0,2257826.0,0.0,0.0,0.030,0.020,0.0,
21-06 01:28:18,0.0,0.0,0.0,197738496.0,161513472.0,686915584.0,1051213824.0,0.0,0.0,0.0,12288.0,2025.0,2359.0,0.980,4.902,91.176,0.0,0.0,2.941,238234.0,2232436.0,0.0,2.0,0.030,0.020,0.0,
21-06 01:28:19,0.0,0.0,0.0,197705728.0,161513472.0,686915584.0,1051246592.0,0.0,0.0,0.0,0.0,2139.0,2482.0,1.010,2.020,92.929,0.0,0.0,4.040,246001.0,2308326.0,0.0,0.0,0.030,0.020,0.0,
21-06 01:28:20,0.0,0.0,0.0,197865472.0,161513472.0,686915584.0,1051086848.0,0.0,0.0,0.0,0.0,2122.0,2489.0,0.0,5.882,91.176,0.0,0.0,2.941,240554.0,2253140.0,0.0,0.0,0.030,0.020,0.0,
21-06 01:28:21,0.0,0.0,0.0,197832704.0,161513472.0,686915584.0,1051119616.0,0.0,0.0,0.0,0.0,2004.0,2332.0,0.0,3.883,90.291,0.0,0.0,5.825,229693.0,2155856.0,0.0,0.0,0.020,0.020,0.0,
21-06 01:28:22,0.0,0.0,0.0,197861376.0,161513472.0,686919680.0,1051086848.0,0.0,0.0,0.0,0.0,1815.0,2118.0,0.0,2.062,96.907,0.0,0.0,1.031,211855.0,1975118.0,0.0,0.0,0.020,0.020,0.0,
21-06 01:28:23,0.0,0.0,0.0,197697536.0,161513472.0,686919680.0,1051250688.0,0.0,0.0,0.0,12288.0,1963.0,2334.0,1.010,3.030,93.939,0.0,0.0,2.020,224115.0,2109310.0,0.0,2.0,0.020,0.020,0.0,
21-06 01:28:24,0.0,0.0,0.0,197861376.0,161513472.0,686919680.0,1051086848.0,0.0,0.0,0.0,0.0,1992.0,2277.0,0.0,3.061,94.898,0.0,0.0,2.041,230912.0,2155208.0,0.0,0.0,0.020,0.020,0.0,
21-06 01:28:25,0.0,0.0,0.0,197861376.0,161513472.0,686919680.0,1051086848.0,0.0,0.0,0.0,0.0,2051.0,2370.0,0.971,2.913,91.262,0.0,0.0,4.854,231931.0,2155694.0,0.0,0.0,0.020,0.020,0.0,
21-06 01:28:26,0.0,0.0,0.0,197795840.0,161513472.0,686919680.0,1051152384.0,0.0,0.0,0.0,0.0,1923.0,2183.0,0.0,4.950,92.079,0.0,0.0,2.970,218607.0,2020914.0,0.0,0.0,0.020,0.020,0.0,
21-06 01:28:27,0.0,0.0,0.0,197861376.0,161513472.0,686919680.0,1051086848.0,0.0,0.0,0.0,0.0,2034.0,2312.0,1.0,3.0,93.0,0.0,0.0,3.0,232686.0,2165158.0,0.0,0.0,0.020,0.020,0.0,
21-06 01:28:28,0.0,0.0,0.0,197795840.0,161513472.0,686919680.0,1051152384.0,0.0,0.0,0.0,12288.0,1929.0,2290.0,1.0,3.0,93.0,0.0,0.0,3.0,223953.0,2097502.0,0.0,2.0,0.020,0.020,0.0,
21-06 01:28:29,0.0,0.0,0.0,197857280.0,161513472.0,686919680.0,1051090944.0,0.0,0.0,0.0,0.0,1924.0,2278.0,0.980,1.961,92.157,0.0,0.0,4.902,216490.0,2024416.0,0.0,0.0,0.020,0.020,0.0,
