"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c4.csv",,,,"Date:","21 Jun 2018 00:49:58 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 00:49:58,0.0,0.0,0.038,195252224.0,161513472.0,686567424.0,1054048256.0,0.0,0.0,157.231,2467.447,64.632,77.946,0.053,0.098,99.768,0.001,0.0,0.079,0.0,0.0,0.009,0.082,0.0,0.0,0.0,
21-06 00:49:59,0.0,0.0,0.0,195248128.0,161513472.0,686571520.0,1054048256.0,0.0,0.0,0.0,0.0,17.0,37.0,0.0,0.0,100.0,0.0,0.0,0.0,870.0,1156.0,0.0,0.0,0.0,0.0,0.0,
21-06 00:50:00,0.0,0.0,0.0,195444736.0,161513472.0,686571520.0,1053851648.0,0.0,0.0,0.0,0.0,16.0,35.0,0.0,0.0,100.0,0.0,0.0,0.0,210.0,1068.0,0.0,0.0,0.0,0.0,0.0,
21-06 00:50:01,0.0,0.0,1.0,195850240.0,161513472.0,686571520.0,1053446144.0,0.0,0.0,0.0,32768.0,792.0,948.0,1.020,0.0,98.980,0.0,0.0,0.0,82017.0,771590.0,0.0,3.0,0.0,0.0,0.0,
21-06 00:50:02,0.0,0.0,0.0,195821568.0,161513472.0,686567424.0,1053478912.0,0.0,0.0,0.0,0.0,1554.0,1854.0,0.0,2.020,95.960,0.0,0.0,2.020,163954.0,1545974.0,0.0,0.0,0.0,0.0,0.0,
21-06 00:50:03,0.0,0.0,0.0,195788800.0,161513472.0,686567424.0,1053511680.0,0.0,0.0,0.0,0.0,1638.0,1924.0,0.0,1.010,95.960,0.0,0.0,3.030,177217.0,1660008.0,0.0,0.0,0.0,0.0,0.0,
21-06 00:50:04,0.0,0.0,0.0,195788800.0,161513472.0,686567424.0,1053511680.0,0.0,0.0,0.0,0.0,1542.0,1863.0,0.0,3.030,95.960,0.0,0.0,1.010,162756.0,1535582.0,0.0,0.0,0.0,0.0,0.0,
21-06 00:50:05,1.0,0.0,0.0,195883008.0,161513472.0,686567424.0,1053417472.0,0.0,0.0,0.0,0.0,1644.0,1964.0,0.0,1.020,96.939,0.0,0.0,2.041,177165.0,1660942.0,0.0,0.0,0.0,0.0,0.0,
21-06 00:50:06,0.0,0.0,0.0,195981312.0,161513472.0,686567424.0,1053319168.0,0.0,0.0,0.0,0.0,1472.0,1803.0,1.031,0.0,97.938,0.0,0.0,1.031,156403.0,1475986.0,0.0,0.0,0.0,0.0,0.0,
21-06 00:50:07,1.0,0.0,0.0,195850240.0,161513472.0,686567424.0,1053450240.0,0.0,0.0,0.0,16384.0,1497.0,1834.0,0.0,2.041,96.939,0.0,0.0,1.020,157653.0,1480242.0,0.0,2.0,0.0,0.0,0.0,
