"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c1000.csv",,,,"Date:","19 Jun 2018 22:17:16 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
19-06 22:17:16,0.0,0.0,0.038,195248128.0,161165312.0,681951232.0,1059016704.0,0.0,0.0,163.393,2437.994,42.313,52.813,0.047,0.068,99.834,0.001,0.0,0.049,0.0,0.0,0.009,0.080,0.100,0.210,0.210,
19-06 22:17:17,0.0,0.0,0.0,195244032.0,161165312.0,681955328.0,1059016704.0,0.0,0.0,0.0,0.0,20.0,38.0,1.0,0.0,99.0,0.0,0.0,0.0,930.0,1524.0,0.0,0.0,0.090,0.200,0.210,
19-06 22:17:18,0.0,0.0,0.0,195244032.0,161165312.0,681955328.0,1059016704.0,0.0,0.0,0.0,0.0,14.0,22.0,0.990,0.0,99.010,0.0,0.0,0.0,66.0,1106.0,0.0,0.0,0.090,0.200,0.210,
19-06 22:17:19,0.0,0.0,0.0,195244032.0,161165312.0,681955328.0,1059016704.0,0.0,0.0,0.0,0.0,16.0,24.0,0.0,0.990,99.010,0.0,0.0,0.0,818.0,942.0,0.0,0.0,0.090,0.200,0.210,
19-06 22:17:20,0.0,0.0,0.0,195244032.0,161165312.0,681955328.0,1059016704.0,0.0,0.0,0.0,0.0,15.0,24.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,680.0,0.0,0.0,0.090,0.200,0.210,
19-06 22:17:21,0.0,0.0,1.0,212795392.0,161165312.0,681955328.0,1041465344.0,0.0,0.0,0.0,0.0,13188.0,10061.0,4.040,25.253,49.495,0.0,0.0,21.212,2253794.0,7746482.0,0.0,0.0,0.090,0.200,0.210,
19-06 22:17:22,1.0,0.0,0.0,213012480.0,161165312.0,681955328.0,1041248256.0,0.0,0.0,0.0,28672.0,13972.0,11256.0,5.769,27.885,44.231,0.0,0.0,22.115,2637569.0,9026958.0,0.0,2.0,0.160,0.220,0.220,
19-06 22:17:23,1.0,0.0,0.0,213065728.0,161165312.0,681955328.0,1041195008.0,0.0,0.0,0.0,0.0,14023.0,10801.0,4.167,26.042,45.833,0.0,0.0,23.958,2628177.0,9213546.0,0.0,0.0,0.160,0.220,0.220,
19-06 22:17:24,1.0,0.0,0.0,213467136.0,161165312.0,681955328.0,1040793600.0,0.0,0.0,0.0,0.0,14341.0,11300.0,5.051,24.242,43.434,0.0,0.0,27.273,2642431.0,9224630.0,0.0,0.0,0.160,0.220,0.220,
19-06 22:17:25,1.0,0.0,0.0,213458944.0,161165312.0,681955328.0,1040801792.0,0.0,0.0,0.0,0.0,14379.0,11286.0,5.0,30.0,45.0,0.0,0.0,20.0,2617101.0,9191282.0,0.0,0.0,0.160,0.220,0.220,
19-06 22:17:26,1.0,0.0,0.0,213757952.0,161165312.0,681955328.0,1040502784.0,0.0,0.0,0.0,0.0,13852.0,11862.0,4.0,26.0,47.0,0.0,0.0,23.0,2472595.0,8424384.0,0.0,0.0,0.160,0.220,0.220,
19-06 22:17:27,1.0,0.0,0.0,213946368.0,161165312.0,681955328.0,1040314368.0,0.0,0.0,0.0,12288.0,13692.0,10733.0,5.102,25.510,45.918,0.0,0.0,23.469,2580358.0,8865144.0,0.0,2.0,0.150,0.210,0.220,
19-06 22:17:28,1.0,0.0,0.0,214024192.0,161165312.0,681955328.0,1040236544.0,0.0,0.0,0.0,0.0,13491.0,11185.0,5.319,22.340,51.064,0.0,0.0,21.277,2410547.0,8427796.0,0.0,0.0,0.150,0.210,0.220,
19-06 22:17:29,1.0,0.0,0.0,214097920.0,161165312.0,681955328.0,1040162816.0,0.0,0.0,0.0,0.0,14009.0,11893.0,5.714,27.619,41.905,0.0,0.0,24.762,2563824.0,8977038.0,0.0,0.0,0.150,0.210,0.220,
19-06 22:17:30,1.0,0.0,0.0,214290432.0,161165312.0,681955328.0,1039970304.0,0.0,0.0,0.0,0.0,14443.0,12380.0,7.071,27.273,43.434,0.0,0.0,22.222,2569452.0,8812878.0,0.0,0.0,0.150,0.210,0.220,
19-06 22:17:31,1.0,0.0,0.0,214523904.0,161165312.0,681955328.0,1039736832.0,0.0,0.0,0.0,8192.0,13986.0,12786.0,4.950,26.733,46.535,0.0,0.0,21.782,2436473.0,8560016.0,0.0,2.0,0.150,0.210,0.220,
19-06 22:17:32,1.0,0.0,0.0,214683648.0,161165312.0,681955328.0,1039577088.0,0.0,0.0,0.0,12288.0,14537.0,12901.0,7.143,24.490,42.857,0.0,0.0,25.510,2559593.0,8892518.0,0.0,2.0,0.220,0.230,0.220,
19-06 22:17:33,1.0,0.0,0.0,214810624.0,161165312.0,681955328.0,1039450112.0,0.0,0.0,0.0,0.0,14038.0,12734.0,5.155,24.742,46.392,0.0,0.0,23.711,2533457.0,8910050.0,0.0,0.0,0.220,0.230,0.220,
19-06 22:17:34,1.0,0.0,0.0,214929408.0,161165312.0,681955328.0,1039331328.0,0.0,0.0,0.0,0.0,14453.0,13296.0,5.051,26.263,44.444,0.0,0.0,24.242,2525264.0,8858798.0,0.0,0.0,0.220,0.230,0.220,
19-06 22:17:35,1.0,0.0,0.0,215220224.0,161165312.0,681955328.0,1039040512.0,0.0,0.0,0.0,0.0,14643.0,13612.0,4.0,25.0,46.0,0.0,0.0,25.0,2488740.0,8649472.0,0.0,0.0,0.220,0.230,0.220,
19-06 22:17:36,1.0,0.0,0.0,215384064.0,161165312.0,681959424.0,1038872576.0,0.0,0.0,0.0,0.0,13375.0,10967.0,5.051,24.242,45.455,0.0,0.0,25.253,2433711.0,8513204.0,0.0,0.0,0.220,0.230,0.220,
19-06 22:17:37,1.0,0.0,0.0,215584768.0,161165312.0,681959424.0,1038671872.0,0.0,0.0,0.0,12288.0,13929.0,11577.0,5.435,25.0,47.826,0.0,0.0,21.739,2538984.0,8919204.0,0.0,2.0,0.200,0.220,0.220,
19-06 22:17:38,1.0,0.0,0.0,215420928.0,161165312.0,681959424.0,1038835712.0,0.0,0.0,0.0,0.0,14075.0,11758.0,3.191,27.660,45.745,0.0,0.0,23.404,2596380.0,9231148.0,0.0,0.0,0.200,0.220,0.220,
19-06 22:17:39,1.0,0.0,2.0,217100288.0,161165312.0,681959424.0,1037156352.0,0.0,0.0,0.0,0.0,13246.0,10588.0,6.122,22.449,46.939,0.0,0.0,24.490,2431237.0,8551581.0,0.0,0.0,0.200,0.220,0.220,
19-06 22:17:40,1.0,0.0,0.0,217268224.0,161165312.0,681959424.0,1036988416.0,0.0,0.0,0.0,0.0,14331.0,10691.0,4.082,32.653,41.837,0.0,0.0,21.429,2759768.0,9550776.0,0.0,0.0,0.200,0.220,0.220,
19-06 22:17:41,1.0,0.0,0.0,216600576.0,161165312.0,681959424.0,1037656064.0,0.0,0.0,0.0,40960.0,13956.0,11889.0,4.255,23.404,50.0,0.0,0.0,22.340,2504717.0,8709616.0,0.0,9.0,0.200,0.220,0.220,
19-06 22:17:42,1.0,0.0,0.0,216604672.0,161165312.0,681963520.0,1037647872.0,0.0,0.0,0.0,20480.0,12804.0,10282.0,5.825,24.272,46.602,0.0,0.0,23.301,2380438.0,8439338.0,0.0,2.0,0.180,0.220,0.220,
19-06 22:17:43,1.0,0.0,0.0,216637440.0,161165312.0,681963520.0,1037615104.0,0.0,0.0,0.0,0.0,14102.0,10691.0,3.030,27.273,43.434,0.0,0.0,26.263,2691191.0,9323152.0,0.0,0.0,0.180,0.220,0.220,
19-06 22:17:44,0.0,0.0,0.0,216649728.0,161165312.0,681963520.0,1037602816.0,0.0,0.0,0.0,0.0,13789.0,11012.0,5.102,28.571,46.939,0.0,0.0,19.388,2581607.0,9031782.0,0.0,0.0,0.180,0.220,0.220,
19-06 22:17:45,1.0,0.0,0.0,216743936.0,161165312.0,681963520.0,1037508608.0,0.0,0.0,0.0,0.0,14567.0,12147.0,3.883,27.184,39.806,0.0,0.0,29.126,2639516.0,9174426.0,0.0,0.0,0.180,0.220,0.220,
19-06 22:17:46,0.0,0.0,0.0,216866816.0,161165312.0,681963520.0,1037385728.0,0.0,0.0,0.0,0.0,14855.0,13328.0,5.941,28.713,41.584,0.0,0.0,23.762,2621154.0,8974706.0,0.0,0.0,0.180,0.220,0.220,
19-06 22:17:47,1.0,0.0,0.0,217100288.0,161165312.0,681963520.0,1037152256.0,0.0,0.0,0.0,12288.0,14593.0,13173.0,7.216,24.742,45.361,0.0,0.0,22.680,2568356.0,8942694.0,0.0,2.0,0.250,0.230,0.220,
19-06 22:17:48,1.0,0.0,0.0,217296896.0,161165312.0,681963520.0,1036955648.0,0.0,0.0,0.0,0.0,13345.0,10423.0,4.808,27.885,44.231,0.0,0.0,23.077,2488580.0,8820390.0,0.0,0.0,0.250,0.230,0.220,
