"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c1000.csv",,,,"Date:","21 Jun 2018 15:46:46 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 15:46:46,0.0,0.0,0.039,195350528.0,161529856.0,688259072.0,1052241920.0,0.0,0.0,153.960,2493.198,67.033,80.911,0.055,0.101,99.759,0.001,0.0,0.083,0.0,0.0,0.009,0.084,0.040,0.010,0.0,
21-06 15:46:47,0.0,0.0,1.0,196222976.0,161529856.0,688267264.0,1051361280.0,0.0,0.0,0.0,0.0,355.0,118.0,1.010,3.030,93.939,0.0,0.0,2.020,208097.0,4743242.0,0.0,0.0,0.040,0.010,0.0,
21-06 15:46:48,0.0,0.0,2.0,196734976.0,161529856.0,688267264.0,1050849280.0,0.0,0.0,0.0,61440.0,749.0,106.0,0.0,0.0,100.0,0.0,0.0,0.0,173226.0,59539.0,0.0,8.0,0.040,0.010,0.0,
21-06 15:46:49,0.0,0.0,0.0,195883008.0,161529856.0,688271360.0,1051697152.0,0.0,0.0,0.0,0.0,473.0,302.0,1.0,1.0,98.0,0.0,0.0,0.0,87592.0,29484.0,0.0,0.0,0.040,0.010,0.0,
21-06 15:46:50,0.0,0.0,0.0,195850240.0,161529856.0,688271360.0,1051729920.0,0.0,0.0,0.0,0.0,13.0,22.0,0.0,0.0,100.0,0.0,0.0,0.0,402.0,442.0,0.0,0.0,0.040,0.010,0.0,


"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c1000.csv",,,,"Date:","21 Jun 2018 15:46:54 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 15:46:54,0.0,0.0,0.039,195403776.0,161529856.0,688271360.0,1052176384.0,0.0,0.0,153.959,2493.223,67.034,80.911,0.055,0.101,99.759,0.001,0.0,0.083,0.0,0.0,0.009,0.084,0.040,0.010,0.0,
21-06 15:46:55,1.0,0.0,1.0,206184448.0,161529856.0,688271360.0,1041395712.0,0.0,0.0,0.0,0.0,238.0,66.0,0.0,2.0,96.0,0.0,0.0,2.0,66256.0,128024.0,0.0,0.0,0.040,0.010,0.0,
21-06 15:46:56,0.0,0.0,0.0,196157440.0,161529856.0,688271360.0,1051422720.0,0.0,0.0,0.0,4096.0,771.0,112.0,0.0,2.062,97.938,0.0,0.0,0.0,310738.0,4996072.0,0.0,1.0,0.040,0.010,0.0,
21-06 15:46:57,0.0,0.0,1.0,208244736.0,161529856.0,688271360.0,1039335424.0,0.0,0.0,0.0,0.0,1123.0,443.0,1.010,3.030,94.949,0.0,0.0,1.010,259177.0,3148238.0,0.0,0.0,0.030,0.010,0.0,
21-06 15:46:58,0.0,0.0,1.0,196554752.0,161529856.0,688267264.0,1051029504.0,0.0,0.0,0.0,8192.0,1445.0,1169.0,2.062,4.124,92.784,0.0,0.0,1.031,443501.0,5934410.0,0.0,2.0,0.030,0.010,0.0,
21-06 15:46:59,0.0,0.0,1.0,196587520.0,161529856.0,688271360.0,1050992640.0,0.0,0.0,0.0,4096.0,892.0,126.0,1.020,3.061,93.878,0.0,0.0,2.041,373301.0,4756648.0,0.0,1.0,0.030,0.010,0.0,
21-06 15:47:00,0.0,0.0,1.0,196399104.0,161529856.0,688271360.0,1051181056.0,0.0,0.0,0.0,28672.0,881.0,168.0,1.0,4.0,94.0,0.0,0.0,1.0,286749.0,3027978.0,0.0,3.0,0.030,0.010,0.0,
21-06 15:47:01,0.0,0.0,0.0,196399104.0,161529856.0,688271360.0,1051181056.0,0.0,0.0,0.0,0.0,719.0,75.0,0.0,0.0,100.0,0.0,0.0,0.0,170427.0,56846.0,0.0,0.0,0.030,0.010,0.0,
21-06 15:47:02,0.0,0.0,0.0,196104192.0,161529856.0,688271360.0,1051475968.0,0.0,0.0,0.0,0.0,754.0,145.0,0.0,0.0,100.0,0.0,0.0,0.0,173361.0,57786.0,0.0,0.0,0.030,0.010,0.0,
