"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c32.csv",,,,"Date:","21 Jun 2018 15:26:57 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 15:26:57,0.0,0.0,0.039,195330048.0,161529856.0,688001024.0,1052520448.0,0.0,0.0,154.030,2492.491,66.163,79.857,0.054,0.100,99.763,0.001,0.0,0.082,0.0,0.0,0.009,0.083,0.010,0.020,0.0,
21-06 15:26:58,0.0,0.0,1.0,196313088.0,161529856.0,688005120.0,1051533312.0,0.0,0.0,0.0,8192.0,858.0,1060.0,1.010,2.020,96.970,0.0,0.0,0.0,102271.0,1068518.0,0.0,2.0,0.010,0.020,0.0,
21-06 15:26:59,0.0,0.0,0.0,196313088.0,161529856.0,688005120.0,1051533312.0,0.0,0.0,0.0,0.0,2292.0,2761.0,1.0,2.0,93.0,0.0,0.0,4.0,274260.0,2595566.0,0.0,0.0,0.010,0.020,0.0,
21-06 15:27:00,1.0,0.0,0.0,196247552.0,161529856.0,688005120.0,1051598848.0,0.0,0.0,0.0,0.0,2354.0,2834.0,0.0,4.950,91.089,0.0,0.0,3.960,272129.0,2568596.0,0.0,0.0,0.010,0.020,0.0,
21-06 15:27:01,0.0,0.0,0.0,196313088.0,161529856.0,688005120.0,1051533312.0,0.0,0.0,0.0,0.0,2322.0,2818.0,0.962,3.846,88.462,0.0,0.0,6.731,267444.0,2531700.0,0.0,0.0,0.010,0.020,0.0,
21-06 15:27:02,0.0,0.0,0.0,196247552.0,161529856.0,688005120.0,1051598848.0,0.0,0.0,0.0,0.0,2363.0,2872.0,0.980,5.882,90.196,0.0,0.0,2.941,275146.0,2582942.0,0.0,0.0,0.010,0.020,0.0,
21-06 15:27:03,0.0,0.0,0.0,196214784.0,161529856.0,688005120.0,1051631616.0,0.0,0.0,0.0,28672.0,2361.0,2834.0,0.0,2.0,92.0,0.0,0.0,6.0,272810.0,2554206.0,0.0,2.0,0.010,0.020,0.0,
21-06 15:27:04,0.0,0.0,0.0,196345856.0,161529856.0,688005120.0,1051500544.0,0.0,0.0,0.0,0.0,2342.0,2808.0,0.962,5.769,89.423,0.0,0.0,3.846,273485.0,2601144.0,0.0,0.0,0.010,0.020,0.0,
21-06 15:27:05,0.0,0.0,0.0,196440064.0,161529856.0,688005120.0,1051406336.0,0.0,0.0,0.0,0.0,2315.0,2783.0,0.0,4.040,91.919,0.0,0.0,4.040,272177.0,2552544.0,0.0,0.0,0.0,0.020,0.0,
21-06 15:27:06,0.0,0.0,0.0,196374528.0,161529856.0,688005120.0,1051471872.0,0.0,0.0,0.0,0.0,2229.0,2751.0,0.980,3.922,91.176,0.0,0.0,3.922,262607.0,2485142.0,0.0,0.0,0.0,0.020,0.0,
