"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c2.csv",,,,"Date:","21 Jun 2018 00:43:00 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 00:43:00,0.0,0.0,0.038,196558848.0,161509376.0,686489600.0,1052823552.0,0.0,0.0,157.257,2467.290,64.430,77.700,0.053,0.098,99.769,0.001,0.0,0.079,0.0,0.0,0.009,0.082,0.0,0.0,0.0,
21-06 00:43:01,0.0,0.0,0.0,196521984.0,161509376.0,686493696.0,1052856320.0,0.0,0.0,0.0,0.0,18.0,41.0,0.0,0.0,100.0,0.0,0.0,0.0,870.0,1156.0,0.0,0.0,0.0,0.0,0.0,
21-06 00:43:02,0.0,0.0,1.0,197156864.0,161509376.0,686493696.0,1052221440.0,0.0,0.0,0.0,28672.0,1514.0,1833.0,0.0,2.041,96.939,0.0,0.0,1.020,157528.0,1476356.0,0.0,2.0,0.0,0.0,0.0,
21-06 00:43:03,0.0,0.0,0.0,197222400.0,161509376.0,686493696.0,1052155904.0,0.0,0.0,0.0,0.0,1483.0,1761.0,0.0,2.020,95.960,0.0,0.0,2.020,155298.0,1442644.0,0.0,0.0,0.0,0.0,0.0,
21-06 00:43:04,1.0,0.0,0.0,197189632.0,161509376.0,686493696.0,1052188672.0,0.0,0.0,0.0,0.0,1414.0,1698.0,0.0,0.0,98.969,0.0,0.0,1.031,147460.0,1377916.0,0.0,0.0,0.0,0.0,0.0,
21-06 00:43:05,0.0,0.0,0.0,197189632.0,161509376.0,686493696.0,1052188672.0,0.0,0.0,0.0,0.0,1465.0,1777.0,1.031,1.031,97.938,0.0,0.0,0.0,150773.0,1412040.0,0.0,0.0,0.0,0.0,0.0,
21-06 00:43:06,0.0,0.0,0.0,197189632.0,161509376.0,686493696.0,1052188672.0,0.0,0.0,0.0,8192.0,1449.0,1732.0,0.0,1.020,96.939,0.0,0.0,2.041,147534.0,1378188.0,0.0,2.0,0.0,0.0,0.0,
21-06 00:43:07,0.0,0.0,0.0,197156864.0,161509376.0,686493696.0,1052221440.0,0.0,0.0,0.0,28672.0,1350.0,1647.0,0.0,5.607,89.720,0.0,0.0,4.673,138189.0,1302132.0,0.0,2.0,0.0,0.0,0.0,
21-06 00:43:08,0.0,0.0,0.0,197091328.0,161509376.0,686493696.0,1052286976.0,0.0,0.0,0.0,0.0,1459.0,1782.0,0.0,0.0,98.958,0.0,0.0,1.042,151094.0,1425606.0,0.0,0.0,0.0,0.0,0.0,
21-06 00:43:09,0.0,0.0,0.0,197156864.0,161509376.0,686493696.0,1052221440.0,0.0,0.0,0.0,0.0,1440.0,1748.0,1.010,2.020,95.960,0.0,0.0,1.010,156652.0,1472512.0,0.0,0.0,0.0,0.0,0.0,
