"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c1.csv",,,,"Date:","21 Jun 2018 00:30:49 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 00:30:49,0.0,0.0,0.038,195244032.0,161505280.0,686362624.0,1054269440.0,0.0,0.0,157.302,2467.065,64.220,77.441,0.053,0.098,99.769,0.001,0.0,0.079,0.0,0.0,0.009,0.082,0.0,0.010,0.0,
21-06 00:30:50,0.0,0.0,0.0,195239936.0,161505280.0,686366720.0,1054269440.0,0.0,0.0,0.0,0.0,15.0,38.0,0.0,0.0,100.0,0.0,0.0,0.0,180.0,866.0,0.0,0.0,0.0,0.010,0.0,
21-06 00:30:51,1.0,0.0,1.0,195837952.0,161505280.0,686366720.0,1053671424.0,0.0,0.0,0.0,0.0,148.0,201.0,1.0,0.0,99.0,0.0,0.0,0.0,13668.0,118836.0,0.0,0.0,0.0,0.010,0.0,
21-06 00:30:52,0.0,0.0,0.0,195903488.0,161505280.0,686366720.0,1053605888.0,0.0,0.0,0.0,4096.0,1203.0,1454.0,0.0,1.0,96.0,0.0,0.0,3.0,115044.0,1063400.0,0.0,1.0,0.0,0.010,0.0,
21-06 00:30:53,0.0,0.0,0.0,195969024.0,161505280.0,686366720.0,1053540352.0,0.0,0.0,0.0,0.0,1220.0,1500.0,1.010,1.010,96.970,0.0,0.0,1.010,115780.0,1072868.0,0.0,0.0,0.0,0.010,0.0,
21-06 00:30:54,0.0,0.0,0.0,195809280.0,161505280.0,686366720.0,1053700096.0,0.0,0.0,0.0,0.0,844.0,1059.0,0.0,1.0,97.0,0.0,0.0,2.0,80041.0,746810.0,0.0,0.0,0.0,0.010,0.0,
21-06 00:30:55,0.0,0.0,0.0,195780608.0,161505280.0,686370816.0,1053724672.0,0.0,0.0,0.0,24576.0,15.0,31.0,0.0,0.0,100.0,0.0,0.0,0.0,1094.0,496.0,0.0,2.0,0.0,0.010,0.0,


"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c1.csv",,,,"Date:","21 Jun 2018 00:31:19 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
