"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -C total --output c128.csv",,,,"Date:","22 May 2018 01:24:53 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
31.753,20.152,37.881,0.006,0.0,10.208,49584.704,4046.724,0.0,0.0,0.0,0.0,5747.835,28646.320
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,180.0,824.0,0.0,0.0,65.0,77.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,432.0,0.0,0.0,99.0,66.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,420.0,0.0,0.0,143.0,69.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,420.0,0.0,0.0,168.0,109.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,420.0,0.0,0.0,130.0,195.0
0.0,0.990,99.010,0.0,0.0,0.0,0.0,28672.0,60.0,420.0,0.0,0.0,37.0,73.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,420.0,0.0,0.0,34.0,64.0
1.010,0.0,98.990,0.0,0.0,0.0,0.0,0.0,1823.0,3343.0,0.0,0.0,56.0,137.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,342.0,456.0,0.0,0.0,45.0,96.0
27.451,8.824,50.0,0.0,0.0,13.725,0.0,0.0,2423627.0,793502.0,0.0,0.0,5431.0,18243.0
55.0,30.0,0.0,0.0,0.0,15.0,0.0,20480.0,4830679.0,1645260.0,0.0,0.0,10846.0,45774.0
53.465,29.703,0.0,0.0,0.0,16.832,0.0,0.0,3603580.0,1311005.0,0.0,0.0,9323.0,43537.0
44.444,37.374,0.0,0.0,0.0,18.182,0.0,0.0,3884840.0,1369472.0,0.0,0.0,9793.0,46953.0
55.0,30.0,0.0,0.0,0.0,15.0,0.0,0.0,3949959.0,1418354.0,0.0,0.0,10007.0,47290.0
49.0,33.0,0.0,0.0,0.0,18.0,0.0,0.0,3995185.0,1420867.0,0.0,0.0,9917.0,46655.0
54.0,32.0,0.0,0.0,0.0,14.0,0.0,12288.0,3826782.0,1379605.0,0.0,0.0,9708.0,46616.0
54.0,32.0,0.0,0.0,0.0,14.0,0.0,0.0,4009417.0,1435373.0,0.0,0.0,9949.0,47345.0
60.0,28.0,0.0,0.0,0.0,12.0,0.0,0.0,3833268.0,1392072.0,0.0,0.0,9879.0,46524.0
52.525,32.323,0.0,0.0,0.0,15.152,0.0,0.0,3793382.0,1382229.0,0.0,0.0,9555.0,45732.0
50.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,3787008.0,1337017.0,0.0,0.0,9654.0,47075.0
51.0,36.0,0.0,0.0,0.0,13.0,0.0,12288.0,3938245.0,1411973.0,0.0,0.0,9943.0,46863.0
48.515,31.683,0.0,0.0,0.0,19.802,0.0,0.0,3992686.0,1448138.0,0.0,0.0,10111.0,46711.0
55.556,30.303,0.0,0.0,0.0,14.141,0.0,16384.0,3964532.0,1438600.0,0.0,0.0,10003.0,46621.0
51.0,31.0,0.0,0.0,0.0,18.0,0.0,0.0,3870474.0,1403955.0,0.0,0.0,9900.0,46423.0
49.505,34.653,0.0,0.0,0.0,15.842,0.0,0.0,3787893.0,1384751.0,0.0,0.0,9572.0,44853.0
50.0,32.0,0.0,0.0,0.0,18.0,0.0,12288.0,3719913.0,1369874.0,0.0,0.0,9511.0,45159.0
44.0,38.0,0.0,0.0,0.0,18.0,0.0,0.0,3860222.0,1402499.0,0.0,0.0,9562.0,46436.0
48.485,32.323,0.0,0.0,0.0,19.192,0.0,0.0,3695798.0,1363276.0,0.0,0.0,9434.0,45273.0
52.0,32.0,0.0,0.0,0.0,16.0,0.0,0.0,3665748.0,1356643.0,0.0,0.0,9655.0,44510.0
58.0,28.0,0.0,0.0,0.0,14.0,0.0,0.0,3758314.0,1377088.0,0.0,0.0,9566.0,44176.0
54.0,30.0,0.0,0.0,0.0,16.0,0.0,12288.0,4045484.0,1454100.0,0.0,0.0,10169.0,46735.0
52.475,32.673,0.0,0.0,0.0,14.851,0.0,0.0,3854418.0,1433709.0,0.0,0.0,9735.0,46239.0
46.0,33.0,0.0,0.0,0.0,21.0,0.0,28672.0,3820374.0,1406062.0,0.0,0.0,9848.0,46024.0
53.0,31.0,0.0,0.0,0.0,16.0,0.0,0.0,3922623.0,1437564.0,0.0,0.0,9961.0,46462.0
49.0,33.0,0.0,0.0,0.0,18.0,0.0,0.0,3963538.0,1449699.0,0.0,0.0,10073.0,46867.0
53.535,31.313,0.0,0.0,0.0,15.152,0.0,24576.0,3973439.0,1457846.0,0.0,0.0,10129.0,47401.0
55.446,31.683,0.0,0.0,0.0,12.871,0.0,0.0,4117270.0,1480944.0,0.0,0.0,10492.0,47671.0
52.525,29.293,0.0,0.0,0.0,18.182,0.0,0.0,3982822.0,1448490.0,0.0,0.0,10005.0,46461.0
47.525,32.673,0.0,0.0,0.0,19.802,0.0,0.0,3821363.0,1373258.0,0.0,0.0,9454.0,44730.0
50.0,33.0,0.0,0.0,0.0,17.0,0.0,0.0,3901679.0,1422589.0,0.0,0.0,10005.0,47871.0
50.505,31.313,0.0,0.0,0.0,18.182,0.0,12288.0,3957462.0,1435802.0,0.0,0.0,10112.0,47714.0
52.0,31.0,0.0,0.0,0.0,17.0,0.0,0.0,3863666.0,1406844.0,0.0,0.0,9846.0,45715.0
54.0,28.0,0.0,0.0,0.0,18.0,0.0,8192.0,3979222.0,1455664.0,0.0,0.0,10219.0,47875.0
53.0,29.0,0.0,0.0,0.0,18.0,0.0,0.0,3970833.0,1446049.0,0.0,0.0,10001.0,47850.0
47.525,36.634,0.0,0.0,0.0,15.842,0.0,0.0,3843587.0,1425807.0,0.0,0.0,9855.0,47187.0
50.505,35.354,0.0,0.0,0.0,14.141,0.0,12288.0,3911254.0,1420740.0,0.0,0.0,10054.0,47662.0
48.515,35.644,0.0,0.0,0.0,15.842,0.0,0.0,3968857.0,1447401.0,0.0,0.0,9749.0,47200.0
50.505,30.303,0.0,0.0,0.0,19.192,0.0,0.0,3901057.0,1435537.0,0.0,0.0,10012.0,47983.0
48.0,35.0,0.0,0.0,0.0,17.0,0.0,0.0,4070582.0,1468082.0,0.0,0.0,10310.0,48020.0
45.545,34.653,0.0,0.0,0.0,19.802,0.0,0.0,4012769.0,1453193.0,0.0,0.0,10035.0,48286.0
49.495,32.323,0.0,0.0,0.0,18.182,0.0,12288.0,3979072.0,1449689.0,0.0,0.0,10165.0,47428.0
50.0,38.0,0.0,0.0,0.0,12.0,0.0,0.0,3981433.0,1448224.0,0.0,0.0,10214.0,47882.0
47.0,34.0,0.0,0.0,0.0,19.0,0.0,16384.0,3997252.0,1457654.0,0.0,0.0,10179.0,47448.0
47.0,37.0,0.0,0.0,0.0,16.0,0.0,0.0,4034304.0,1465712.0,0.0,0.0,10225.0,47636.0
52.475,30.693,0.0,0.0,0.0,16.832,0.0,0.0,3974811.0,1433935.0,0.0,0.0,9881.0,48252.0
54.0,30.0,0.0,0.0,0.0,16.0,0.0,12288.0,3924953.0,1394604.0,0.0,0.0,9909.0,47331.0
52.0,32.0,0.0,0.0,0.0,16.0,0.0,0.0,3808860.0,1352535.0,0.0,0.0,9720.0,49076.0
45.455,38.384,0.0,0.0,0.0,16.162,0.0,0.0,3876469.0,1434674.0,0.0,0.0,9812.0,48252.0
50.495,34.653,0.0,0.0,0.0,14.851,0.0,0.0,3979478.0,1408635.0,0.0,0.0,9897.0,48450.0
52.525,30.303,0.0,0.0,0.0,17.172,0.0,0.0,3922381.0,1411872.0,0.0,0.0,9888.0,48555.0
47.525,32.673,0.0,0.0,0.0,19.802,0.0,12288.0,3659953.0,1342164.0,0.0,0.0,9204.0,46068.0
52.525,33.333,0.0,0.0,0.0,14.141,0.0,0.0,3843910.0,1361724.0,0.0,0.0,9612.0,48179.0
50.0,34.0,0.0,0.0,0.0,16.0,0.0,0.0,3796172.0,1347136.0,0.0,0.0,9227.0,46223.0
50.0,36.0,0.0,0.0,0.0,14.0,0.0,0.0,3610215.0,1334451.0,0.0,0.0,9191.0,45996.0
55.0,26.0,0.0,0.0,0.0,19.0,0.0,0.0,3812731.0,1389010.0,0.0,0.0,9436.0,45933.0
51.0,36.0,0.0,0.0,0.0,13.0,0.0,12288.0,3856270.0,1370285.0,0.0,0.0,9533.0,45961.0
51.0,34.0,0.0,0.0,0.0,15.0,0.0,0.0,3774877.0,1379588.0,0.0,0.0,9682.0,46042.0
49.0,35.0,0.0,0.0,0.0,16.0,0.0,8192.0,3940700.0,1385013.0,0.0,0.0,9740.0,46500.0
35.354,27.273,22.222,0.0,0.0,15.152,0.0,0.0,3053439.0,1071278.0,0.0,0.0,7710.0,36469.0
40.0,32.0,9.0,0.0,0.0,19.0,0.0,0.0,3506393.0,1253137.0,0.0,0.0,9014.0,43393.0
45.545,29.703,11.881,0.0,0.0,12.871,0.0,24576.0,3471801.0,1233321.0,0.0,0.0,8804.0,42177.0
39.0,26.0,18.0,0.0,0.0,17.0,0.0,0.0,3807557.0,1242425.0,0.0,0.0,8789.0,40414.0
30.303,21.212,35.354,0.0,0.0,13.131,0.0,0.0,2855316.0,977071.0,0.0,0.0,6957.0,32000.0
33.673,29.592,26.531,0.0,0.0,10.204,0.0,0.0,3049281.0,1078492.0,0.0,0.0,7630.0,35901.0
38.614,23.762,24.752,0.0,0.0,12.871,0.0,0.0,3120289.0,1063666.0,0.0,0.0,7633.0,35298.0
31.0,27.0,32.0,0.0,0.0,10.0,0.0,12288.0,2642982.0,936651.0,0.0,0.0,6590.0,32549.0
45.545,20.792,19.802,0.0,0.0,13.861,0.0,0.0,3459431.0,1178129.0,0.0,0.0,8307.0,38337.0
51.0,30.0,6.0,0.0,0.0,13.0,0.0,0.0,3711662.0,1279609.0,0.0,0.0,8958.0,44244.0
51.020,32.653,0.0,0.0,0.0,16.327,0.0,0.0,3694162.0,1265383.0,0.0,0.0,9097.0,44661.0
46.0,33.0,12.0,0.0,0.0,9.0,0.0,0.0,3494032.0,1215450.0,0.0,0.0,8797.0,42806.0
43.564,27.723,11.881,0.0,0.0,16.832,0.0,12288.0,3523856.0,1229988.0,0.0,0.0,8789.0,41536.0
46.939,31.633,7.143,0.0,0.0,14.286,0.0,0.0,3825185.0,1327247.0,0.0,0.0,9627.0,45681.0
37.0,28.0,17.0,0.0,0.0,18.0,0.0,16384.0,3264909.0,1156799.0,0.0,0.0,8252.0,39983.0
34.314,19.608,36.275,0.0,0.0,9.804,0.0,0.0,2645322.0,924607.0,0.0,0.0,6248.0,30496.0
48.515,35.644,0.0,0.0,0.0,15.842,0.0,0.0,3805165.0,1289642.0,0.0,0.0,9343.0,45205.0
39.0,26.0,18.0,0.0,0.0,17.0,0.0,12288.0,3385480.0,1185306.0,0.0,0.0,8397.0,40817.0
40.0,12.0,39.0,0.0,0.0,9.0,0.0,0.0,3603411.0,1178972.0,0.0,0.0,7527.0,30979.0
18.0,10.0,66.0,0.0,0.0,6.0,0.0,0.0,1384578.0,503943.0,0.0,0.0,3365.0,15425.0
41.584,31.683,10.891,0.0,0.0,15.842,0.0,0.0,3421745.0,1212739.0,0.0,0.0,8445.0,41546.0
45.0,28.0,13.0,0.0,0.0,14.0,0.0,0.0,3241348.0,1135747.0,0.0,0.0,7904.0,38305.0
48.485,32.323,10.101,0.0,0.0,9.091,0.0,12288.0,3437335.0,1184566.0,0.0,0.0,8467.0,41233.0
40.594,20.792,23.762,0.0,0.0,14.851,0.0,0.0,2961524.0,989286.0,0.0,0.0,7015.0,34490.0
41.0,25.0,20.0,0.0,0.0,14.0,0.0,0.0,3088631.0,1076647.0,0.0,0.0,7482.0,37115.0
40.196,31.373,18.627,0.0,0.0,9.804,0.0,0.0,3180394.0,1101129.0,0.0,0.0,7796.0,37718.0
42.424,25.253,20.202,0.0,0.0,12.121,0.0,0.0,3165865.0,1058191.0,0.0,0.0,7678.0,37626.0
45.545,22.772,16.832,0.0,0.0,14.851,0.0,16384.0,3096088.0,1163095.0,0.0,0.0,7871.0,36967.0
44.444,23.232,17.172,0.0,0.0,15.152,0.0,0.0,3175923.0,1104693.0,0.0,0.0,7939.0,38656.0
33.0,18.0,43.0,0.0,0.0,6.0,0.0,0.0,2105656.0,703190.0,0.0,0.0,5175.0,25528.0
52.0,31.0,7.0,0.0,0.0,10.0,0.0,0.0,3352175.0,1196716.0,0.0,0.0,8423.0,40952.0
31.0,14.0,49.0,0.0,0.0,6.0,0.0,0.0,1834502.0,686692.0,0.0,0.0,4593.0,22654.0
57.0,31.0,0.0,0.0,0.0,12.0,0.0,12288.0,3887942.0,1372484.0,0.0,0.0,9566.0,46378.0
55.0,33.0,0.0,0.0,0.0,12.0,0.0,0.0,3718752.0,1311775.0,0.0,0.0,9124.0,44353.0
48.515,30.693,8.911,0.0,0.0,11.881,0.0,12288.0,3426036.0,1200291.0,0.0,0.0,8206.0,40571.0
41.837,30.612,17.347,0.0,0.0,10.204,0.0,0.0,3202958.0,1109757.0,0.0,0.0,7891.0,37968.0
49.505,36.634,0.0,0.0,0.0,13.861,0.0,0.0,3641112.0,1325972.0,0.0,0.0,8930.0,44157.0
40.404,29.293,17.172,0.0,0.0,13.131,0.0,24576.0,3255175.0,1164497.0,0.0,0.0,8188.0,40149.0
43.434,21.212,23.232,0.0,0.0,12.121,0.0,0.0,3600627.0,1208694.0,0.0,0.0,8376.0,37917.0
29.0,26.0,32.0,0.0,0.0,13.0,0.0,0.0,2641730.0,923301.0,0.0,0.0,6597.0,31695.0
46.535,24.752,11.881,0.0,0.0,16.832,0.0,0.0,3533401.0,1249160.0,0.0,0.0,8680.0,42389.0
38.384,19.192,28.283,0.0,0.0,14.141,0.0,0.0,2834682.0,951340.0,0.0,0.0,6983.0,33865.0
52.475,29.703,0.0,0.0,0.0,17.822,0.0,12288.0,3804024.0,1087110.0,0.0,0.0,9325.0,46905.0
4.082,1.020,93.878,0.0,0.0,1.020,0.0,0.0,287397.0,61677.0,0.0,0.0,614.0,3739.0
41.584,24.752,21.782,0.0,0.0,11.881,0.0,16384.0,3540224.0,1071022.0,0.0,0.0,8083.0,38170.0
50.505,31.313,0.0,0.0,0.0,18.182,0.0,0.0,3776553.0,1083765.0,0.0,0.0,9175.0,47335.0
50.495,30.693,0.0,0.0,0.0,18.812,0.0,0.0,3863484.0,1183805.0,0.0,0.0,9448.0,46675.0
55.556,27.273,0.0,0.0,0.0,17.172,0.0,12288.0,3529569.0,1183205.0,0.0,0.0,8791.0,45404.0
51.485,30.693,0.0,0.0,0.0,17.822,0.0,0.0,3589973.0,1378596.0,0.0,0.0,8747.0,45439.0
56.566,30.303,0.0,0.0,0.0,13.131,0.0,0.0,3575680.0,1585803.0,0.0,0.0,8825.0,45407.0
59.406,25.743,0.0,0.0,0.0,14.851,0.0,0.0,3604634.0,1466723.0,0.0,0.0,8903.0,44794.0
