"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -C total --output c256.csv",,,,"Date:","22 May 2018 16:38:05 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
4.589,2.367,91.895,0.007,0.0,1.143,18377.700,860.242,0.0,0.0,0.0,0.0,502.530,2497.189
0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,240.0,824.0,0.0,0.0,41.0,85.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,432.0,0.0,0.0,39.0,66.0
0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,60.0,420.0,0.0,0.0,35.0,66.0
51.0,20.0,21.0,0.0,0.0,8.0,0.0,0.0,2060777.0,675483.0,0.0,0.0,4820.0,21564.0
58.586,27.273,0.0,0.0,0.0,14.141,0.0,0.0,2874415.0,852046.0,0.0,0.0,5991.0,30071.0
62.0,28.0,0.0,0.0,0.0,10.0,0.0,28672.0,2637214.0,856709.0,0.0,0.0,6223.0,30406.0
67.0,21.0,0.0,0.0,0.0,12.0,0.0,0.0,2656822.0,840067.0,0.0,0.0,6072.0,29354.0
59.0,28.0,0.0,0.0,0.0,13.0,0.0,0.0,2711316.0,896144.0,0.0,0.0,6462.0,30989.0
55.446,32.673,0.0,0.0,0.0,11.881,0.0,0.0,2608660.0,891279.0,0.0,0.0,6482.0,32485.0
63.636,26.263,0.0,0.0,0.0,10.101,0.0,0.0,2492840.0,865582.0,0.0,0.0,6329.0,31841.0
63.0,24.0,0.0,0.0,0.0,13.0,0.0,12288.0,2565028.0,900368.0,0.0,0.0,6532.0,33349.0
61.386,28.713,0.0,0.0,0.0,9.901,0.0,0.0,2861500.0,959638.0,0.0,0.0,6633.0,32119.0
60.0,24.0,0.0,0.0,0.0,16.0,0.0,0.0,2855605.0,986528.0,0.0,0.0,7082.0,34716.0
57.576,27.273,0.0,0.0,0.0,15.152,0.0,0.0,2816994.0,955214.0,0.0,0.0,6949.0,33493.0
57.426,27.723,0.0,0.0,0.0,14.851,0.0,0.0,2934226.0,1006992.0,0.0,0.0,7360.0,35619.0
52.525,34.343,0.0,0.0,0.0,13.131,0.0,12288.0,2913476.0,995872.0,0.0,0.0,6902.0,33920.0
58.0,27.0,0.0,0.0,0.0,15.0,0.0,0.0,2853897.0,979026.0,0.0,0.0,6872.0,33224.0
58.416,29.703,0.0,0.0,0.0,11.881,0.0,0.0,2658444.0,933827.0,0.0,0.0,6486.0,32295.0
56.566,30.303,0.0,0.0,0.0,13.131,0.0,0.0,3254651.0,1107155.0,0.0,0.0,7361.0,35380.0
49.0,33.0,0.0,0.0,0.0,18.0,0.0,0.0,3048715.0,1075757.0,0.0,0.0,7450.0,36684.0
54.0,32.0,0.0,0.0,0.0,14.0,0.0,12288.0,2939255.0,929725.0,0.0,0.0,7403.0,36479.0
51.0,34.0,0.0,0.0,0.0,15.0,0.0,0.0,3086748.0,1168688.0,0.0,0.0,7598.0,36670.0
53.0,33.0,0.0,0.0,0.0,14.0,0.0,0.0,2962284.0,1022237.0,0.0,0.0,7293.0,35815.0
54.455,31.683,0.0,0.0,0.0,13.861,0.0,0.0,2745706.0,949582.0,0.0,0.0,6414.0,32852.0
