"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c64.csv",,,,"Date:","20 Jun 2018 01:12:34 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
20-06 01:12:34,0.0,0.0,0.038,199102464.0,161210368.0,684847104.0,1052221440.0,0.0,0.0,162.691,2436.982,54.985,67.244,0.050,0.085,99.798,0.001,0.0,0.066,0.0,0.0,0.009,0.081,0.010,0.160,0.150,
20-06 01:12:35,0.0,0.0,0.0,199102464.0,161210368.0,684847104.0,1052221440.0,0.0,0.0,0.0,0.0,16.0,38.0,0.0,0.0,100.0,0.0,0.0,0.0,662.0,1362.0,0.0,0.0,0.010,0.160,0.150,
20-06 01:12:36,1.0,0.0,1.0,200589312.0,161210368.0,684847104.0,1050734592.0,0.0,0.0,0.0,0.0,3967.0,4203.0,0.990,6.931,86.139,0.0,0.0,5.941,548102.0,1910368.0,0.0,0.0,0.010,0.150,0.150,
20-06 01:12:37,1.0,0.0,0.0,200536064.0,161210368.0,684847104.0,1050787840.0,0.0,0.0,0.0,0.0,13585.0,15043.0,4.902,17.647,60.784,0.0,0.0,16.667,1850628.0,6218462.0,0.0,0.0,0.010,0.150,0.150,
20-06 01:12:38,1.0,0.0,0.0,200794112.0,161210368.0,684847104.0,1050529792.0,0.0,0.0,0.0,0.0,13302.0,14895.0,3.093,16.495,59.794,0.0,0.0,20.619,1907730.0,6415668.0,0.0,0.0,0.010,0.150,0.150,
20-06 01:12:39,1.0,0.0,0.0,200826880.0,161210368.0,684847104.0,1050497024.0,0.0,0.0,0.0,0.0,12753.0,14649.0,4.124,16.495,64.948,0.0,0.0,14.433,1757014.0,5905652.0,0.0,0.0,0.010,0.150,0.150,
20-06 01:12:40,1.0,0.0,0.0,200888320.0,161210368.0,684847104.0,1050435584.0,0.0,0.0,0.0,32768.0,12686.0,14483.0,3.922,15.686,60.784,0.0,0.0,19.608,1763076.0,5929128.0,0.0,2.0,0.010,0.150,0.150,
20-06 01:12:41,1.0,0.0,0.0,201019392.0,161210368.0,684847104.0,1050304512.0,0.0,0.0,0.0,0.0,13039.0,15033.0,2.913,16.505,61.165,0.0,0.0,19.417,1732780.0,5821916.0,0.0,0.0,0.010,0.150,0.150,
20-06 01:12:42,1.0,0.0,0.0,201244672.0,161210368.0,684847104.0,1050079232.0,0.0,0.0,0.0,0.0,13670.0,15383.0,3.883,20.388,58.252,0.0,0.0,17.476,1910310.0,6422520.0,0.0,0.0,0.010,0.150,0.150,
20-06 01:12:43,1.0,0.0,0.0,201244672.0,161210368.0,684847104.0,1050079232.0,0.0,0.0,0.0,0.0,13781.0,15662.0,2.0,20.0,59.0,0.0,0.0,19.0,1981757.0,6661780.0,0.0,0.0,0.010,0.150,0.150,
20-06 01:12:44,1.0,0.0,0.0,201469952.0,161210368.0,684847104.0,1049853952.0,0.0,0.0,0.0,0.0,13596.0,15139.0,4.0,20.0,58.0,0.0,0.0,18.0,2004532.0,6736852.0,0.0,0.0,0.010,0.150,0.150,
20-06 01:12:45,1.0,0.0,0.0,201564160.0,161210368.0,684847104.0,1049759744.0,0.0,0.0,0.0,12288.0,13289.0,14694.0,3.960,17.822,56.436,0.0,0.0,21.782,2013235.0,6770956.0,0.0,2.0,0.010,0.150,0.150,
20-06 01:12:46,1.0,0.0,0.0,201625600.0,161210368.0,684847104.0,1049698304.0,0.0,0.0,0.0,0.0,13007.0,14423.0,4.082,19.388,57.143,0.0,0.0,19.388,2069917.0,6955628.0,0.0,0.0,0.090,0.160,0.150,
20-06 01:12:47,1.0,0.0,0.0,201887744.0,161210368.0,684847104.0,1049436160.0,0.0,0.0,0.0,0.0,13197.0,15073.0,2.941,16.667,60.784,0.0,0.0,19.608,1847504.0,6210594.0,0.0,0.0,0.090,0.160,0.150,
20-06 01:12:48,1.0,0.0,0.0,201981952.0,161210368.0,684847104.0,1049341952.0,0.0,0.0,0.0,0.0,13209.0,14820.0,3.922,17.647,58.824,0.0,0.0,19.608,1916439.0,6446864.0,0.0,0.0,0.090,0.160,0.150,
20-06 01:12:49,1.0,0.0,0.0,201977856.0,161210368.0,684847104.0,1049346048.0,0.0,0.0,0.0,0.0,13759.0,15272.0,3.061,18.367,57.143,0.0,0.0,21.429,2061399.0,6930528.0,0.0,0.0,0.090,0.160,0.150,
20-06 01:12:50,1.0,0.0,0.0,202104832.0,161210368.0,684847104.0,1049219072.0,0.0,0.0,0.0,12288.0,13276.0,15466.0,3.125,16.667,63.542,0.0,0.0,16.667,1783913.0,5994898.0,0.0,2.0,0.090,0.160,0.150,
20-06 01:12:51,1.0,0.0,0.0,202395648.0,161210368.0,684847104.0,1048928256.0,0.0,0.0,0.0,0.0,13568.0,15563.0,3.922,21.569,58.824,0.0,0.0,15.686,1884243.0,6337922.0,0.0,0.0,0.160,0.180,0.160,
20-06 01:12:52,1.0,0.0,0.0,202489856.0,161210368.0,684847104.0,1048834048.0,0.0,0.0,0.0,0.0,12182.0,14213.0,3.960,19.802,65.347,0.0,0.0,10.891,1661844.0,5588036.0,0.0,0.0,0.160,0.180,0.160,
20-06 01:12:53,1.0,0.0,0.0,202485760.0,161210368.0,684851200.0,1048834048.0,0.0,0.0,0.0,0.0,9261.0,10623.0,3.061,12.245,74.490,0.0,0.0,10.204,1309448.0,4403684.0,0.0,0.0,0.160,0.180,0.160,
20-06 01:12:54,1.0,0.0,0.0,202547200.0,161210368.0,684851200.0,1048772608.0,0.0,0.0,0.0,0.0,13169.0,14867.0,2.970,16.832,59.406,0.0,0.0,20.792,1886602.0,6340438.0,0.0,0.0,0.160,0.180,0.160,
20-06 01:12:55,1.0,0.0,0.0,202739712.0,161210368.0,684851200.0,1048580096.0,0.0,0.0,0.0,12288.0,13475.0,15108.0,3.922,20.588,58.824,0.0,0.0,16.667,1909931.0,6417936.0,0.0,2.0,0.160,0.180,0.160,
20-06 01:12:56,1.0,0.0,0.0,202768384.0,161210368.0,684851200.0,1048551424.0,0.0,0.0,0.0,0.0,12780.0,14623.0,3.922,18.627,58.824,0.0,0.0,18.627,1766515.0,5937172.0,0.0,0.0,0.150,0.170,0.160,
20-06 01:12:57,1.0,0.0,0.0,202928128.0,161210368.0,684851200.0,1048391680.0,0.0,0.0,0.0,0.0,13054.0,15170.0,2.830,17.925,57.547,0.0,0.0,21.698,1783518.0,6003478.0,0.0,0.0,0.150,0.170,0.160,
20-06 01:12:58,1.0,0.0,0.0,203087872.0,161210368.0,684851200.0,1048231936.0,0.0,0.0,0.0,0.0,13650.0,15678.0,2.062,18.557,60.825,0.0,0.0,18.557,1889511.0,6350768.0,0.0,0.0,0.150,0.170,0.160,
20-06 01:12:59,1.0,0.0,0.0,203165696.0,161210368.0,684851200.0,1048154112.0,0.0,0.0,0.0,0.0,13459.0,15072.0,5.882,17.647,54.902,0.0,0.0,21.569,2039840.0,6855880.0,0.0,0.0,0.150,0.170,0.160,
20-06 01:13:00,1.0,0.0,0.0,203292672.0,161210368.0,684851200.0,1048027136.0,0.0,0.0,0.0,12288.0,13341.0,15170.0,0.971,19.417,58.252,0.0,0.0,21.359,2000040.0,6726008.0,0.0,2.0,0.150,0.170,0.160,
20-06 01:13:01,1.0,0.0,0.0,203419648.0,161210368.0,684851200.0,1047900160.0,0.0,0.0,0.0,0.0,13692.0,15633.0,4.808,18.269,55.769,0.0,0.0,21.154,1932390.0,6494902.0,0.0,0.0,0.130,0.170,0.150,
20-06 01:13:02,1.0,0.0,0.0,203677696.0,161210368.0,684851200.0,1047642112.0,0.0,0.0,0.0,0.0,12869.0,14620.0,2.0,16.0,62.0,0.0,0.0,20.0,1816164.0,6104888.0,0.0,0.0,0.130,0.170,0.150,
20-06 01:13:03,2.0,0.0,1.0,204656640.0,161210368.0,684851200.0,1046663168.0,0.0,0.0,0.0,0.0,13333.0,15076.0,2.970,19.802,59.406,0.0,0.0,17.822,1926243.0,6442170.0,0.0,0.0,0.130,0.170,0.150,
20-06 01:13:04,1.0,0.0,1.0,204312576.0,161210368.0,684851200.0,1047007232.0,0.0,0.0,0.0,4096.0,12537.0,14379.0,3.0,17.0,62.0,0.0,0.0,18.0,1711963.0,5789457.0,0.0,1.0,0.130,0.170,0.150,
20-06 01:13:05,1.0,0.0,0.0,204279808.0,161210368.0,684851200.0,1047040000.0,0.0,0.0,0.0,16384.0,13053.0,15007.0,1.923,16.346,59.615,0.0,0.0,22.115,1773576.0,5963908.0,0.0,2.0,0.130,0.170,0.150,
20-06 01:13:06,1.0,0.0,0.0,204247040.0,161210368.0,684851200.0,1047072768.0,0.0,0.0,0.0,0.0,13970.0,15586.0,2.041,19.388,57.143,0.0,0.0,21.429,2094552.0,7038174.0,0.0,0.0,0.120,0.170,0.150,
