"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c16.csv",,,,"Date:","20 Jun 2018 00:58:56 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
20-06 00:58:56,0.0,0.0,0.038,206282752.0,161210368.0,684773376.0,1045114880.0,0.0,0.0,162.746,2436.865,51.957,63.833,0.049,0.081,99.807,0.001,0.0,0.062,0.0,0.0,0.009,0.081,0.090,0.130,0.090,
20-06 00:58:57,0.0,0.0,0.0,206278656.0,161210368.0,684777472.0,1045114880.0,0.0,0.0,0.0,0.0,18.0,40.0,0.0,0.0,100.0,0.0,0.0,0.0,180.0,502.0,0.0,0.0,0.090,0.130,0.090,
20-06 00:58:58,0.0,0.0,0.0,206278656.0,161210368.0,684777472.0,1045114880.0,0.0,0.0,0.0,0.0,15.0,24.0,0.0,0.0,100.0,0.0,0.0,0.0,886.0,1430.0,0.0,0.0,0.090,0.130,0.090,
20-06 00:58:59,1.0,0.0,1.0,206970880.0,161210368.0,684777472.0,1044422656.0,0.0,0.0,0.0,0.0,10664.0,11665.0,3.030,12.121,68.687,0.0,0.0,16.162,1443355.0,4861832.0,0.0,0.0,0.090,0.130,0.090,
20-06 00:59:00,1.0,0.0,0.0,207196160.0,161210368.0,684777472.0,1044197376.0,0.0,0.0,0.0,0.0,14863.0,16622.0,5.208,18.750,59.375,0.0,0.0,16.667,1997332.0,6714712.0,0.0,0.0,0.080,0.130,0.090,
20-06 00:59:01,1.0,0.0,0.0,207224832.0,161210368.0,684777472.0,1044168704.0,0.0,0.0,0.0,0.0,14305.0,15904.0,5.941,18.812,56.436,0.0,0.0,18.812,1954701.0,6570588.0,0.0,0.0,0.080,0.130,0.090,
20-06 00:59:02,1.0,0.0,0.0,207450112.0,161210368.0,684777472.0,1043943424.0,0.0,0.0,0.0,28672.0,14408.0,16212.0,3.846,22.115,55.769,0.0,0.0,18.269,1949648.0,6551980.0,0.0,2.0,0.080,0.130,0.090,
20-06 00:59:03,1.0,0.0,0.0,207544320.0,161210368.0,684777472.0,1043849216.0,0.0,0.0,0.0,0.0,13953.0,15583.0,2.020,19.192,58.586,0.0,0.0,20.202,1942198.0,6533468.0,0.0,0.0,0.080,0.130,0.090,
20-06 00:59:04,1.0,0.0,2.0,204750848.0,161210368.0,684748800.0,1046671360.0,0.0,0.0,0.0,0.0,13893.0,14866.0,5.556,22.222,50.0,0.0,0.0,22.222,2077149.0,6983240.0,0.0,0.0,0.080,0.130,0.090,
20-06 00:59:05,1.0,0.0,0.0,204718080.0,161210368.0,684748800.0,1046704128.0,0.0,0.0,0.0,0.0,13411.0,14729.0,3.0,20.0,58.0,0.0,0.0,19.0,1905917.0,6403972.0,0.0,0.0,0.080,0.130,0.090,
20-06 00:59:06,1.0,0.0,0.0,204718080.0,161210368.0,684748800.0,1046704128.0,0.0,0.0,0.0,0.0,13148.0,14691.0,4.902,16.667,58.824,0.0,0.0,19.608,1880783.0,6321422.0,0.0,0.0,0.080,0.130,0.090,
20-06 00:59:07,1.0,0.0,0.0,204722176.0,161210368.0,684748800.0,1046700032.0,0.0,0.0,0.0,24576.0,12953.0,14356.0,6.796,15.534,59.223,0.0,0.0,18.447,1786104.0,6003340.0,0.0,2.0,0.080,0.130,0.090,
20-06 00:59:08,1.0,0.0,0.0,204623872.0,161210368.0,684748800.0,1046798336.0,0.0,0.0,0.0,0.0,12734.0,13859.0,2.020,17.172,61.616,0.0,0.0,19.192,1777674.0,5977632.0,0.0,0.0,0.080,0.130,0.090,
20-06 00:59:09,1.0,0.0,0.0,204816384.0,161210368.0,684748800.0,1046605824.0,0.0,0.0,0.0,0.0,13478.0,14953.0,3.704,22.222,57.407,0.0,0.0,16.667,1822047.0,6126838.0,0.0,0.0,0.080,0.130,0.090,
20-06 00:59:10,1.0,0.0,0.0,204976128.0,161210368.0,684748800.0,1046446080.0,0.0,0.0,0.0,0.0,13905.0,15437.0,5.0,19.0,58.0,0.0,0.0,18.0,1910596.0,6419892.0,0.0,0.0,0.070,0.130,0.090,
20-06 00:59:11,1.0,0.0,0.0,205004800.0,161210368.0,684748800.0,1046417408.0,0.0,0.0,0.0,0.0,15560.0,16812.0,2.0,25.0,54.0,0.0,0.0,19.0,2189794.0,7360560.0,0.0,0.0,0.070,0.130,0.090,
20-06 00:59:12,1.0,0.0,0.0,205099008.0,161210368.0,684748800.0,1046323200.0,0.0,0.0,0.0,12288.0,13939.0,15022.0,2.128,18.085,61.702,0.0,0.0,18.085,1890879.0,6357508.0,0.0,2.0,0.070,0.130,0.090,
20-06 00:59:13,1.0,0.0,0.0,205324288.0,161210368.0,684748800.0,1046097920.0,0.0,0.0,0.0,0.0,13329.0,14905.0,3.960,15.842,61.386,0.0,0.0,18.812,1751323.0,5889490.0,0.0,0.0,0.070,0.130,0.090,
20-06 00:59:14,1.0,0.0,0.0,205516800.0,161210368.0,684748800.0,1045905408.0,0.0,0.0,0.0,0.0,13313.0,14851.0,2.222,13.333,70.0,0.0,0.0,14.444,1740373.0,5849384.0,0.0,0.0,0.070,0.130,0.090,
20-06 00:59:15,1.0,0.0,0.0,205385728.0,161210368.0,684748800.0,1046036480.0,0.0,0.0,0.0,0.0,12363.0,13998.0,2.020,17.172,63.636,0.0,0.0,17.172,1627216.0,5467456.0,0.0,0.0,0.070,0.120,0.090,
20-06 00:59:16,1.0,0.0,0.0,205475840.0,161210368.0,684752896.0,1045942272.0,0.0,0.0,0.0,0.0,12480.0,14223.0,2.941,15.686,63.725,0.0,0.0,17.647,1624257.0,5465004.0,0.0,0.0,0.070,0.120,0.090,
20-06 00:59:17,1.0,0.0,0.0,205668352.0,161210368.0,684752896.0,1045749760.0,0.0,0.0,0.0,12288.0,13036.0,14478.0,4.082,15.306,62.245,0.0,0.0,18.367,1770691.0,5952398.0,0.0,2.0,0.070,0.120,0.090,
20-06 00:59:18,1.0,0.0,0.0,205893632.0,161210368.0,684752896.0,1045524480.0,0.0,0.0,0.0,0.0,13694.0,15159.0,3.158,17.895,61.053,0.0,0.0,17.895,1940989.0,6519234.0,0.0,0.0,0.070,0.120,0.090,
20-06 00:59:19,1.0,0.0,0.0,205889536.0,161210368.0,684752896.0,1045528576.0,0.0,0.0,0.0,0.0,13192.0,14653.0,0.962,18.269,56.731,0.0,0.0,24.038,1805650.0,6074374.0,0.0,0.0,0.070,0.120,0.090,
20-06 00:59:20,1.0,0.0,0.0,205955072.0,161210368.0,684752896.0,1045463040.0,0.0,0.0,0.0,0.0,13467.0,14932.0,4.950,16.832,60.396,0.0,0.0,17.822,1811594.0,6089426.0,0.0,0.0,0.060,0.120,0.090,
20-06 00:59:21,1.0,0.0,0.0,206188544.0,161210368.0,684752896.0,1045229568.0,0.0,0.0,0.0,0.0,13011.0,14660.0,5.882,16.667,59.804,0.0,0.0,17.647,1739949.0,5848926.0,0.0,0.0,0.060,0.120,0.090,
20-06 00:59:22,1.0,0.0,0.0,206315520.0,161210368.0,684752896.0,1045102592.0,0.0,0.0,0.0,45056.0,13052.0,14686.0,2.083,14.583,64.583,0.0,0.0,18.750,1741585.0,5855698.0,0.0,10.0,0.060,0.120,0.090,
20-06 00:59:23,1.0,0.0,0.0,206315520.0,161210368.0,684752896.0,1045102592.0,0.0,0.0,0.0,0.0,12885.0,14566.0,2.0,19.0,63.0,0.0,0.0,16.0,1731064.0,5822834.0,0.0,0.0,0.060,0.120,0.090,
20-06 00:59:24,1.0,0.0,0.0,206508032.0,161210368.0,684752896.0,1044910080.0,0.0,0.0,0.0,0.0,13070.0,14842.0,4.040,18.182,61.616,0.0,0.0,16.162,1729253.0,5811308.0,0.0,0.0,0.060,0.120,0.090,
20-06 00:59:25,1.0,0.0,0.0,206667776.0,161210368.0,684752896.0,1044750336.0,0.0,0.0,0.0,0.0,12803.0,14732.0,4.124,16.495,64.948,0.0,0.0,14.433,1700536.0,5715128.0,0.0,0.0,0.060,0.120,0.090,
20-06 00:59:26,1.0,0.0,0.0,206794752.0,161210368.0,684752896.0,1044623360.0,0.0,0.0,0.0,0.0,12175.0,13917.0,6.061,12.121,64.646,0.0,0.0,17.172,1627772.0,5471012.0,0.0,0.0,0.060,0.120,0.090,
20-06 00:59:27,0.0,0.0,0.0,206823424.0,161210368.0,684752896.0,1044594688.0,0.0,0.0,0.0,20480.0,13337.0,15189.0,2.0,20.0,62.0,0.0,0.0,16.0,1762221.0,5929068.0,0.0,3.0,0.060,0.120,0.090,
