"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c512.csv",,,,"Date:","20 Jun 2018 01:28:29 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
20-06 01:28:29,0.0,0.0,0.344,217079808.0,20385792.0,147558400.0,1712218112.0,0.0,0.0,29438.755,350796.339,17015.141,43913.935,19.855,18.617,61.430,0.095,0.0,0.003,17.989,15.058,54.931,0.009,0.0,12.013,0.0,0.0,1.413,1.514,1.740,2.0,1.910,
20-06 01:28:30,0.0,0.0,0.0,217071616.0,20385792.0,147566592.0,1712218112.0,0.0,0.0,0.0,0.0,50.0,92.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,240.0,1218.0,0.0,0.0,1.600,1.970,1.900,
20-06 01:28:31,0.0,0.0,0.0,217063424.0,20385792.0,147566592.0,1712226304.0,0.0,0.0,0.0,0.0,39.0,72.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,628.0,0.0,0.0,1.600,1.970,1.900,
20-06 01:28:32,0.0,0.0,0.0,217063424.0,20385792.0,147566592.0,1712226304.0,0.0,0.0,0.0,0.0,37.0,66.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,0.0,1.600,1.970,1.900,
20-06 01:28:33,0.0,0.0,0.0,217063424.0,20385792.0,147566592.0,1712226304.0,0.0,0.0,0.0,0.0,35.0,64.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,0.0,1.600,1.970,1.900,
20-06 01:28:34,0.0,0.0,0.0,217063424.0,20385792.0,147566592.0,1712226304.0,0.0,0.0,0.0,0.0,37.0,69.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,0.0,1.600,1.970,1.900,
20-06 01:28:35,0.0,0.0,0.0,217055232.0,20393984.0,147566592.0,1712226304.0,0.0,0.0,0.0,28672.0,42.0,83.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,99.010,0.990,0.0,0.0,60.0,548.0,0.0,2.0,1.470,1.940,1.890,
20-06 01:28:36,0.0,0.0,0.0,217055232.0,20393984.0,147566592.0,1712226304.0,0.0,0.0,0.0,0.0,38.0,68.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,0.0,1.470,1.940,1.890,
20-06 01:28:37,0.0,0.0,0.0,217055232.0,20393984.0,147566592.0,1712226304.0,0.0,0.0,0.0,0.0,35.0,64.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,564.0,0.0,0.0,1.470,1.940,1.890,
20-06 01:28:38,0.0,0.0,0.0,217055232.0,20393984.0,147566592.0,1712226304.0,0.0,0.0,0.0,0.0,35.0,64.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,0.0,1.470,1.940,1.890,
20-06 01:28:39,0.0,0.0,0.0,217055232.0,20393984.0,147566592.0,1712226304.0,0.0,0.0,0.0,0.0,84.0,164.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,0.0,1.470,1.940,1.890,
20-06 01:28:40,0.0,0.0,0.0,217047040.0,20402176.0,147566592.0,1712226304.0,0.0,0.0,0.0,20480.0,45.0,81.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,4.0,1.360,1.910,1.880,
20-06 01:28:41,0.0,0.0,0.0,217047040.0,20402176.0,147566592.0,1712226304.0,0.0,0.0,0.0,0.0,36.0,66.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,0.0,1.360,1.910,1.880,
20-06 01:28:42,3.0,0.0,0.0,232587264.0,20402176.0,147566592.0,1696686080.0,0.0,0.0,0.0,0.0,29935.0,93155.0,45.361,31.959,22.680,0.0,0.0,0.0,23.762,27.723,19.802,0.0,0.0,28.713,7491400.0,2714674.0,0.0,0.0,1.360,1.910,1.880,
20-06 01:28:43,2.0,0.0,0.0,247627776.0,20402176.0,147566592.0,1681645568.0,0.0,0.0,0.0,0.0,30258.0,93201.0,45.833,37.500,16.667,0.0,0.0,0.0,29.897,30.928,12.371,0.0,0.0,26.804,7194158.0,2954468.0,0.0,0.0,1.360,1.910,1.880,
