"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c128.csv",,,,"Date:","19 Jun 2018 23:59:31 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
19-06 23:59:31,0.0,0.0,9.228,113213440.0,11796480.0,145457152.0,1826775040.0,0.0,0.0,890184.908,10590236.778,165.551,287.121,0.927,2.470,93.801,2.803,0.0,0.0,1.203,1.591,97.018,0.188,0.0,0.0,0.0,0.0,42.034,29.409,0.010,0.020,0.0,
19-06 23:59:32,0.0,0.0,0.0,113246208.0,11796480.0,145416192.0,1826783232.0,0.0,0.0,0.0,0.0,45.0,89.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,120.0,1564.0,0.0,0.0,0.010,0.020,0.0,
19-06 23:59:33,0.0,0.0,0.0,113364992.0,11804672.0,145416192.0,1826656256.0,0.0,0.0,0.0,28672.0,43.0,76.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,260.0,0.0,2.0,0.010,0.020,0.0,
19-06 23:59:34,0.0,0.0,0.0,113364992.0,11804672.0,145416192.0,1826656256.0,0.0,0.0,0.0,0.0,44.0,76.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,182.0,1022.0,0.0,0.0,0.010,0.020,0.0,
19-06 23:59:35,0.0,0.0,0.0,113364992.0,11804672.0,145416192.0,1826656256.0,0.0,0.0,0.0,0.0,41.0,72.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,182.0,602.0,0.0,0.0,0.010,0.020,0.0,
19-06 23:59:36,0.0,0.0,0.0,113364992.0,11804672.0,145416192.0,1826656256.0,0.0,0.0,0.0,0.0,38.0,66.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,144.0,0.0,0.0,0.010,0.020,0.0,
19-06 23:59:37,0.0,0.0,0.0,113364992.0,11804672.0,145416192.0,1826656256.0,0.0,0.0,0.0,16384.0,39.0,66.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,60.0,548.0,0.0,4.0,0.010,0.020,0.0,
19-06 23:59:38,0.0,0.0,2.0,114032640.0,11804672.0,145416192.0,1825988608.0,0.0,0.0,0.0,0.0,114.0,174.0,1.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2161.0,3779.0,0.0,0.0,0.010,0.020,0.0,
19-06 23:59:39,0.0,0.0,0.0,113999872.0,11812864.0,145416192.0,1826013184.0,0.0,0.0,0.0,20480.0,50.0,89.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,60.0,156.0,0.0,2.0,0.010,0.020,0.0,
19-06 23:59:40,0.0,0.0,0.0,113999872.0,11812864.0,145416192.0,1826013184.0,0.0,0.0,0.0,0.0,39.0,68.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,0.0,0.010,0.020,0.0,
19-06 23:59:41,0.0,0.0,0.0,113999872.0,11812864.0,145416192.0,1826013184.0,0.0,0.0,0.0,0.0,36.0,64.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,60.0,564.0,0.0,0.0,0.010,0.020,0.0,
19-06 23:59:42,0.0,0.0,0.0,113999872.0,11812864.0,145416192.0,1826013184.0,0.0,0.0,0.0,0.0,38.0,68.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,182.0,1006.0,0.0,0.0,0.010,0.020,0.0,
19-06 23:59:43,0.0,0.0,0.0,113999872.0,11812864.0,145416192.0,1826013184.0,0.0,0.0,0.0,0.0,41.0,74.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,182.0,602.0,0.0,0.0,0.010,0.020,0.0,
19-06 23:59:44,0.0,0.0,0.0,113999872.0,11812864.0,145416192.0,1826013184.0,0.0,0.0,0.0,0.0,42.0,75.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,182.0,602.0,0.0,0.0,0.010,0.020,0.0,
19-06 23:59:45,0.0,0.0,0.0,113991680.0,11821056.0,145416192.0,1826013184.0,0.0,0.0,0.0,12288.0,43.0,74.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,182.0,602.0,0.0,2.0,0.010,0.020,0.0,
19-06 23:59:46,0.0,0.0,0.0,113991680.0,11821056.0,145416192.0,1826013184.0,0.0,0.0,0.0,0.0,37.0,66.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,182.0,618.0,0.0,0.0,0.010,0.020,0.0,
19-06 23:59:47,0.0,0.0,0.0,113991680.0,11821056.0,145416192.0,1826013184.0,0.0,0.0,0.0,0.0,39.0,70.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,182.0,602.0,0.0,0.0,0.010,0.020,0.0,
