"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c32.csv",,,,"Date:","30 May 2018 18:44:05 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
30-05 18:44:05,0.0,0.0,0.039,126447616.0,118284288.0,375828480.0,1476820992.0,0.0,0.0,537.750,2200.605,49.827,63.636,0.049,0.085,99.803,0.001,0.0,0.063,0.0,0.0,0.031,0.074,0.080,0.140,0.130,
30-05 18:44:06,1.0,0.0,1.0,126722048.0,118284288.0,375832576.0,1476542464.0,0.0,0.0,0.0,0.0,17.0,51.0,0.0,0.0,100.0,0.0,0.0,0.0,330.0,1588.0,0.0,0.0,0.080,0.140,0.130,
30-05 18:44:07,0.0,0.0,0.0,127488000.0,118284288.0,375832576.0,1475776512.0,0.0,0.0,0.0,0.0,8500.0,9259.0,1.961,16.667,65.686,0.0,0.0,15.686,1104098.0,3740129.0,0.0,0.0,0.080,0.140,0.130,
30-05 18:44:08,1.0,0.0,0.0,127455232.0,118284288.0,375832576.0,1475809280.0,0.0,0.0,0.0,0.0,8506.0,9878.0,2.062,15.464,70.103,0.0,0.0,12.371,1065547.0,3578503.0,0.0,0.0,0.080,0.140,0.130,
30-05 18:44:09,1.0,0.0,0.0,127614976.0,118284288.0,375832576.0,1475649536.0,0.0,0.0,0.0,12288.0,7819.0,9139.0,2.0,14.0,71.0,0.0,0.0,13.0,988210.0,3319138.0,0.0,2.0,0.080,0.140,0.130,
30-05 18:44:10,1.0,0.0,0.0,127619072.0,118284288.0,375832576.0,1475645440.0,0.0,0.0,0.0,0.0,8693.0,10102.0,1.0,15.0,67.0,0.0,0.0,17.0,1097754.0,3694407.0,0.0,0.0,0.080,0.140,0.130,
30-05 18:44:11,0.0,0.0,0.0,127680512.0,118284288.0,375832576.0,1475584000.0,0.0,0.0,0.0,32768.0,8863.0,10261.0,3.030,12.121,68.687,0.0,0.0,16.162,1114266.0,3746839.0,0.0,2.0,0.070,0.140,0.130,
30-05 18:44:12,1.0,0.0,0.0,127746048.0,118284288.0,375832576.0,1475518464.0,0.0,0.0,0.0,0.0,8576.0,9997.0,2.041,16.327,69.388,0.0,0.0,12.245,1080013.0,3628426.0,0.0,0.0,0.070,0.140,0.130,
30-05 18:44:13,1.0,0.0,0.0,127807488.0,118284288.0,375832576.0,1475457024.0,0.0,0.0,0.0,0.0,8669.0,10104.0,1.980,12.871,67.327,0.0,0.0,17.822,1071753.0,3605361.0,0.0,0.0,0.070,0.140,0.130,
30-05 18:44:14,1.0,0.0,0.0,127811584.0,118284288.0,375832576.0,1475452928.0,0.0,0.0,0.0,20480.0,8811.0,10118.0,3.061,16.327,68.367,0.0,0.0,12.245,1125434.0,3781277.0,0.0,5.0,0.070,0.140,0.130,
30-05 18:44:15,1.0,0.0,0.0,127971328.0,118284288.0,375832576.0,1475293184.0,0.0,0.0,0.0,0.0,8694.0,10014.0,3.061,13.265,69.388,0.0,0.0,14.286,1094296.0,3678013.0,0.0,0.0,0.070,0.140,0.130,
30-05 18:44:16,1.0,0.0,0.0,128028672.0,118288384.0,375832576.0,1475231744.0,0.0,0.0,0.0,12288.0,8881.0,10274.0,1.887,18.868,63.208,0.0,0.0,16.038,1121968.0,3766268.0,0.0,2.0,0.140,0.150,0.130,
30-05 18:44:17,1.0,0.0,0.0,127930368.0,118288384.0,375832576.0,1475330048.0,0.0,0.0,0.0,0.0,8936.0,10198.0,0.0,17.172,67.677,0.0,0.0,15.152,1118452.0,3749288.0,0.0,0.0,0.140,0.150,0.130,
30-05 18:44:18,1.0,0.0,0.0,128155648.0,118288384.0,375832576.0,1475104768.0,0.0,0.0,0.0,0.0,8690.0,10019.0,2.083,15.625,68.750,0.0,0.0,13.542,1110726.0,3727782.0,0.0,0.0,0.140,0.150,0.130,
30-05 18:44:19,1.0,0.0,0.0,128057344.0,118288384.0,375832576.0,1475203072.0,0.0,0.0,0.0,0.0,8525.0,9798.0,4.082,15.306,68.367,0.0,0.0,12.245,1087315.0,3653939.0,0.0,0.0,0.140,0.150,0.130,
30-05 18:44:20,0.0,0.0,0.0,128348160.0,118288384.0,375832576.0,1474912256.0,0.0,0.0,0.0,0.0,8417.0,9893.0,4.082,12.245,68.367,0.0,0.0,15.306,1072364.0,3605947.0,0.0,0.0,0.140,0.150,0.130,
30-05 18:44:21,1.0,0.0,0.0,128225280.0,118288384.0,375832576.0,1475035136.0,0.0,0.0,0.0,12288.0,8644.0,10010.0,1.053,10.526,70.526,0.0,0.0,17.895,1095244.0,3677997.0,0.0,2.0,0.130,0.150,0.130,
30-05 18:44:22,1.0,0.0,0.0,128450560.0,118288384.0,375832576.0,1474809856.0,0.0,0.0,0.0,0.0,8701.0,10265.0,3.093,15.464,70.103,0.0,0.0,11.340,1079139.0,3625062.0,0.0,0.0,0.130,0.150,0.130,
30-05 18:44:23,1.0,0.0,0.0,128385024.0,118288384.0,375832576.0,1474875392.0,0.0,0.0,0.0,0.0,8543.0,9832.0,1.961,17.647,66.667,0.0,0.0,13.725,1064594.0,3579956.0,0.0,0.0,0.130,0.150,0.130,
30-05 18:44:24,1.0,0.0,0.0,128479232.0,118288384.0,375832576.0,1474781184.0,0.0,0.0,0.0,0.0,8563.0,9815.0,6.0,17.0,68.0,0.0,0.0,9.0,1083479.0,3643323.0,0.0,0.0,0.130,0.150,0.130,
30-05 18:44:25,1.0,0.0,0.0,128638976.0,118288384.0,375836672.0,1474617344.0,0.0,0.0,0.0,0.0,8195.0,9571.0,2.083,15.625,71.875,0.0,0.0,10.417,1021277.0,3433246.0,0.0,0.0,0.130,0.150,0.130,
30-05 18:44:26,1.0,0.0,0.0,128634880.0,118288384.0,375836672.0,1474621440.0,0.0,0.0,0.0,12288.0,8673.0,9898.0,3.093,15.464,68.041,0.0,0.0,13.402,1108266.0,3724352.0,0.0,2.0,0.120,0.150,0.130,
30-05 18:44:27,1.0,0.0,2.0,130179072.0,118288384.0,375836672.0,1473077248.0,0.0,0.0,0.0,0.0,8291.0,9561.0,2.913,15.534,66.019,0.0,0.0,15.534,1053349.0,3534269.0,0.0,0.0,0.120,0.150,0.130,
