"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c8.csv",,,,"Date:","30 May 2018 18:26:01 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
30-05 18:26:01,0.0,0.0,0.039,127463424.0,118022144.0,375623680.0,1476272128.0,0.0,0.0,538.589,2199.015,37.636,48.889,0.045,0.065,99.846,0.001,0.0,0.043,0.0,0.0,0.031,0.073,0.040,0.090,0.080,
30-05 18:26:02,1.0,0.0,0.0,127361024.0,118022144.0,375627776.0,1476370432.0,0.0,0.0,0.0,0.0,7807.0,9601.0,3.125,13.542,73.958,0.0,0.0,9.375,915984.0,3077307.0,0.0,0.0,0.040,0.090,0.080,
30-05 18:26:03,1.0,0.0,0.0,127295488.0,118022144.0,375627776.0,1476435968.0,0.0,0.0,0.0,0.0,7747.0,9510.0,3.960,12.871,71.287,0.0,0.0,11.881,901563.0,3031269.0,0.0,0.0,0.040,0.090,0.080,
30-05 18:26:04,1.0,0.0,0.0,127262720.0,118022144.0,375627776.0,1476468736.0,0.0,0.0,0.0,28672.0,8492.0,10356.0,3.0,13.0,70.0,0.0,0.0,14.0,993728.0,3338315.0,0.0,2.0,0.040,0.090,0.080,
30-05 18:26:05,1.0,0.0,0.0,127295488.0,118022144.0,375627776.0,1476435968.0,0.0,0.0,0.0,0.0,8479.0,10409.0,3.226,11.828,75.269,0.0,0.0,9.677,991519.0,3332494.0,0.0,0.0,0.040,0.090,0.080,
30-05 18:26:06,1.0,0.0,0.0,127488000.0,118022144.0,375627776.0,1476243456.0,0.0,0.0,0.0,0.0,8483.0,10268.0,3.810,11.429,66.667,0.0,0.0,18.095,988758.0,3322238.0,0.0,0.0,0.040,0.090,0.080,
30-05 18:26:07,0.0,0.0,0.0,127422464.0,118022144.0,375627776.0,1476308992.0,0.0,0.0,0.0,0.0,8038.0,9811.0,2.083,13.542,71.875,0.0,0.0,12.500,967461.0,3249900.0,0.0,0.0,0.040,0.090,0.080,
30-05 18:26:08,1.0,0.0,0.0,127524864.0,118022144.0,375627776.0,1476206592.0,0.0,0.0,0.0,4096.0,8253.0,10143.0,3.125,9.375,71.875,0.0,0.0,15.625,994439.0,3341225.0,0.0,1.0,0.040,0.090,0.080,
30-05 18:26:09,1.0,0.0,0.0,127688704.0,118022144.0,375627776.0,1476042752.0,0.0,0.0,0.0,20480.0,8758.0,10768.0,4.167,10.417,71.875,0.0,0.0,13.542,1035982.0,3483493.0,0.0,2.0,0.040,0.090,0.080,
30-05 18:26:10,1.0,0.0,0.0,127750144.0,118022144.0,375627776.0,1475981312.0,0.0,0.0,0.0,0.0,8782.0,10806.0,2.105,10.526,70.526,0.0,0.0,16.842,1059414.0,3555746.0,0.0,0.0,0.030,0.090,0.080,
30-05 18:26:11,1.0,0.0,0.0,127684608.0,118022144.0,375627776.0,1476046848.0,0.0,0.0,0.0,0.0,8533.0,10560.0,2.941,17.647,66.667,0.0,0.0,12.745,1034610.0,3481002.0,0.0,0.0,0.030,0.090,0.080,
30-05 18:26:12,1.0,0.0,0.0,127844352.0,118022144.0,375627776.0,1475887104.0,0.0,0.0,0.0,0.0,8530.0,10475.0,2.0,16.0,68.0,0.0,0.0,14.0,1015901.0,3413345.0,0.0,0.0,0.030,0.090,0.080,
30-05 18:26:13,1.0,0.0,0.0,127913984.0,118022144.0,375627776.0,1475817472.0,0.0,0.0,0.0,0.0,8415.0,10187.0,2.083,8.333,73.958,0.0,0.0,15.625,978744.0,3289511.0,0.0,0.0,0.030,0.090,0.080,
