"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c2.csv",,,,"Date:","30 May 2018 18:04:56 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
30-05 18:04:56,0.0,0.0,0.039,126435328.0,117768192.0,375414784.0,1477763072.0,0.0,0.0,539.571,2197.133,25.190,33.783,0.041,0.045,99.889,0.001,0.0,0.023,0.0,0.0,0.031,0.073,0.0,0.040,0.050,
30-05 18:04:57,0.0,0.0,0.0,126431232.0,117768192.0,375418880.0,1477763072.0,0.0,0.0,0.0,0.0,18.0,39.0,0.0,0.0,100.0,0.0,0.0,0.0,1626.0,1696.0,0.0,0.0,0.0,0.040,0.050,
30-05 18:04:58,0.0,0.0,1.0,126992384.0,117768192.0,375418880.0,1477201920.0,0.0,0.0,0.0,0.0,6663.0,7708.0,2.913,9.709,72.816,0.0,0.0,14.563,798091.0,2684759.0,0.0,0.0,0.0,0.040,0.050,
30-05 18:04:59,1.0,0.0,0.0,127217664.0,117768192.0,375418880.0,1476976640.0,0.0,0.0,0.0,0.0,8157.0,9467.0,1.961,16.667,67.647,0.0,0.0,13.725,987823.0,3323367.0,0.0,0.0,0.080,0.060,0.060,
30-05 18:05:00,0.0,0.0,0.0,127152128.0,117768192.0,375418880.0,1477042176.0,0.0,0.0,0.0,0.0,8330.0,9632.0,3.093,12.371,72.165,0.0,0.0,12.371,1005110.0,3377246.0,0.0,0.0,0.080,0.060,0.060,
30-05 18:05:01,0.0,0.0,0.0,127279104.0,117768192.0,375418880.0,1476915200.0,0.0,0.0,0.0,0.0,8055.0,9333.0,3.810,12.381,66.667,0.0,0.0,17.143,965654.0,3246602.0,0.0,0.0,0.080,0.060,0.060,
30-05 18:05:02,1.0,0.0,0.0,127279104.0,117768192.0,375418880.0,1476915200.0,0.0,0.0,0.0,32768.0,7918.0,9166.0,1.923,13.462,68.269,0.0,0.0,16.346,950520.0,3197880.0,0.0,3.0,0.080,0.060,0.060,
30-05 18:05:03,1.0,0.0,0.0,127438848.0,117768192.0,375418880.0,1476755456.0,0.0,0.0,0.0,0.0,8293.0,9672.0,4.808,16.346,67.308,0.0,0.0,11.538,1003577.0,3372097.0,0.0,0.0,0.080,0.060,0.060,
30-05 18:05:04,1.0,0.0,0.0,127438848.0,117768192.0,375418880.0,1476755456.0,0.0,0.0,0.0,0.0,8454.0,9682.0,1.961,14.706,67.647,0.0,0.0,15.686,1021462.0,3432254.0,0.0,0.0,0.150,0.070,0.060,
30-05 18:05:05,1.0,0.0,0.0,127598592.0,117768192.0,375418880.0,1476595712.0,0.0,0.0,0.0,0.0,8561.0,9899.0,3.061,12.245,70.408,0.0,0.0,14.286,1037954.0,3487468.0,0.0,0.0,0.150,0.070,0.060,
