"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -C total --output c256.csv",,,,"Date:","22 May 2018 16:38:06 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
0.340,1.207,97.313,0.005,0.0,1.135,3344.882,14730.628,0.0,0.0,0.0,0.0,670.974,758.910
0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.0,240.0,824.0,0.0,0.0,19.0,40.0
2.020,2.020,91.919,0.0,0.0,4.040,0.0,0.0,248345.0,913562.0,0.0,0.0,1670.0,1288.0
2.0,7.0,78.0,0.0,0.0,13.0,0.0,0.0,677925.0,2593542.0,0.0,0.0,5243.0,5719.0
3.093,11.340,78.351,0.0,0.0,7.216,0.0,0.0,701351.0,2558750.0,0.0,0.0,5461.0,5829.0
1.923,11.538,73.077,0.0,0.0,13.462,0.0,49152.0,736985.0,2824682.0,0.0,0.0,5956.0,6571.0
1.064,5.319,80.851,0.0,0.0,12.766,0.0,0.0,715905.0,2583804.0,0.0,0.0,5693.0,6212.0
2.941,10.784,73.529,0.0,0.0,12.745,0.0,0.0,731774.0,2587107.0,0.0,0.0,6102.0,7066.0
2.913,12.621,73.786,0.0,0.0,10.680,0.0,0.0,723672.0,2548377.0,0.0,0.0,5990.0,6852.0
3.0,14.0,74.0,0.0,0.0,9.0,0.0,0.0,768220.0,2618443.0,0.0,0.0,6296.0,7140.0
3.030,12.121,73.737,0.0,0.0,11.111,0.0,12288.0,826007.0,2807634.0,0.0,0.0,6234.0,6286.0
3.093,8.247,75.258,0.0,0.0,13.402,0.0,0.0,796409.0,2801678.0,0.0,0.0,6314.0,6825.0
2.105,7.368,78.947,0.0,0.0,11.579,0.0,0.0,795692.0,2756039.0,0.0,0.0,6379.0,7194.0
1.031,11.340,75.258,0.0,0.0,12.371,0.0,0.0,833074.0,2908493.0,0.0,0.0,6750.0,7837.0
1.942,15.534,70.874,0.0,0.0,11.650,0.0,0.0,812990.0,2872661.0,0.0,0.0,6689.0,7588.0
1.087,8.696,79.348,0.0,0.0,10.870,0.0,16384.0,826335.0,2838719.0,0.0,0.0,6390.0,6922.0
3.093,8.247,76.289,0.0,0.0,12.371,0.0,0.0,796821.0,2760749.0,0.0,0.0,6361.0,6943.0
1.980,11.881,73.267,0.0,0.0,12.871,0.0,0.0,798623.0,2808287.0,0.0,0.0,6574.0,7502.0
3.191,8.511,74.468,0.0,0.0,13.830,0.0,0.0,961478.0,3301687.0,0.0,0.0,7271.0,7268.0
1.031,12.371,74.227,0.0,0.0,12.371,0.0,0.0,840774.0,2914067.0,0.0,0.0,6856.0,7666.0
