"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c4.csv",,,,"Date:","21 Jun 2018 15:11:36 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 15:11:36,0.0,0.0,0.039,196558848.0,161529856.0,687824896.0,1051467776.0,0.0,0.0,154.085,2492.014,65.630,79.205,0.054,0.099,99.765,0.001,0.0,0.081,0.0,0.0,0.009,0.083,0.070,0.020,0.0,
21-06 15:11:37,0.0,0.0,1.0,195993600.0,161529856.0,687828992.0,1052028928.0,0.0,0.0,0.0,65536.0,387.0,554.0,1.010,0.0,98.990,0.0,0.0,0.0,39195.0,365734.0,0.0,8.0,0.070,0.020,0.0,
21-06 15:11:38,1.0,0.0,0.0,195964928.0,161529856.0,687824896.0,1052061696.0,0.0,0.0,0.0,0.0,1862.0,2234.0,0.0,4.854,90.291,0.0,0.0,4.854,203206.0,1912002.0,0.0,0.0,0.070,0.020,0.0,
21-06 15:11:39,0.0,0.0,0.0,195899392.0,161529856.0,687824896.0,1052127232.0,0.0,0.0,0.0,0.0,1828.0,2234.0,0.952,3.810,90.476,0.0,0.0,4.762,193242.0,1819946.0,0.0,0.0,0.070,0.020,0.0,
21-06 15:11:40,0.0,0.0,0.0,195964928.0,161529856.0,687824896.0,1052061696.0,0.0,0.0,0.0,0.0,1937.0,2406.0,0.0,4.854,90.291,0.0,0.0,4.854,213078.0,2015334.0,0.0,0.0,0.060,0.020,0.0,
21-06 15:11:41,0.0,0.0,0.0,195932160.0,161529856.0,687824896.0,1052094464.0,0.0,0.0,0.0,0.0,1956.0,2429.0,0.0,2.970,92.079,0.0,0.0,4.950,219590.0,2054258.0,0.0,0.0,0.060,0.020,0.0,
21-06 15:11:42,0.0,0.0,0.0,195932160.0,161529856.0,687824896.0,1052094464.0,0.0,0.0,0.0,0.0,1881.0,2335.0,0.0,1.020,95.918,0.0,0.0,3.061,213603.0,2019466.0,0.0,0.0,0.060,0.020,0.0,
21-06 15:11:43,0.0,0.0,0.0,195932160.0,161529856.0,687824896.0,1052094464.0,0.0,0.0,0.0,24576.0,2018.0,2498.0,1.942,2.913,91.262,0.0,0.0,3.883,230101.0,2180748.0,0.0,2.0,0.060,0.020,0.0,
21-06 15:11:44,0.0,0.0,0.0,195932160.0,161529856.0,687824896.0,1052094464.0,0.0,0.0,0.0,0.0,1835.0,2260.0,1.020,4.082,94.898,0.0,0.0,0.0,203170.0,1916466.0,0.0,0.0,0.060,0.020,0.0,
21-06 15:11:45,0.0,0.0,0.0,195903488.0,161529856.0,687824896.0,1052123136.0,0.0,0.0,0.0,0.0,1877.0,2363.0,0.0,3.922,92.157,0.0,0.0,3.922,207552.0,1973626.0,0.0,0.0,0.060,0.010,0.0,
