"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c32.csv",,,,"Date:","30 May 2018 18:44:04 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
30-05 18:44:04,0.0,0.0,0.039,208396288.0,96014336.0,376836096.0,1416134656.0,0.0,0.0,726.857,2157.041,57.419,253.164,0.286,0.188,99.441,0.003,0.0,0.081,0.0,0.0,0.033,0.080,1.920,2.740,2.610,
30-05 18:44:05,0.0,0.0,0.0,208392192.0,96014336.0,376840192.0,1416134656.0,0.0,0.0,0.0,0.0,42.0,90.0,0.0,0.0,100.0,0.0,0.0,0.0,240.0,1202.0,0.0,0.0,1.920,2.740,2.610,
30-05 18:44:06,5.0,0.0,1.0,208523264.0,96014336.0,376840192.0,1416003584.0,0.0,0.0,0.0,0.0,86.0,192.0,0.0,0.990,99.010,0.0,0.0,0.0,56001.0,7919.0,0.0,0.0,1.920,2.740,2.610,
30-05 18:44:07,4.0,0.0,21.0,211529728.0,96014336.0,376840192.0,1412997120.0,0.0,0.0,0.0,0.0,9464.0,42378.0,50.0,36.0,0.0,0.0,0.0,14.0,3780525.0,1384147.0,0.0,0.0,2.240,2.800,2.630,
30-05 18:44:08,5.0,0.0,0.0,212168704.0,96014336.0,376840192.0,1412358144.0,0.0,0.0,0.0,0.0,9140.0,45875.0,46.465,31.313,0.0,0.0,0.0,22.222,3601596.0,1344762.0,0.0,0.0,2.240,2.800,2.630,
30-05 18:44:09,4.0,0.0,0.0,211869696.0,96014336.0,376840192.0,1412657152.0,0.0,0.0,0.0,0.0,8442.0,42844.0,52.525,33.333,0.0,0.0,0.0,14.141,3331131.0,1267471.0,0.0,0.0,2.240,2.800,2.630,
30-05 18:44:10,2.0,0.0,0.0,212180992.0,96014336.0,376840192.0,1412345856.0,0.0,0.0,0.0,65536.0,9421.0,47557.0,47.525,34.653,0.0,0.0,0.0,17.822,3773619.0,1407375.0,0.0,8.0,2.240,2.800,2.630,
30-05 18:44:11,6.0,0.0,0.0,212111360.0,96014336.0,376840192.0,1412415488.0,0.0,0.0,0.0,0.0,9382.0,47829.0,57.0,29.0,0.0,0.0,0.0,14.0,3807921.0,1418910.0,0.0,0.0,2.240,2.800,2.630,
30-05 18:44:12,2.0,0.0,0.0,212586496.0,96014336.0,376840192.0,1411940352.0,0.0,0.0,0.0,0.0,9268.0,46825.0,46.465,35.354,0.0,0.0,0.0,18.182,3675513.0,1377564.0,0.0,0.0,2.380,2.820,2.640,
30-05 18:44:13,2.0,0.0,0.0,212176896.0,96014336.0,376840192.0,1412349952.0,0.0,0.0,0.0,0.0,9030.0,46662.0,50.495,34.653,0.0,0.0,0.0,14.851,3641238.0,1352824.0,0.0,0.0,2.380,2.820,2.640,
30-05 18:44:14,2.0,0.0,0.0,212209664.0,96014336.0,376840192.0,1412317184.0,0.0,0.0,0.0,0.0,9319.0,48723.0,51.515,31.313,0.0,0.0,0.0,17.172,3796101.0,1375239.0,0.0,0.0,2.380,2.820,2.640,
30-05 18:44:15,3.0,0.0,0.0,212250624.0,96022528.0,376840192.0,1412268032.0,0.0,0.0,0.0,28672.0,9158.0,47721.0,48.515,36.634,0.0,0.0,0.0,14.851,3697092.0,1352472.0,0.0,3.0,2.380,2.820,2.640,
30-05 18:44:16,5.0,0.0,0.0,212152320.0,96022528.0,376840192.0,1412366336.0,0.0,0.0,0.0,0.0,9388.0,48399.0,45.0,37.0,0.0,0.0,0.0,18.0,3786189.0,1378488.0,0.0,0.0,2.380,2.820,2.640,
30-05 18:44:17,3.0,0.0,0.0,212250624.0,96022528.0,376840192.0,1412268032.0,0.0,0.0,0.0,0.0,9497.0,48610.0,52.525,34.343,0.0,0.0,0.0,13.131,3783519.0,1392721.0,0.0,0.0,2.350,2.800,2.630,
30-05 18:44:18,4.0,0.0,0.0,212283392.0,96022528.0,376840192.0,1412235264.0,0.0,0.0,0.0,0.0,9473.0,47779.0,50.0,34.0,0.0,0.0,0.0,16.0,3765702.0,1376296.0,0.0,0.0,2.350,2.800,2.630,
30-05 18:44:19,1.0,0.0,0.0,212283392.0,96022528.0,376840192.0,1412235264.0,0.0,0.0,0.0,0.0,9210.0,47067.0,50.495,35.644,0.0,0.0,0.0,13.861,3657297.0,1331387.0,0.0,0.0,2.350,2.800,2.630,
30-05 18:44:20,7.0,0.0,0.0,211984384.0,96026624.0,376840192.0,1412530176.0,0.0,0.0,0.0,12288.0,9047.0,46858.0,54.0,29.0,0.0,0.0,0.0,17.0,3633116.0,1300456.0,0.0,2.0,2.350,2.800,2.630,
30-05 18:44:21,2.0,0.0,0.0,212213760.0,96026624.0,376840192.0,1412300800.0,0.0,0.0,0.0,0.0,9154.0,47719.0,48.0,36.0,0.0,0.0,0.0,16.0,3666192.0,1315154.0,0.0,0.0,2.350,2.800,2.630,
30-05 18:44:22,1.0,0.0,0.0,212115456.0,96026624.0,376840192.0,1412399104.0,0.0,0.0,0.0,0.0,9088.0,47444.0,52.525,29.293,0.0,0.0,0.0,18.182,3639072.0,1307748.0,0.0,0.0,2.570,2.840,2.650,
30-05 18:44:23,7.0,0.0,0.0,211836928.0,96026624.0,376840192.0,1412677632.0,0.0,0.0,0.0,0.0,8940.0,46388.0,45.545,42.574,0.0,0.0,0.0,11.881,3578172.0,1298786.0,0.0,0.0,2.570,2.840,2.650,
30-05 18:44:24,4.0,0.0,0.0,212111360.0,96026624.0,376844288.0,1412399104.0,0.0,0.0,0.0,0.0,9140.0,47017.0,47.475,37.374,0.0,0.0,0.0,15.152,3693507.0,1338913.0,0.0,0.0,2.570,2.840,2.650,
30-05 18:44:25,3.0,0.0,0.0,212303872.0,96030720.0,376844288.0,1412202496.0,0.0,0.0,0.0,12288.0,8567.0,44840.0,51.0,29.0,0.0,0.0,0.0,20.0,3445935.0,1254103.0,0.0,2.0,2.570,2.840,2.650,
30-05 18:44:26,5.0,0.0,0.0,212303872.0,96030720.0,376844288.0,1412202496.0,0.0,0.0,0.0,0.0,9293.0,47995.0,52.0,30.0,0.0,0.0,0.0,18.0,3750240.0,1360588.0,0.0,0.0,2.570,2.840,2.650,
30-05 18:44:27,5.0,0.0,0.0,212303872.0,96030720.0,376844288.0,1412202496.0,0.0,0.0,0.0,0.0,8916.0,46029.0,48.0,35.0,0.0,0.0,0.0,17.0,3542118.0,1307042.0,0.0,0.0,2.760,2.880,2.660,
30-05 18:44:28,4.0,0.0,0.0,212287488.0,96030720.0,376844288.0,1412218880.0,0.0,0.0,0.0,0.0,9347.0,47414.0,49.505,33.663,0.0,0.0,0.0,16.832,3711309.0,1373311.0,0.0,0.0,2.760,2.880,2.660,
30-05 18:44:29,6.0,0.0,0.0,212221952.0,96030720.0,376844288.0,1412284416.0,0.0,0.0,0.0,0.0,9414.0,46343.0,52.525,31.313,0.0,0.0,0.0,16.162,3633400.0,1355738.0,0.0,0.0,2.760,2.880,2.660,
30-05 18:44:30,3.0,0.0,0.0,212271104.0,96030720.0,376844288.0,1412235264.0,0.0,0.0,0.0,12288.0,9483.0,46730.0,51.0,34.0,0.0,0.0,0.0,15.0,3647460.0,1344100.0,0.0,2.0,2.760,2.880,2.660,
