"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c128.csv",,,,"Date:","30 May 2018 19:01:38 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
30-05 19:01:38,0.0,0.0,0.039,212660224.0,96403456.0,377024512.0,1411293184.0,0.0,0.0,725.386,2160.666,73.766,336.392,0.380,0.250,99.255,0.003,0.0,0.112,0.0,0.0,0.033,0.080,1.680,2.920,2.990,
30-05 19:01:39,0.0,0.0,0.0,212672512.0,96403456.0,377028608.0,1411276800.0,0.0,0.0,0.0,0.0,39.0,85.0,0.990,0.0,99.010,0.0,0.0,0.0,210.0,1534.0,0.0,0.0,1.680,2.920,2.990,
30-05 19:01:40,2.0,0.0,1.0,213196800.0,96403456.0,377028608.0,1410752512.0,0.0,0.0,0.0,0.0,773.0,3178.0,3.030,3.030,92.929,0.0,0.0,1.010,391147.0,110680.0,0.0,0.0,1.680,2.920,2.990,
30-05 19:01:41,5.0,0.0,0.0,213295104.0,96403456.0,377028608.0,1410654208.0,0.0,0.0,0.0,0.0,9307.0,45799.0,46.465,38.384,0.0,0.0,0.0,15.152,3748905.0,1344077.0,0.0,0.0,1.680,2.920,2.990,
30-05 19:01:42,0.0,0.0,0.0,212656128.0,96403456.0,377028608.0,1411293184.0,0.0,0.0,0.0,16384.0,7114.0,36717.0,41.584,25.743,17.822,0.0,0.0,14.851,2882167.0,1049087.0,0.0,1.0,1.680,2.920,2.990,
30-05 19:01:43,0.0,0.0,0.0,212656128.0,96403456.0,377028608.0,1411293184.0,0.0,0.0,0.0,0.0,39.0,68.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,680.0,0.0,0.0,1.550,2.870,2.970,


"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c128.csv",,,,"Date:","30 May 2018 19:02:11 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
