"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c1.csv",,,,"Date:","30 May 2018 17:46:34 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
30-05 17:46:34,0.0,0.0,0.039,153698304.0,94699520.0,376254464.0,1472729088.0,0.0,0.0,731.715,2144.377,13.238,27.610,0.052,0.027,99.915,0.003,0.0,0.004,0.0,0.0,0.033,0.077,0.0,0.0,0.0,
30-05 17:46:35,0.0,0.0,0.0,153694208.0,94699520.0,376258560.0,1472729088.0,0.0,0.0,0.0,0.0,38.0,84.0,0.0,0.0,100.0,0.0,0.0,0.0,240.0,1572.0,0.0,0.0,0.0,0.0,0.0,
30-05 17:46:36,0.0,0.0,0.0,153694208.0,94699520.0,376258560.0,1472729088.0,0.0,0.0,0.0,0.0,38.0,74.0,0.0,0.990,99.010,0.0,0.0,0.0,60.0,268.0,0.0,0.0,0.0,0.0,0.0,
30-05 17:46:37,4.0,0.0,4.0,162189312.0,94699520.0,376258560.0,1464233984.0,0.0,0.0,0.0,0.0,567.0,3777.0,48.515,4.950,45.545,0.0,0.0,0.990,144225.0,61456.0,0.0,0.0,0.0,0.0,0.0,
30-05 17:46:38,4.0,0.0,0.0,167489536.0,94699520.0,376258560.0,1458933760.0,0.0,0.0,0.0,0.0,2474.0,14766.0,85.859,8.081,0.0,0.0,0.0,6.061,796662.0,338686.0,0.0,0.0,0.0,0.0,0.0,
30-05 17:46:39,5.0,0.0,0.0,173240320.0,94699520.0,376258560.0,1453182976.0,0.0,0.0,0.0,0.0,2999.0,16909.0,77.0,17.0,0.0,0.0,0.0,6.0,997023.0,449719.0,0.0,0.0,0.320,0.070,0.020,
30-05 17:46:40,3.0,0.0,0.0,177545216.0,94699520.0,376258560.0,1448878080.0,0.0,0.0,0.0,241664.0,3559.0,18521.0,77.0,17.0,0.0,0.0,0.0,6.0,1172886.0,561366.0,0.0,20.0,0.320,0.070,0.020,
30-05 17:46:41,5.0,0.0,0.0,179691520.0,94699520.0,376258560.0,1446731776.0,0.0,0.0,0.0,0.0,3804.0,19681.0,76.768,16.162,0.0,0.0,0.0,7.071,1278555.0,601481.0,0.0,0.0,0.320,0.070,0.020,
30-05 17:46:42,6.0,0.0,0.0,181149696.0,94699520.0,376258560.0,1445273600.0,0.0,0.0,0.0,0.0,3888.0,19741.0,73.267,20.792,0.0,0.0,0.0,5.941,1363860.0,614134.0,0.0,0.0,0.320,0.070,0.020,
30-05 17:46:43,3.0,0.0,0.0,182210560.0,94699520.0,376258560.0,1444212736.0,0.0,0.0,0.0,0.0,4038.0,19575.0,73.737,17.172,0.0,0.0,0.0,9.091,1392330.0,628812.0,0.0,0.0,0.320,0.070,0.020,
30-05 17:46:44,5.0,0.0,0.0,190275584.0,94699520.0,376258560.0,1436147712.0,0.0,0.0,0.0,0.0,4162.0,19751.0,78.0,16.0,0.0,0.0,0.0,6.0,1433916.0,650276.0,0.0,0.0,0.450,0.100,0.030,
30-05 17:46:45,4.0,0.0,0.0,191463424.0,94699520.0,376258560.0,1434959872.0,0.0,0.0,0.0,28672.0,4328.0,21047.0,75.248,18.812,0.0,0.0,0.0,5.941,1510200.0,658924.0,0.0,3.0,0.450,0.100,0.030,
