"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -c --output dstat512.txt",,,,"Date:","14 May 2018 17:34:52 UTC"

"total cpu usage",,,,,
"usr","sys","idl","wai","hiq","siq"
14.782,9.538,70.723,0.024,0.0,4.933
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.498,0.0,99.502,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
7.653,6.122,84.694,0.0,0.0,1.531
43.590,23.590,16.923,0.0,0.0,15.897
42.424,26.768,17.677,0.0,0.0,13.131
43.299,24.742,14.948,0.0,0.0,17.010
46.907,23.196,19.072,0.0,0.0,10.825
44.615,22.051,16.410,0.0,0.0,16.923
46.073,24.084,16.230,0.0,0.0,13.613
43.434,26.263,16.667,0.0,0.0,13.636
42.564,24.615,19.487,0.0,0.0,13.333
42.640,25.888,18.274,0.0,0.0,13.198
40.933,26.425,19.689,0.0,0.0,12.953
45.685,24.365,16.244,0.0,0.0,13.706
45.455,24.242,16.667,0.0,0.0,13.636
40.625,27.083,16.667,0.0,0.0,15.625
41.451,24.870,19.689,0.0,0.0,13.990
44.0,24.0,18.500,0.0,0.0,13.500
46.907,24.742,18.041,0.0,0.0,10.309
47.150,22.798,19.171,0.0,0.0,10.881
39.378,30.570,16.062,0.0,0.0,13.990
40.299,29.353,13.433,0.0,0.0,16.915
42.857,24.490,16.837,0.0,0.0,15.816
44.330,22.680,19.072,0.0,0.0,13.918
41.117,24.873,18.274,0.0,0.0,15.736
43.0,27.500,15.0,0.0,0.0,14.500
44.103,25.641,14.359,0.0,0.0,15.897
41.919,26.768,15.152,0.0,0.0,16.162
39.691,25.258,20.619,0.0,0.0,14.433
40.404,25.253,19.697,0.0,0.0,14.646
42.564,24.615,17.436,0.0,0.0,15.385
43.299,25.258,19.072,0.0,0.0,12.371
39.594,24.365,19.289,0.0,0.0,16.751
41.919,24.242,18.687,0.0,0.0,15.152
42.347,26.020,16.837,0.0,0.0,14.796
42.784,24.742,19.588,0.0,0.0,12.887
43.299,23.711,18.557,0.0,0.0,14.433
38.579,25.381,22.335,0.0,0.0,13.706
42.347,26.531,15.816,0.0,0.0,15.306
42.500,28.500,15.500,0.0,0.0,13.500
43.979,27.225,17.801,0.0,0.0,10.995
44.724,21.608,16.583,0.0,0.0,17.085
42.211,25.628,15.578,0.0,0.0,16.583
38.462,28.205,20.0,0.0,0.0,13.333
41.206,23.618,18.593,0.0,0.0,16.583
40.909,26.768,17.172,0.0,0.0,15.152
38.191,28.643,18.090,0.0,0.0,15.075
41.117,24.873,20.812,0.0,0.0,13.198
40.816,29.592,15.816,0.0,0.0,13.776
42.424,27.273,17.172,0.0,0.0,13.131
41.451,25.907,16.580,0.0,0.0,16.062
