"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -c --output dstat8.txt",,,,"Date:","14 May 2018 17:11:00 UTC"

"total cpu usage",,,,,
"usr","sys","idl","wai","hiq","siq"
9.264,6.206,81.614,0.030,0.0,2.886
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
36.364,18.182,32.828,0.0,0.0,12.626
38.500,22.0,27.500,0.0,0.0,12.0
43.781,23.881,20.896,0.0,0.0,11.443
40.686,23.039,21.569,0.0,0.0,14.706
39.801,26.866,22.388,0.0,0.0,10.945
35.897,20.513,30.769,0.0,0.0,12.821
36.869,22.727,30.303,0.0,0.0,10.101
40.102,25.888,23.350,0.0,0.0,10.660
36.946,25.616,24.631,0.0,0.0,12.808
32.663,25.126,28.643,0.0,0.0,13.568
36.453,25.616,24.631,0.0,0.0,13.300
39.286,22.959,26.020,0.0,0.0,11.735
37.688,25.126,24.623,0.0,0.0,12.563
37.245,21.429,27.551,0.0,0.0,13.776
35.0,21.0,31.0,0.0,0.0,13.0
37.563,23.350,25.888,0.0,0.0,13.198
38.462,25.128,24.615,0.0,0.0,11.795
36.041,23.350,26.904,0.0,0.0,13.706
32.990,24.227,30.412,0.0,0.0,12.371
36.598,25.258,25.258,0.0,0.0,12.887
36.224,22.959,27.041,0.0,0.0,13.776
40.299,23.881,23.881,0.0,0.0,11.940
37.056,23.858,26.396,0.0,0.0,12.690
34.653,27.723,23.762,0.0,0.0,13.861
35.678,25.126,25.628,0.0,0.0,13.568
39.175,23.711,24.742,0.0,0.0,12.371
37.129,26.238,24.257,0.0,0.0,12.376
38.462,24.103,25.128,0.0,0.0,12.308
37.186,24.121,24.623,0.0,0.0,14.070
38.974,23.590,25.641,0.0,0.0,11.795
39.394,23.232,24.242,0.0,0.0,13.131
37.931,23.645,24.631,0.0,0.0,13.793
39.801,24.378,20.896,0.0,0.0,14.925
39.500,25.500,23.0,0.0,0.0,12.0
37.824,27.461,23.834,0.0,0.0,10.881
36.364,24.747,24.242,0.0,0.0,14.646
40.909,22.727,24.242,0.0,0.0,12.121
40.404,22.727,23.232,0.0,0.0,13.636
37.563,26.396,23.350,0.0,0.0,12.690
38.776,24.490,24.490,0.0,0.0,12.245
35.500,28.500,22.0,0.0,0.0,14.0
40.404,24.747,23.737,0.0,0.0,11.111
39.286,25.510,21.939,0.0,0.0,13.265
35.233,23.834,27.979,0.0,0.0,12.953
38.424,22.660,24.631,0.0,0.0,14.286
39.130,21.256,24.155,0.0,0.0,15.459
38.071,22.843,25.381,0.0,0.0,13.706
40.0,25.128,21.538,0.0,0.0,13.333
38.0,26.0,24.500,0.0,0.0,11.500
38.0,26.0,22.500,0.0,0.0,13.500
39.394,22.727,23.232,0.0,0.0,14.646
38.265,25.510,22.449,0.0,0.0,13.776
39.394,22.727,23.232,0.0,0.0,14.646
37.245,23.469,25.0,0.0,0.0,14.286
41.0,24.500,21.500,0.0,0.0,13.0
40.816,22.959,23.469,0.0,0.0,12.755
33.503,28.426,27.411,0.0,0.0,10.660
31.795,24.103,25.641,0.0,0.0,18.462
35.176,24.623,26.633,0.0,0.0,13.568
37.374,25.758,25.253,0.0,0.0,11.616
36.0,28.0,25.0,0.0,0.0,11.0
40.206,23.711,25.258,0.0,0.0,10.825
37.306,21.762,29.016,0.0,0.0,11.917
37.755,21.429,28.061,0.0,0.0,12.755
36.923,25.128,26.667,0.0,0.0,11.282
36.735,21.939,27.041,0.0,0.0,14.286
36.364,24.747,28.283,0.0,0.0,10.606
40.306,21.429,26.020,0.0,0.0,12.245
36.598,23.196,27.320,0.0,0.0,12.887
36.082,23.196,27.835,0.0,0.0,12.887
36.224,27.551,27.041,0.0,0.0,9.184
35.385,22.564,29.231,0.0,0.0,12.821
38.889,24.242,26.768,0.0,0.0,10.101
38.144,21.134,26.289,0.0,0.0,14.433
39.691,23.196,26.804,0.0,0.0,10.309
38.191,23.618,25.628,0.0,0.0,12.563
36.735,23.469,26.531,0.0,0.0,13.265
38.384,24.747,25.758,0.0,0.0,11.111
36.318,25.373,23.383,0.0,0.0,14.925
42.268,21.649,24.742,0.0,0.0,11.340
36.410,24.103,27.692,0.0,0.0,11.795
34.197,26.425,27.461,0.0,0.0,11.917
37.113,24.227,28.866,0.0,0.0,9.794
35.354,23.232,26.768,0.0,0.0,14.646
35.821,26.866,24.378,0.0,0.0,12.935
36.082,21.649,27.835,0.0,0.0,14.433
35.821,23.383,27.363,0.0,0.0,13.433
37.374,22.727,27.778,0.0,0.0,12.121
34.518,24.365,31.472,0.0,0.0,9.645
36.735,25.510,24.490,0.0,0.0,13.265
36.788,24.352,26.425,0.0,0.0,12.435
37.245,25.510,27.041,0.0,0.0,10.204
38.191,24.121,24.623,0.0,0.0,13.065
39.175,20.103,27.835,0.0,0.0,12.887
36.224,26.531,24.490,0.0,0.0,12.755
36.735,24.490,26.531,0.0,0.0,12.245
32.828,26.768,28.283,0.0,0.0,12.121
34.848,25.758,25.758,0.0,0.0,13.636
36.181,26.633,22.613,0.0,0.0,14.573
35.644,23.267,26.238,0.0,0.0,14.851
35.567,18.557,31.959,0.0,0.0,13.918
36.364,22.727,27.273,0.0,0.0,13.636
37.755,24.490,25.0,0.0,0.0,12.755
37.374,23.737,28.283,0.0,0.0,10.606
38.421,20.0,31.053,0.0,0.0,10.526
39.500,24.500,21.0,0.0,0.0,15.0
38.889,25.253,25.253,0.0,0.0,10.606
37.563,23.350,26.904,0.0,0.0,12.183
38.0,24.500,23.500,0.0,0.0,14.0
37.313,25.373,26.368,0.0,0.0,10.945
38.308,24.378,24.378,0.0,0.0,12.935
38.462,25.128,23.590,0.0,0.0,12.821
37.629,25.773,26.804,0.0,0.0,9.794
37.563,22.335,25.888,0.0,0.0,14.213
39.196,21.608,26.131,0.0,0.0,13.065
34.375,26.042,26.042,0.0,0.0,13.542
37.306,24.352,24.352,0.0,0.0,13.990
40.201,24.623,25.126,0.0,0.0,10.050
35.533,28.934,23.858,0.0,0.0,11.675
38.021,23.438,26.042,0.0,0.0,12.500
36.364,24.242,25.758,0.0,0.0,13.636
38.693,25.126,23.116,0.0,0.0,13.065
37.500,22.0,25.500,0.0,0.0,15.0
36.269,24.870,27.461,0.0,0.0,11.399
38.974,23.077,28.718,0.0,0.0,9.231
38.579,22.335,27.411,0.0,0.0,11.675
42.211,20.603,25.126,0.0,0.0,12.060
38.342,22.798,25.907,0.0,0.0,12.953
40.722,22.165,25.773,0.0,0.0,11.340
40.102,22.843,24.365,0.0,0.0,12.690
36.923,19.487,27.179,0.0,0.0,16.410
40.0,23.077,26.154,0.0,0.0,10.769
34.021,24.227,27.835,0.0,0.0,13.918
37.186,24.121,23.116,0.0,0.0,15.578
39.899,21.717,26.263,0.0,0.0,12.121
37.056,22.843,28.426,0.0,0.0,11.675
35.149,24.752,27.723,0.0,0.0,12.376
37.688,24.623,25.126,0.0,0.0,12.563
39.024,24.878,25.854,0.0,0.0,10.244
36.269,23.834,26.425,0.0,0.0,13.472
35.385,25.128,27.179,0.0,0.0,12.308
36.041,23.858,27.411,0.0,0.0,12.690
35.567,21.649,32.990,0.0,0.0,9.794
31.959,22.680,36.082,0.0,0.0,9.278
33.679,22.280,32.642,0.0,0.0,11.399
33.505,25.258,29.381,0.0,0.0,11.856
30.769,23.077,35.385,0.0,0.0,10.769
33.503,24.873,26.904,0.0,0.0,14.721
38.308,25.871,23.383,0.0,0.0,12.438
37.306,23.834,25.389,0.0,0.0,13.472
36.041,25.381,25.381,0.0,0.0,13.198
35.859,25.758,25.758,0.0,0.0,12.626
38.693,21.608,25.126,0.0,0.0,14.573
37.313,26.368,24.876,0.0,0.0,11.443
41.0,21.0,26.0,0.0,0.0,12.0
35.644,22.772,27.723,0.0,0.0,13.861
34.021,21.134,30.412,0.0,0.0,14.433
38.191,20.603,26.633,0.0,0.0,14.573
35.0,23.500,26.0,0.0,0.0,15.500
36.649,26.178,23.560,0.0,0.0,13.613
38.500,28.0,22.0,0.0,0.0,11.500
39.286,23.469,23.980,0.0,0.0,13.265
37.879,25.758,25.758,0.0,0.0,10.606
36.500,25.0,27.0,0.0,0.0,11.500
36.869,25.758,23.737,0.0,0.0,13.636
37.500,21.500,28.500,0.0,0.0,12.500
32.828,26.263,29.293,0.0,0.0,11.616
36.869,22.727,27.778,0.0,0.0,12.626
38.265,23.469,27.041,0.0,0.0,11.224
36.224,23.469,29.082,0.0,0.0,11.224
39.901,23.153,26.108,0.0,0.0,10.837
37.056,23.858,28.426,0.0,0.0,10.660
33.831,24.876,27.363,0.0,0.0,13.930
35.751,20.725,30.570,0.0,0.0,12.953
41.0,20.0,26.500,0.500,0.0,12.0
37.374,25.758,24.747,0.0,0.0,12.121
38.0,21.500,27.500,0.0,0.0,13.0
36.869,24.747,27.273,0.0,0.0,11.111
34.518,22.335,29.442,0.0,0.0,13.706
37.113,23.196,29.381,0.0,0.0,10.309
36.500,22.500,25.500,0.0,0.0,15.500
38.235,24.020,23.529,0.0,0.0,14.216
38.384,22.727,29.293,0.0,0.0,9.596
38.265,20.408,28.571,0.0,0.0,12.755
36.946,21.675,28.079,0.0,0.0,13.300
31.313,27.778,27.778,0.0,0.0,13.131
35.323,20.896,29.851,0.0,0.0,13.930
37.306,22.798,27.461,0.0,0.0,12.435
35.714,25.510,30.102,0.0,0.0,8.673
36.224,22.449,29.082,0.0,0.0,12.245
36.364,21.212,28.788,0.0,0.0,13.636
36.0,25.0,28.0,0.0,0.0,11.0
37.374,23.232,28.788,0.0,0.0,10.606
38.806,22.388,27.861,0.0,0.0,10.945
39.487,22.051,26.154,0.0,0.0,12.308
37.313,22.886,24.876,0.0,0.0,14.925
35.204,24.490,29.082,0.0,0.0,11.224
41.206,20.101,27.136,0.0,0.0,11.558
33.333,25.253,29.798,0.0,0.0,11.616
35.0,24.500,29.0,0.0,0.0,11.500
33.508,20.419,32.461,0.0,0.0,13.613
28.643,21.106,37.186,0.0,0.0,13.065
31.818,21.212,33.333,0.0,0.0,13.636
36.548,22.335,29.442,0.0,0.0,11.675
36.548,23.350,28.934,0.0,0.0,11.168
35.567,23.711,30.412,0.0,0.0,10.309
40.306,20.918,26.531,0.0,0.0,12.245
35.204,26.020,25.0,0.0,0.0,13.776
36.364,25.253,26.768,0.0,0.0,11.616
37.438,20.197,27.094,0.0,0.0,15.271
35.025,25.888,26.396,0.0,0.0,12.690
34.171,27.638,24.121,0.0,0.0,14.070
37.056,25.888,24.873,0.0,0.0,12.183
36.181,25.628,24.121,0.0,0.0,14.070
35.678,24.121,25.628,0.0,0.0,14.573
37.374,24.747,25.758,0.0,0.0,12.121
35.897,22.564,28.718,0.0,0.0,12.821
36.0,24.0,26.500,0.0,0.0,13.500
33.668,25.628,29.648,0.0,0.0,11.055
36.683,26.131,25.126,0.0,0.0,12.060
38.806,21.891,26.368,0.0,0.0,12.935
36.735,26.020,26.020,0.0,0.0,11.224
36.364,23.737,27.273,0.0,0.0,12.626
31.959,27.835,26.804,0.0,0.0,13.402
40.102,20.812,27.411,0.0,0.0,11.675
35.204,22.449,32.653,0.0,0.0,9.694
35.533,23.350,29.442,0.0,0.0,11.675
35.354,22.727,31.313,0.0,0.0,10.606
35.897,23.077,29.231,0.0,0.0,11.795
35.149,22.772,30.198,0.0,0.0,11.881
36.181,23.116,30.653,0.0,0.0,10.050
35.233,18.135,34.715,0.0,0.0,11.917
34.673,22.613,31.658,0.0,0.0,11.055
32.323,24.747,29.293,0.0,0.0,13.636
34.010,27.411,24.873,0.0,0.0,13.706
34.536,19.588,34.536,0.0,0.0,11.340
36.224,21.429,30.612,0.0,0.0,11.735
37.436,24.103,27.692,0.0,0.0,10.769
36.548,25.381,26.904,0.0,0.0,11.168
36.979,22.396,27.083,0.0,0.0,13.542
37.186,23.618,27.638,0.0,0.0,11.558
31.818,22.727,32.828,0.0,0.0,12.626
34.021,21.649,31.959,0.0,0.0,12.371
24.747,17.172,48.990,0.0,0.0,9.091
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.500,0.0,99.500,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
