"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -c --output dstat1.txt",,,,"Date:","14 May 2018 16:12:12 UTC"

"total cpu usage",,,,,
"usr","sys","idl","wai","hiq","siq"
3.394,2.058,93.786,0.083,0.0,0.678
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
35.533,3.046,59.898,0.0,0.0,1.523
76.923,10.256,10.256,0.0,0.0,2.564
71.574,9.645,14.213,0.0,0.0,4.569
53.0,11.0,32.0,0.0,0.0,4.0
43.077,8.718,44.103,0.0,0.0,4.103
41.206,11.558,42.211,0.0,0.0,5.025
38.071,9.137,47.208,0.0,0.0,5.584
27.411,11.675,55.330,0.0,0.0,5.584
50.980,9.804,33.333,0.0,0.0,5.882
62.626,10.101,19.192,0.0,0.0,8.081
53.125,10.938,30.729,0.0,0.0,5.208
45.226,11.558,39.196,0.0,0.0,4.020
30.570,10.881,54.922,0.0,0.0,3.627
53.807,9.645,32.487,0.0,0.0,4.061
53.202,13.793,27.094,0.0,0.0,5.911
48.990,10.606,34.343,0.0,0.0,6.061
32.338,13.433,48.756,0.0,0.0,5.473
24.870,11.917,56.995,0.0,0.0,6.218
23.958,12.500,60.417,0.0,0.0,3.125
22.772,12.871,57.921,0.0,0.0,6.436
15.686,12.255,66.667,0.0,0.0,5.392
16.0,8.500,70.500,0.0,0.0,5.0
14.070,10.553,69.347,0.0,0.0,6.030
14.0,12.0,69.0,0.0,0.0,5.0
3.030,3.030,92.424,0.0,0.0,1.515
12.563,7.035,75.879,0.0,0.0,4.523
15.816,11.735,68.367,0.0,0.0,4.082
17.112,8.556,72.193,0.0,0.0,2.139
16.842,11.579,68.947,0.0,0.0,2.632
18.0,12.500,66.0,0.0,0.0,3.500
14.428,14.925,63.184,0.0,0.0,7.463
16.327,11.224,66.837,0.0,0.0,5.612
17.0,12.0,65.0,0.0,0.0,6.0
16.230,10.471,67.539,0.0,0.0,5.759
16.495,10.825,67.526,0.0,0.0,5.155
14.894,10.106,69.681,0.0,0.0,5.319
17.413,14.925,64.179,0.0,0.0,3.483
15.152,13.636,65.657,0.0,0.0,5.556
17.157,14.216,63.235,0.0,0.0,5.392
15.897,11.795,67.179,0.0,0.0,5.128
17.617,10.363,66.839,0.0,0.0,5.181
19.171,13.472,64.249,0.0,0.0,3.109
7.179,5.641,87.179,0.0,0.0,0.0
18.947,10.0,70.0,0.0,0.0,1.053
9.231,7.179,80.513,0.0,0.0,3.077
11.856,8.247,77.835,0.0,0.0,2.062
4.545,2.525,91.919,0.0,0.0,1.010
0.0,0.0,100.0,0.0,0.0,0.0
9.694,8.163,78.571,0.0,0.0,3.571
10.769,8.718,80.0,0.0,0.0,0.513
13.661,11.475,73.224,0.0,0.0,1.639
12.887,10.309,71.134,0.0,0.0,5.670
14.508,7.254,74.093,0.0,0.0,4.145
16.580,12.435,66.839,0.0,0.0,4.145
17.500,12.0,65.500,0.0,0.0,5.0
16.500,12.0,64.0,0.0,0.0,7.500
4.040,1.515,91.414,0.0,0.0,3.030
8.081,4.545,84.848,0.0,0.0,2.525
11.168,4.569,81.218,0.0,0.0,3.046
10.152,8.629,77.157,0.0,0.0,4.061
13.131,9.091,73.737,0.0,0.0,4.040
14.213,14.213,67.005,0.0,0.0,4.569
8.867,5.911,82.266,0.0,0.0,2.956
16.500,13.0,67.500,0.0,0.0,3.0
0.503,0.0,99.497,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
8.122,6.091,85.787,0.0,0.0,0.0
8.955,7.960,80.597,0.0,0.0,2.488
0.0,0.0,100.0,0.0,0.0,0.0
8.629,8.122,81.218,0.0,0.0,2.030
8.040,2.513,87.940,0.0,0.0,1.508
0.0,0.0,100.0,0.0,0.0,0.0
7.107,4.061,86.802,0.0,0.0,2.030
10.101,4.545,80.303,0.0,0.0,5.051
0.0,0.0,100.0,0.0,0.0,0.0
10.891,7.921,76.238,0.0,0.0,4.950
5.528,5.025,87.940,0.0,0.0,1.508
