"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -c --output dstat256.txt",,,,"Date:","14 May 2018 17:31:15 UTC"

"total cpu usage",,,,,
"usr","sys","idl","wai","hiq","siq"
14.035,9.097,72.193,0.024,0.0,4.651
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.500,99.500,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.498,0.0,99.502,0.0,0.0,0.0
44.724,21.106,17.085,0.0,0.0,17.085
41.026,26.154,17.949,0.0,0.0,14.872
41.919,24.747,16.667,0.0,0.0,16.667
42.132,22.335,19.797,0.0,0.0,15.736
41.709,25.126,19.598,0.0,0.0,13.568
45.408,22.449,17.347,0.0,0.0,14.796
37.313,26.368,19.900,0.0,0.0,16.418
37.113,27.835,18.557,0.0,0.0,16.495
41.709,24.121,17.085,0.0,0.0,17.085
40.704,26.131,15.578,0.0,0.0,17.588
39.267,26.178,18.848,0.0,0.0,15.707
43.367,22.449,16.837,0.0,0.0,17.347
42.0,20.0,20.500,0.0,0.0,17.500
42.0,24.0,19.0,0.0,0.0,15.0
40.102,25.888,15.736,0.0,0.0,18.274
39.594,27.411,19.289,0.0,0.0,13.706
35.714,26.020,22.449,0.0,0.0,15.816
40.704,24.623,19.598,0.0,0.0,15.075
41.117,22.843,18.782,0.0,0.0,17.259
40.500,24.500,17.0,0.0,0.0,18.0
41.089,24.752,19.802,0.0,0.0,14.356
39.796,26.020,18.367,0.0,0.0,15.816
38.776,27.551,17.857,0.0,0.0,15.816
40.609,23.350,20.305,0.0,0.0,15.736
45.226,23.618,18.593,0.0,0.0,12.563
41.538,28.205,16.923,0.0,0.0,13.333
41.026,24.615,19.487,0.0,0.0,14.872
37.186,25.126,21.608,0.0,0.0,16.080
40.513,23.077,22.051,0.0,0.0,14.359
40.722,23.711,18.041,0.0,0.0,17.526
41.667,21.354,20.833,0.0,0.0,16.146
41.053,25.263,21.053,0.0,0.0,12.632
41.624,24.365,18.782,0.0,0.0,15.228
38.144,23.711,21.134,0.0,0.0,17.010
39.594,25.381,21.320,0.0,0.0,13.706
37.056,26.396,21.320,0.0,0.0,15.228
41.117,21.320,21.320,0.0,0.0,16.244
36.816,23.881,19.900,0.0,0.0,19.403
40.909,25.253,19.697,0.0,0.0,14.141
41.414,26.768,17.677,0.0,0.0,14.141
45.918,23.469,17.347,0.0,0.0,13.265
42.857,25.510,17.347,0.0,0.0,14.286
41.294,26.866,14.925,0.0,0.0,16.915
41.837,26.020,15.816,0.0,0.0,16.327
41.026,23.590,18.974,0.0,0.0,16.410
38.500,26.0,15.500,0.0,0.0,20.0
41.709,24.121,19.095,0.0,0.0,15.075
41.237,24.742,15.979,0.0,0.0,18.041
39.691,26.804,17.526,0.0,0.0,15.979
42.564,26.154,16.410,0.0,0.0,14.872
41.414,25.758,17.172,0.0,0.0,15.657
40.404,24.242,17.172,0.0,0.0,18.182
41.327,22.959,19.388,0.0,0.0,16.327
40.0,28.500,16.500,0.0,0.0,15.0
41.327,24.490,18.367,0.0,0.0,15.816
43.939,23.232,16.667,0.0,0.0,16.162
39.594,27.919,17.259,0.0,0.0,15.228
41.237,25.258,20.619,0.0,0.0,12.887
38.693,29.146,18.090,0.0,0.0,14.070
37.129,22.277,21.287,0.0,0.0,19.307
38.889,22.727,20.707,0.0,0.0,17.677
38.191,26.131,21.608,0.0,0.0,14.070
38.462,20.513,24.103,0.0,0.0,16.923
37.563,20.812,24.365,0.0,0.0,17.259
37.0,24.500,21.0,0.0,0.0,17.500
37.113,24.742,21.134,0.0,0.0,17.010
40.102,23.858,19.797,0.0,0.0,16.244
39.801,22.388,20.896,0.0,0.0,16.915
35.323,26.368,22.886,0.0,0.0,15.423
40.513,25.128,20.0,0.0,0.0,14.359
39.899,21.212,23.232,0.0,0.0,15.657
37.306,22.798,23.316,0.0,0.0,16.580
39.109,21.782,20.792,0.0,0.0,18.317
37.629,23.711,24.227,0.0,0.0,14.433
38.342,20.725,26.425,0.0,0.0,14.508
35.176,25.628,25.628,0.0,0.0,13.568
40.212,23.280,22.222,0.0,0.0,14.286
37.186,22.613,24.121,0.0,0.0,16.080
41.414,22.222,24.242,0.0,0.0,12.121
41.026,22.564,21.538,0.0,0.0,14.872
38.614,22.772,22.277,0.0,0.0,16.337
35.533,27.919,20.812,0.0,0.0,15.736
39.691,24.227,23.196,0.0,0.0,12.887
41.0,23.500,24.0,0.0,0.0,11.500
38.974,22.564,24.615,0.0,0.0,13.846
37.895,23.158,25.789,0.0,0.0,13.158
37.629,23.711,26.289,0.0,0.0,12.371
40.0,22.105,23.158,0.0,0.0,14.737
41.753,22.680,24.742,0.0,0.0,10.825
38.462,29.231,22.564,0.0,0.0,9.744
41.667,26.562,22.396,0.0,0.0,9.375
44.388,21.939,25.0,0.0,0.0,8.673
40.722,28.866,23.196,0.0,0.0,7.216
44.444,23.232,23.232,0.0,0.0,9.091
38.660,28.866,24.227,0.0,0.0,8.247
43.979,22.513,24.084,0.0,0.0,9.424
44.845,23.711,21.649,0.0,0.0,9.794
40.306,25.0,23.469,0.0,0.0,11.224
39.086,24.365,24.365,0.0,0.0,12.183
39.698,27.638,17.588,0.0,0.0,15.075
42.268,28.351,18.041,0.0,0.0,11.340
41.753,29.381,13.402,0.0,0.0,15.464
39.791,28.796,16.754,0.0,0.0,14.660
43.814,25.773,15.979,0.0,0.0,14.433
40.513,27.692,19.487,0.0,0.0,12.308
44.388,22.449,21.429,0.0,0.0,11.735
41.379,26.108,15.764,0.0,0.0,16.749
39.062,25.521,20.833,0.0,0.0,14.583
38.776,27.551,19.388,0.0,0.0,14.286
38.974,24.103,19.487,0.0,0.0,17.436
38.974,26.667,17.949,0.0,0.0,16.410
41.117,25.381,20.812,0.0,0.0,12.690
40.513,24.103,17.949,0.0,0.0,17.436
38.974,25.128,20.513,0.0,0.0,15.385
41.709,28.643,17.085,0.0,0.0,12.563
38.693,26.633,19.598,0.0,0.0,15.075
40.206,28.866,19.072,0.0,0.0,11.856
39.286,25.0,20.408,0.0,0.0,15.306
37.436,28.205,18.462,0.0,0.0,15.897
38.974,26.154,21.538,0.0,0.0,13.333
45.918,23.469,15.306,0.0,0.0,15.306
48.485,23.737,14.646,0.0,0.0,13.131
43.077,25.128,20.0,0.0,0.0,11.795
42.0,27.0,19.0,0.0,0.0,12.0
40.0,28.500,16.500,0.0,0.0,15.0
43.216,25.126,16.080,0.0,0.0,15.578
43.781,25.871,12.438,0.0,0.0,17.910
40.909,23.737,19.192,0.0,0.0,16.162
45.274,21.393,17.413,0.0,0.0,15.920
43.077,24.103,17.949,0.0,0.0,14.872
40.838,26.178,19.372,0.0,0.0,13.613
41.624,24.365,18.782,0.0,0.0,15.228
41.451,25.389,23.834,0.0,0.0,9.326
39.594,26.396,20.305,0.0,0.0,13.706
38.462,26.667,21.538,0.0,0.0,13.333
37.629,26.289,23.711,0.0,0.0,12.371
39.286,23.469,22.959,0.0,0.0,14.286
40.102,25.381,19.797,0.0,0.0,14.721
37.824,24.352,22.798,0.0,0.0,15.026
42.347,23.469,22.959,0.0,0.0,11.224
38.342,22.798,24.352,0.0,0.0,14.508
40.625,25.521,23.958,0.0,0.0,9.896
37.306,25.389,22.280,0.0,0.0,15.026
37.374,22.727,24.747,0.0,0.0,15.152
38.889,23.232,20.202,0.0,0.0,17.677
41.327,22.449,22.449,0.0,0.0,13.776
38.462,26.667,21.538,0.0,0.0,13.333
40.513,23.590,24.103,0.0,0.0,11.795
42.640,20.812,22.335,0.0,0.0,14.213
38.542,25.0,23.958,0.0,0.0,12.500
37.056,22.843,23.350,0.0,0.0,16.751
41.799,22.222,22.751,0.0,0.0,13.228
41.026,25.128,19.487,0.0,0.0,14.359
41.667,23.958,18.750,0.0,0.0,15.625
39.0,26.500,21.0,0.0,0.0,13.500
41.753,21.134,22.165,0.0,0.0,14.948
40.104,25.521,22.396,0.0,0.0,11.979
42.786,21.891,21.891,0.0,0.0,13.433
39.796,26.531,20.408,0.0,0.0,13.265
41.0,23.500,22.500,0.0,0.0,13.0
38.710,23.656,24.194,0.0,0.0,13.441
41.969,20.207,22.798,0.0,0.0,15.026
