"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c4.csv",,,,"Date:","19 Jun 2018 21:31:31 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
19-06 21:31:31,0.0,0.0,1.620,211152896.0,42369024.0,754225152.0,1089495040.0,0.0,0.0,22579.198,86436.389,1952.786,4665.171,2.341,1.950,95.679,0.025,0.0,0.005,2.451,1.765,94.426,0.018,0.0,1.340,0.0,0.0,1.179,1.220,1.500,1.650,1.080,
19-06 21:31:32,5.0,0.0,2.0,211709952.0,42369024.0,754233344.0,1088929792.0,0.0,0.0,0.0,0.0,15877.0,33220.0,25.510,14.286,60.204,0.0,0.0,0.0,19.192,12.121,60.606,0.0,0.0,8.081,3095404.0,1146001.0,0.0,0.0,1.500,1.650,1.080,
19-06 21:31:33,2.0,0.0,1.0,211701760.0,42369024.0,754233344.0,1088937984.0,0.0,0.0,0.0,0.0,27573.0,69778.0,51.515,27.273,21.212,0.0,0.0,0.0,32.990,16.495,21.649,0.0,0.0,28.866,6399602.0,2383645.0,0.0,0.0,1.500,1.650,1.080,
19-06 21:31:34,1.0,0.0,0.0,211554304.0,42369024.0,754233344.0,1089085440.0,0.0,0.0,0.0,8192.0,29033.0,65944.0,36.735,35.714,27.551,0.0,0.0,0.0,31.683,25.743,19.802,0.0,0.0,22.772,6365534.0,2378702.0,0.0,2.0,1.460,1.640,1.080,
19-06 21:31:35,5.0,0.0,0.0,211529728.0,42369024.0,754233344.0,1089110016.0,0.0,0.0,0.0,0.0,28998.0,72176.0,45.545,30.693,23.762,0.0,0.0,0.0,32.653,21.429,19.388,0.0,0.0,26.531,6670452.0,2518182.0,0.0,0.0,1.460,1.640,1.080,
19-06 21:31:36,5.0,0.0,0.0,211890176.0,42369024.0,754233344.0,1088749568.0,0.0,0.0,0.0,0.0,29203.0,70973.0,51.020,25.510,23.469,0.0,0.0,0.0,34.343,27.273,21.212,0.0,0.0,17.172,6520138.0,2471214.0,0.0,0.0,1.460,1.640,1.080,
19-06 21:31:37,6.0,0.0,0.0,211574784.0,42373120.0,754233344.0,1089060864.0,0.0,0.0,0.0,32768.0,30230.0,67973.0,40.217,32.609,27.174,0.0,0.0,0.0,33.333,22.222,21.212,0.0,0.0,23.232,6494032.0,2423016.0,0.0,2.0,1.460,1.640,1.080,
19-06 21:31:38,3.0,0.0,0.0,211664896.0,42373120.0,754233344.0,1088970752.0,0.0,0.0,0.0,0.0,30604.0,69420.0,38.835,35.922,25.243,0.0,0.0,0.0,31.068,23.301,20.388,0.0,0.0,25.243,6593616.0,2455718.0,0.0,0.0,1.460,1.640,1.080,
19-06 21:31:39,3.0,0.0,0.0,211681280.0,42373120.0,754233344.0,1088954368.0,0.0,0.0,0.0,53248.0,29735.0,67993.0,41.667,32.292,26.042,0.0,0.0,0.0,35.354,19.192,21.212,0.0,0.0,24.242,6487640.0,2421260.0,0.0,9.0,1.740,1.690,1.100,
19-06 21:31:40,4.0,0.0,0.0,211607552.0,42373120.0,754233344.0,1089028096.0,0.0,0.0,0.0,0.0,31090.0,69478.0,41.237,35.052,23.711,0.0,0.0,0.0,33.0,25.0,21.0,0.0,0.0,21.0,6629424.0,2462869.0,0.0,0.0,1.740,1.690,1.100,
