"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c128.csv",,,,"Date:","19 Jun 2018 21:55:43 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
19-06 21:55:43,0.000,0.0,1.428,252051456.0,43913216.0,757149696.0,1044127744.0,0.0,0.0,19733.825,76096.290,4752.941,10989.494,6.437,4.708,88.826,0.023,0.0,0.005,5.420,3.834,86.855,0.016,0.0,3.875,0.0,0.0,1.031,1.142,3.500,4.080,3.220,
19-06 21:55:44,0.0,0.0,0.0,252039168.0,43913216.0,757153792.0,1044135936.0,0.0,0.0,0.0,0.0,54.0,83.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,180.0,138.0,0.0,0.0,3.500,4.080,3.220,
19-06 21:55:45,4.0,0.0,0.0,263839744.0,43913216.0,757153792.0,1032335360.0,0.0,0.0,0.0,0.0,5656.0,15515.0,7.143,9.184,83.673,0.0,0.0,0.0,7.843,3.922,80.392,0.0,0.0,7.843,1919254.0,603823.0,0.0,0.0,3.220,4.020,3.200,
19-06 21:55:46,7.0,0.0,0.0,263323648.0,43913216.0,757153792.0,1032851456.0,0.0,0.0,0.0,0.0,28320.0,62601.0,30.108,31.183,38.710,0.0,0.0,0.0,41.748,17.476,8.738,0.0,0.0,32.039,7674350.0,2677675.0,0.0,0.0,3.220,4.020,3.200,
19-06 21:55:47,8.0,0.0,0.0,260698112.0,43913216.0,757153792.0,1035476992.0,0.0,0.0,0.0,0.0,29361.0,67723.0,41.935,26.882,31.183,0.0,0.0,0.0,37.0,23.0,14.0,0.0,0.0,26.0,7984716.0,2785573.0,0.0,0.0,3.220,4.020,3.200,
19-06 21:55:48,7.0,0.0,0.0,258781184.0,43913216.0,757153792.0,1037393920.0,0.0,0.0,0.0,0.0,27834.0,64569.0,35.870,32.609,31.522,0.0,0.0,0.0,37.624,24.752,9.901,0.0,0.0,27.723,7777560.0,2690700.0,0.0,0.0,3.220,4.020,3.200,
19-06 21:55:49,4.0,0.0,0.0,257187840.0,43921408.0,757153792.0,1038979072.0,0.0,0.0,0.0,28672.0,28777.0,66320.0,41.935,31.183,26.882,0.0,0.0,0.0,34.314,19.608,13.725,0.0,0.0,32.353,7764716.0,2716660.0,0.0,2.0,3.220,4.020,3.200,
19-06 21:55:50,9.0,0.0,0.0,256610304.0,43921408.0,757153792.0,1039556608.0,0.0,0.0,0.0,0.0,27683.0,63708.0,39.785,27.957,32.258,0.0,0.0,0.0,32.353,18.627,18.627,0.0,0.0,30.392,7456710.0,2616270.0,0.0,0.0,3.200,4.0,3.200,
19-06 21:55:51,7.0,0.0,2.0,253956096.0,43921408.0,757153792.0,1042210816.0,0.0,0.0,0.0,0.0,28460.0,68904.0,43.011,31.183,25.806,0.0,0.0,0.0,35.0,17.0,19.0,0.0,0.0,29.0,7890958.0,2740101.0,0.0,0.0,3.200,4.0,3.200,
19-06 21:55:52,10.0,0.0,0.0,252194816.0,43921408.0,757153792.0,1043972096.0,0.0,0.0,0.0,0.0,27730.0,65760.0,40.206,30.928,28.866,0.0,0.0,0.0,32.323,17.172,19.192,0.0,0.0,31.313,7493126.0,2631662.0,0.0,0.0,3.200,4.0,3.200,
19-06 21:55:53,6.0,0.0,0.0,250241024.0,43921408.0,757153792.0,1045925888.0,0.0,0.0,0.0,0.0,28651.0,67978.0,38.298,31.915,29.787,0.0,0.0,0.0,35.644,21.782,14.851,0.0,0.0,27.723,8052128.0,2800428.0,0.0,0.0,3.200,4.0,3.200,
