"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -C total --output c1.csv",,,,"Date:","21 May 2018 18:33:26 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
1.142,0.600,98.218,0.038,0.0,0.002,84889.421,206933.308,0.0,0.0,0.0,0.0,23.633,49.465
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1498.0,1012.0,0.0,0.0,18.0,40.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,672.0,0.0,0.0,14.0,24.0
0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,1438.0,758.0,0.0,0.0,15.0,22.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1506.0,1010.0,0.0,0.0,14.0,22.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,344.0,1092.0,0.0,0.0,21.0,42.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,57344.0,1648.0,1092.0,0.0,0.0,20.0,39.0
0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,4398.0,1682.0,0.0,0.0,17.0,22.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1506.0,1010.0,0.0,0.0,14.0,22.0
0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,1894.0,1600.0,0.0,0.0,20.0,32.0
0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.0,2952.0,1092.0,0.0,0.0,18.0,28.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,4398.0,1010.0,0.0,0.0,20.0,32.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1506.0,672.0,0.0,0.0,14.0,22.0
1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,6128.0,2020.0,0.0,0.0,26.0,42.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1378.0,584.0,0.0,0.0,21.0,40.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1648.0,1092.0,0.0,0.0,19.0,32.0
0.980,0.0,98.039,0.980,0.0,0.0,0.0,12288.0,3220.0,1512.0,0.0,0.0,25.0,37.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3214.0,1162.0,0.0,0.0,23.0,32.0
0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,1872.0,1228.0,0.0,0.0,24.0,48.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1828.0,1174.0,0.0,0.0,23.0,30.0
0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,1648.0,1146.0,0.0,0.0,18.0,35.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,3624.0,2464.0,0.0,0.0,31.0,66.0
0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,1708.0,502.0,0.0,0.0,20.0,32.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3094.0,1092.0,0.0,0.0,20.0,30.0
1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,5844.0,1092.0,0.0,0.0,20.0,26.0
