"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -C total --output c2.csv",,,,"Date:","21 May 2018 19:02:44 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
1.177,2.366,94.277,0.025,0.0,2.155,49933.070,123065.716,0.0,0.0,0.0,0.0,1058.180,1307.652
0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,1686.0,1228.0,0.0,0.0,19.0,34.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3050.0,2190.0,0.0,0.0,16.0,33.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1724.0,1492.0,0.0,0.0,22.0,35.0
0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,1506.0,598.0,0.0,0.0,15.0,24.0
1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,2448.0,2256.0,0.0,0.0,29.0,90.0
0.0,1.010,98.990,0.0,0.0,0.0,0.0,28672.0,4204.0,3592.0,0.0,0.0,55.0,231.0
1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,4152.0,3224.0,0.0,0.0,43.0,212.0
0.990,0.990,98.020,0.0,0.0,0.0,0.0,0.0,4212.0,3224.0,0.0,0.0,47.0,212.0
0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,2922.0,1994.0,0.0,0.0,36.0,106.0
0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,1942.0,1256.0,0.0,0.0,24.0,36.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,1888.0,1548.0,0.0,0.0,29.0,64.0
0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,2930.0,2578.0,0.0,0.0,34.0,136.0
1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,1846.0,2086.0,0.0,0.0,36.0,141.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2938.0,2382.0,0.0,0.0,32.0,120.0
0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,2568.0,1892.0,0.0,0.0,32.0,87.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,2620.0,2948.0,0.0,0.0,43.0,193.0
0.980,1.961,97.059,0.0,0.0,0.0,0.0,0.0,1786.0,2086.0,0.0,0.0,39.0,145.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1822.0,1206.0,0.0,0.0,21.0,36.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1790.0,1206.0,0.0,0.0,21.0,38.0
0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,60.0,518.0,0.0,0.0,14.0,28.0
1.010,2.020,92.929,0.0,0.0,4.040,0.0,12288.0,167035.0,558798.0,0.0,0.0,1264.0,1455.0
2.0,12.0,70.0,0.0,0.0,16.0,0.0,0.0,775559.0,2603698.0,0.0,0.0,6167.0,6849.0
2.062,17.526,68.041,0.0,0.0,12.371,0.0,0.0,842241.0,2828971.0,0.0,0.0,6654.0,7333.0
3.738,17.757,63.551,0.0,0.0,14.953,0.0,0.0,836056.0,2812704.0,0.0,0.0,6601.0,7314.0
2.041,13.265,71.429,0.0,0.0,13.265,0.0,0.0,884465.0,2973099.0,0.0,0.0,7044.0,8018.0
3.093,16.495,70.103,0.0,0.0,10.309,0.0,32768.0,984691.0,3312867.0,0.0,0.0,7910.0,8867.0
3.093,13.402,70.103,0.0,0.0,13.402,0.0,0.0,947647.0,3183291.0,0.0,0.0,7578.0,8421.0
3.883,15.534,66.990,0.0,0.0,13.592,0.0,0.0,937160.0,3154307.0,0.0,0.0,7516.0,8572.0
4.950,11.881,68.317,0.0,0.0,14.851,0.0,0.0,941866.0,3162679.0,0.0,0.0,7652.0,8546.0
3.191,13.830,70.213,0.0,0.0,12.766,0.0,0.0,933294.0,3136260.0,0.0,0.0,7340.0,8106.0
2.020,13.131,68.687,0.0,0.0,16.162,0.0,16384.0,946312.0,3179701.0,0.0,0.0,7537.0,8458.0
1.087,11.957,72.826,0.0,0.0,14.130,0.0,0.0,963818.0,3237681.0,0.0,0.0,7620.0,8502.0
3.883,14.563,63.107,0.0,0.0,18.447,0.0,0.0,906540.0,3040998.0,0.0,0.0,7073.0,7728.0
2.0,20.0,64.0,0.0,0.0,14.0,0.0,0.0,909592.0,3052631.0,0.0,0.0,7037.0,7513.0
