"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -C total --output c128.csv",,,,"Date:","22 May 2018 01:24:57 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
0.654,2.731,93.972,0.007,0.0,2.635,7935.455,23181.875,0.0,0.0,0.0,0.0,1541.895,1766.087
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,246.0,1066.0,0.0,0.0,17.0,38.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1020.0,1064.0,0.0,0.0,15.0,24.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,218.0,750.0,0.0,0.0,17.0,38.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,818.0,518.0,0.0,0.0,16.0,26.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,120.0,672.0,0.0,0.0,14.0,24.0
0.0,4.082,93.878,0.0,0.0,2.041,0.0,28672.0,211123.0,844504.0,0.0,0.0,1616.0,1352.0
3.960,19.802,56.436,0.0,0.0,19.802,0.0,0.0,1554868.0,5169866.0,0.0,0.0,9715.0,4542.0
1.031,15.464,71.134,0.0,0.0,12.371,0.0,0.0,1042359.0,3544668.0,0.0,0.0,8321.0,8233.0
4.854,16.505,64.078,0.0,0.0,14.563,0.0,0.0,1132254.0,3831010.0,0.0,0.0,8774.0,8400.0
3.030,13.131,67.677,0.0,0.0,16.162,0.0,0.0,1104089.0,3844472.0,0.0,0.0,8943.0,9188.0
4.0,14.0,66.0,0.0,0.0,16.0,0.0,16384.0,1159449.0,4006794.0,0.0,0.0,9075.0,8757.0
2.020,15.152,67.677,0.0,0.0,15.152,0.0,0.0,1128775.0,3824793.0,0.0,0.0,8929.0,8787.0
2.0,16.0,66.0,0.0,0.0,16.0,0.0,0.0,1148307.0,3955412.0,0.0,0.0,9060.0,8925.0
5.0,14.0,67.0,0.0,0.0,14.0,0.0,0.0,1147001.0,3911713.0,0.0,0.0,9140.0,9250.0
3.061,15.306,67.347,0.0,0.0,14.286,0.0,0.0,1103563.0,3756708.0,0.0,0.0,8864.0,9053.0
2.941,14.706,66.667,0.0,0.0,15.686,0.0,0.0,1099781.0,3742580.0,0.0,0.0,9046.0,9794.0
1.031,16.495,65.979,0.0,0.0,16.495,0.0,12288.0,1149000.0,3905884.0,0.0,0.0,9150.0,9158.0
1.010,18.182,65.657,0.0,0.0,15.152,0.0,0.0,1177352.0,3983349.0,0.0,0.0,9078.0,8725.0
3.960,15.842,64.356,0.0,0.0,15.842,0.0,0.0,1161052.0,3947573.0,0.0,0.0,9013.0,8641.0
2.062,11.340,68.041,0.0,0.0,18.557,0.0,0.0,1160301.0,3941913.0,0.0,0.0,9150.0,8985.0
2.0,17.0,67.0,0.0,0.0,14.0,0.0,0.0,1098400.0,3735135.0,0.0,0.0,8919.0,9187.0
4.082,11.224,69.388,0.0,0.0,15.306,0.0,12288.0,1094016.0,3717382.0,0.0,0.0,8771.0,9034.0
2.0,19.0,67.0,0.0,0.0,12.0,0.0,0.0,1122974.0,3841773.0,0.0,0.0,8865.0,8843.0
1.980,15.842,67.327,0.0,0.0,14.851,0.0,0.0,1089867.0,3688612.0,0.0,0.0,8749.0,8887.0
2.970,15.842,67.327,0.0,0.0,13.861,0.0,0.0,1091227.0,3697731.0,0.0,0.0,8750.0,8977.0
3.0,16.0,68.0,0.0,0.0,13.0,0.0,0.0,1061235.0,3614579.0,0.0,0.0,8598.0,8851.0
2.970,13.861,65.347,0.0,0.0,17.822,0.0,0.0,1167214.0,3957501.0,0.0,0.0,9039.0,8649.0
3.125,14.583,68.750,0.0,0.0,13.542,0.0,12288.0,1154121.0,3920983.0,0.0,0.0,9142.0,9000.0
2.174,13.043,72.826,0.0,0.0,11.957,0.0,20480.0,1097639.0,3725634.0,0.0,0.0,8999.0,9542.0
2.970,14.851,64.356,0.0,0.0,17.822,0.0,0.0,1164036.0,3950816.0,0.0,0.0,8947.0,8723.0
1.064,12.766,70.213,0.0,0.0,15.957,0.0,0.0,1138406.0,3856362.0,0.0,0.0,9222.0,9455.0
4.082,15.306,66.327,0.0,0.0,14.286,0.0,0.0,1186375.0,4031422.0,0.0,0.0,9207.0,8899.0
3.960,18.812,64.356,0.0,0.0,12.871,0.0,12288.0,1183390.0,4054226.0,0.0,0.0,9396.0,9120.0
3.030,17.172,66.667,0.0,0.0,13.131,0.0,4096.0,1169305.0,3963415.0,0.0,0.0,9088.0,8755.0
3.093,16.495,68.041,0.0,0.0,12.371,0.0,0.0,1129535.0,3868521.0,0.0,0.0,8870.0,8728.0
3.960,18.812,65.347,0.0,0.0,11.881,0.0,0.0,1140657.0,3874764.0,0.0,0.0,8941.0,8597.0
2.0,18.0,66.0,0.0,0.0,14.0,0.0,0.0,1113925.0,3819489.0,0.0,0.0,9045.0,9433.0
4.040,14.141,65.657,0.0,0.0,16.162,0.0,0.0,1173234.0,3981018.0,0.0,0.0,9118.0,8933.0
2.0,15.0,68.0,0.0,0.0,15.0,0.0,32768.0,1120219.0,3799617.0,0.0,0.0,9086.0,9387.0
4.040,16.162,65.657,0.0,0.0,14.141,0.0,0.0,1162733.0,3952015.0,0.0,0.0,9104.0,8792.0
