"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -C total --output c16.csv",,,,"Date:","21 May 2018 23:49:30 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
0.473,1.566,96.446,0.008,0.0,1.507,10051.794,28751.694,0.0,0.0,0.0,0.0,810.740,984.884
0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,1134.0,1228.0,0.0,0.0,22.0,42.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,672.0,0.0,0.0,15.0,24.0
0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,768.0,1336.0,0.0,0.0,19.0,29.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1664.0,1140.0,0.0,0.0,18.0,29.0
1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,700.0,1108.0,0.0,0.0,20.0,34.0
0.0,0.990,99.010,0.0,0.0,0.0,0.0,69632.0,376.0,840.0,0.0,0.0,27.0,49.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1920.0,1400.0,0.0,0.0,24.0,43.0
0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,278.0,534.0,0.0,0.0,18.0,29.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,376.0,648.0,0.0,0.0,22.0,38.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,818.0,534.0,0.0,0.0,15.0,25.0
0.990,0.0,99.010,0.0,0.0,0.0,0.0,12288.0,218.0,1010.0,0.0,0.0,23.0,40.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,678.0,534.0,0.0,0.0,14.0,22.0
1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,218.0,1010.0,0.0,0.0,17.0,31.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1664.0,1124.0,0.0,0.0,20.0,31.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3110.0,1238.0,0.0,0.0,21.0,29.0
0.980,0.980,98.039,0.0,0.0,0.0,0.0,12288.0,1184.0,1600.0,0.0,0.0,22.0,38.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,316.0,648.0,0.0,0.0,20.0,38.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1520.0,1124.0,0.0,0.0,21.0,31.0
0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,376.0,632.0,0.0,0.0,22.0,36.0
0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.0,1664.0,1334.0,0.0,0.0,17.0,35.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,1854.0,2112.0,0.0,0.0,36.0,76.0
0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,2286.0,1674.0,0.0,0.0,27.0,45.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3426.0,2070.0,0.0,0.0,27.0,43.0
1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,1686.0,1238.0,0.0,0.0,21.0,36.0
