"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c8.csv",,,,"Date:","21 Jun 2018 15:17:05 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 15:17:05,0.0,0.0,0.117,413290496.0,132333568.0,665284608.0,886333440.0,0.0,0.0,3070.091,20583.369,1051.799,2700.732,4.126,1.154,94.711,0.006,0.0,0.002,3.976,1.016,94.205,0.004,0.0,0.800,0.0,0.0,0.161,0.367,0.720,1.490,0.770,
21-06 15:17:06,4.0,0.0,0.0,413564928.0,132333568.0,665288704.0,886054912.0,0.0,0.0,0.0,0.0,2861.0,6876.0,63.265,1.020,35.714,0.0,0.0,0.0,56.122,8.163,33.673,0.0,0.0,2.041,1640606.0,247677.0,0.0,0.0,0.720,1.490,0.770,
21-06 15:17:07,4.0,0.0,0.0,413691904.0,132333568.0,665288704.0,885927936.0,0.0,0.0,0.0,61440.0,4346.0,10348.0,89.691,4.124,6.186,0.0,0.0,0.0,84.0,8.0,5.0,0.0,0.0,3.0,2438332.0,395628.0,0.0,2.0,0.720,1.490,0.770,
21-06 15:17:08,5.0,0.0,0.0,413818880.0,132333568.0,665288704.0,885800960.0,0.0,0.0,0.0,0.0,4044.0,10224.0,89.583,3.125,7.292,0.0,0.0,0.0,77.320,12.371,5.155,0.0,0.0,5.155,2347662.0,383356.0,0.0,0.0,0.720,1.490,0.770,
21-06 15:17:09,4.0,0.0,0.0,410009600.0,132333568.0,665288704.0,889610240.0,0.0,0.0,0.0,0.0,4220.0,10165.0,87.755,5.102,7.143,0.0,0.0,0.0,80.808,9.091,6.061,0.0,0.0,4.040,2443760.0,390240.0,0.0,0.0,1.140,1.560,0.800,
21-06 15:17:10,4.0,0.0,0.0,412483584.0,132333568.0,665288704.0,887136256.0,0.0,0.0,0.0,20480.0,3993.0,9852.0,92.784,2.062,5.155,0.0,0.0,0.0,84.536,8.247,4.124,0.0,0.0,3.093,2414044.0,375152.0,0.0,1.0,1.140,1.560,0.800,
21-06 15:17:11,5.0,0.0,0.0,413151232.0,132333568.0,665288704.0,886468608.0,0.0,0.0,0.0,0.0,3962.0,10115.0,87.755,6.122,6.122,0.0,0.0,0.0,82.828,8.081,3.030,0.0,0.0,6.061,2306574.0,350515.0,0.0,0.0,1.140,1.560,0.800,
21-06 15:17:12,6.0,0.0,0.0,413724672.0,132333568.0,665288704.0,885895168.0,0.0,0.0,0.0,0.0,4289.0,10397.0,89.362,4.255,6.383,0.0,0.0,0.0,78.351,10.309,5.155,0.0,0.0,6.186,2515378.0,390863.0,0.0,0.0,1.140,1.560,0.800,
21-06 15:17:13,3.0,0.0,0.0,413433856.0,132333568.0,665288704.0,886185984.0,0.0,0.0,0.0,16384.0,4105.0,9874.0,89.899,4.040,6.061,0.0,0.0,0.0,82.474,11.340,3.093,0.0,0.0,3.093,2344772.0,372780.0,0.0,2.0,1.140,1.560,0.800,
21-06 15:17:14,4.0,0.0,0.0,413622272.0,132333568.0,665288704.0,885997568.0,0.0,0.0,0.0,0.0,4332.0,10342.0,86.598,5.155,8.247,0.0,0.0,0.0,73.529,12.745,4.902,0.0,0.0,8.824,2468758.0,386235.0,0.0,0.0,1.370,1.600,0.820,
21-06 15:17:15,3.0,0.0,0.0,413630464.0,132333568.0,665288704.0,885989376.0,0.0,0.0,0.0,0.0,4318.0,10637.0,85.714,7.143,7.143,0.0,0.0,0.0,84.536,6.186,5.155,0.0,0.0,4.124,2412124.0,370936.0,0.0,0.0,1.370,1.600,0.820,
21-06 15:17:16,4.0,0.0,0.0,413249536.0,132333568.0,665288704.0,886370304.0,0.0,0.0,0.0,0.0,4185.0,10037.0,90.722,2.062,7.216,0.0,0.0,0.0,79.798,10.101,5.051,0.0,0.0,5.051,2372438.0,364422.0,0.0,0.0,1.370,1.600,0.820,
21-06 15:17:17,3.0,0.0,0.0,411246592.0,132333568.0,665288704.0,888373248.0,0.0,0.0,0.0,0.0,4304.0,10721.0,88.776,6.122,5.102,0.0,0.0,0.0,78.0,12.0,6.0,0.0,0.0,4.0,2503842.0,370065.0,0.0,0.0,1.370,1.600,0.820,
21-06 15:17:18,4.0,0.0,0.0,409440256.0,132333568.0,665288704.0,890179584.0,0.0,0.0,0.0,0.0,4329.0,10661.0,90.099,3.960,5.941,0.0,0.0,0.0,79.592,11.224,4.082,0.0,0.0,5.102,2534464.0,370158.0,0.0,0.0,1.370,1.600,0.820,
21-06 15:17:19,4.0,0.0,0.0,407535616.0,132333568.0,665288704.0,892084224.0,0.0,0.0,0.0,12288.0,4120.0,10380.0,89.796,4.082,6.122,0.0,0.0,0.0,79.798,10.101,4.040,0.0,0.0,6.061,2455280.0,364938.0,0.0,2.0,1.580,1.640,0.840,
21-06 15:17:20,4.0,0.0,0.0,405536768.0,132333568.0,665288704.0,894083072.0,0.0,0.0,0.0,0.0,4020.0,10333.0,88.542,4.167,7.292,0.0,0.0,0.0,77.320,11.340,5.155,0.0,0.0,6.186,2419810.0,351807.0,0.0,0.0,1.580,1.640,0.840,
21-06 15:17:21,4.0,0.0,0.0,403947520.0,132333568.0,665288704.0,895672320.0,0.0,0.0,0.0,0.0,4117.0,10381.0,86.598,5.155,8.247,0.0,0.0,0.0,76.768,13.131,6.061,0.0,0.0,4.040,2454414.0,290864.0,0.0,0.0,1.580,1.640,0.840,
21-06 15:17:22,4.0,0.0,0.0,402640896.0,132333568.0,665292800.0,896974848.0,0.0,0.0,0.0,0.0,4337.0,10658.0,86.598,7.216,6.186,0.0,0.0,0.0,81.250,8.333,4.167,0.0,0.0,6.250,2554310.0,421116.0,0.0,0.0,1.580,1.640,0.840,
21-06 15:17:23,5.0,0.0,0.0,400232448.0,132333568.0,665292800.0,899383296.0,0.0,0.0,0.0,0.0,4263.0,10403.0,87.755,5.102,7.143,0.0,0.0,0.0,73.469,13.265,5.102,0.0,0.0,8.163,2474158.0,380022.0,0.0,0.0,1.580,1.640,0.840,
21-06 15:17:24,4.0,0.0,0.0,397914112.0,132333568.0,665292800.0,901701632.0,0.0,0.0,0.0,0.0,4454.0,10472.0,88.542,5.208,6.250,0.0,0.0,0.0,79.798,9.091,4.040,0.0,0.0,7.071,2512058.0,404919.0,0.0,0.0,1.610,1.650,0.840,
21-06 15:17:25,4.0,0.0,1.0,396341248.0,132333568.0,665292800.0,903274496.0,0.0,0.0,0.0,20480.0,4998.0,10902.0,90.625,2.083,7.292,0.0,0.0,0.0,83.505,8.247,4.124,0.0,0.0,4.124,2557230.0,398312.0,0.0,4.0,1.610,1.650,0.840,
21-06 15:17:26,4.0,0.0,0.0,394383360.0,132333568.0,665292800.0,905232384.0,0.0,0.0,0.0,0.0,4804.0,11368.0,88.889,7.071,4.040,0.0,0.0,0.0,83.333,4.167,6.250,0.0,0.0,6.250,2550476.0,407752.0,0.0,0.0,1.610,1.650,0.840,
21-06 15:17:27,6.0,0.0,2.0,392101888.0,132333568.0,665292800.0,907513856.0,0.0,0.0,0.0,0.0,4303.0,11117.0,83.673,12.245,4.082,0.0,0.0,0.0,78.351,5.155,7.216,0.0,0.0,9.278,2479873.0,407733.0,0.0,0.0,1.610,1.650,0.840,
21-06 15:17:28,3.0,0.0,0.0,388313088.0,132333568.0,665292800.0,911302656.0,0.0,0.0,0.0,0.0,4814.0,11117.0,83.505,11.340,5.155,0.0,0.0,0.0,80.0,7.0,8.0,0.0,0.0,5.0,2514974.0,414652.0,0.0,0.0,1.610,1.650,0.840,
21-06 15:17:29,4.0,0.0,0.0,385863680.0,132333568.0,665292800.0,913752064.0,0.0,0.0,0.0,0.0,4750.0,10904.0,85.567,6.186,8.247,0.0,0.0,0.0,80.0,9.474,5.263,0.0,0.0,5.263,2511898.0,409172.0,0.0,0.0,1.730,1.670,0.860,
21-06 15:17:30,6.0,0.0,0.0,383066112.0,132333568.0,665292800.0,916549632.0,0.0,0.0,0.0,0.0,4449.0,10798.0,88.542,4.167,7.292,0.0,0.0,0.0,83.333,8.333,2.083,0.0,0.0,6.250,2461590.0,413431.0,0.0,0.0,1.730,1.670,0.860,
21-06 15:17:31,4.0,0.0,0.0,380608512.0,132333568.0,665292800.0,919007232.0,0.0,0.0,0.0,20480.0,4395.0,10551.0,91.0,2.0,7.0,0.0,0.0,0.0,76.0,10.0,5.0,0.0,0.0,9.0,2501350.0,410931.0,0.0,2.0,1.730,1.670,0.860,
21-06 15:17:32,6.0,0.0,0.0,378466304.0,132333568.0,665292800.0,921149440.0,0.0,0.0,0.0,0.0,4329.0,10414.0,85.567,7.216,7.216,0.0,0.0,0.0,80.412,8.247,6.186,0.0,0.0,5.155,2434986.0,404131.0,0.0,0.0,1.730,1.670,0.860,
21-06 15:17:33,5.0,0.0,0.0,375898112.0,132333568.0,665292800.0,923717632.0,0.0,0.0,0.0,0.0,4280.0,10548.0,90.722,3.093,6.186,0.0,0.0,0.0,79.592,10.204,5.102,0.0,0.0,5.102,2516280.0,418004.0,0.0,0.0,1.730,1.670,0.860,
21-06 15:17:34,4.0,0.0,0.0,373293056.0,132333568.0,665292800.0,926322688.0,0.0,0.0,0.0,0.0,4373.0,10442.0,89.796,4.082,6.122,0.0,0.0,0.0,82.0,10.0,4.0,0.0,0.0,4.0,2507136.0,416375.0,0.0,0.0,1.910,1.710,0.870,
21-06 15:17:35,4.0,0.0,0.0,370724864.0,132333568.0,665292800.0,928890880.0,0.0,0.0,0.0,57344.0,4538.0,10344.0,87.368,4.211,8.421,0.0,0.0,0.0,75.258,13.402,6.186,0.0,0.0,5.155,2466586.0,398088.0,0.0,13.0,1.910,1.710,0.870,
21-06 15:17:36,4.0,0.0,0.0,368336896.0,132333568.0,665292800.0,931278848.0,0.0,0.0,0.0,0.0,4336.0,10046.0,85.714,6.122,8.163,0.0,0.0,0.0,83.838,7.071,4.040,0.0,0.0,5.051,2301240.0,367021.0,0.0,0.0,1.910,1.710,0.870,
21-06 15:17:37,4.0,0.0,0.0,365953024.0,132333568.0,665292800.0,933662720.0,0.0,0.0,0.0,12288.0,4517.0,10870.0,85.263,8.421,6.316,0.0,0.0,0.0,81.818,10.101,5.051,0.0,0.0,3.030,2477032.0,392746.0,0.0,2.0,1.910,1.710,0.870,
21-06 15:17:38,4.0,0.0,0.0,364326912.0,132333568.0,665292800.0,935288832.0,0.0,0.0,0.0,0.0,4410.0,10618.0,89.691,6.186,4.124,0.0,0.0,0.0,82.979,5.319,7.447,0.0,0.0,4.255,2400956.0,389243.0,0.0,0.0,1.910,1.710,0.870,
21-06 15:17:39,3.0,0.0,0.0,361820160.0,132333568.0,665292800.0,937795584.0,0.0,0.0,0.0,0.0,4688.0,10901.0,81.250,12.500,6.250,0.0,0.0,0.0,81.250,7.292,6.250,0.0,0.0,5.208,2455098.0,392718.0,0.0,0.0,1.840,1.700,0.870,
21-06 15:17:40,4.0,0.0,0.0,359514112.0,132333568.0,665292800.0,940101632.0,0.0,0.0,0.0,28672.0,4102.0,10399.0,87.755,6.122,6.122,0.0,0.0,0.0,82.653,8.163,5.102,0.0,0.0,4.082,2326072.0,371677.0,0.0,2.0,1.840,1.700,0.870,
21-06 15:17:41,4.0,0.0,0.0,356970496.0,132333568.0,665296896.0,942641152.0,0.0,0.0,0.0,0.0,4303.0,10894.0,88.0,6.0,6.0,0.0,0.0,0.0,81.053,9.474,6.316,0.0,0.0,3.158,2407964.0,385227.0,0.0,0.0,1.840,1.700,0.870,
21-06 15:17:42,4.0,0.0,0.0,354238464.0,132333568.0,665296896.0,945373184.0,0.0,0.0,0.0,0.0,4782.0,11126.0,87.755,8.163,4.082,0.0,0.0,0.0,78.125,7.292,7.292,0.0,0.0,7.292,2557484.0,407382.0,0.0,0.0,1.840,1.700,0.870,
21-06 15:17:43,4.0,0.0,0.0,352411648.0,132333568.0,665296896.0,947200000.0,0.0,0.0,0.0,28672.0,4485.0,10981.0,84.536,7.216,8.247,0.0,0.0,0.0,78.947,8.421,6.316,0.0,0.0,6.316,2497284.0,401747.0,0.0,3.0,1.840,1.700,0.870,
21-06 15:17:44,4.0,0.0,0.0,349712384.0,132333568.0,665296896.0,949899264.0,0.0,0.0,0.0,0.0,4587.0,10681.0,88.660,5.155,6.186,0.0,0.0,0.0,83.838,8.081,4.040,0.0,0.0,4.040,2528188.0,425730.0,0.0,0.0,2.090,1.760,0.900,
21-06 15:17:45,4.0,0.0,0.0,347275264.0,132333568.0,665296896.0,952336384.0,0.0,0.0,0.0,0.0,4632.0,11275.0,87.755,8.163,4.082,0.0,0.0,0.0,86.598,3.093,6.186,0.0,0.0,4.124,2492140.0,397126.0,0.0,0.0,2.090,1.760,0.900,
21-06 15:17:46,4.0,0.0,0.0,349036544.0,132333568.0,665296896.0,950575104.0,0.0,0.0,0.0,0.0,4407.0,11382.0,89.130,5.435,5.435,0.0,0.0,0.0,84.848,5.051,5.051,0.0,0.0,5.051,2539400.0,408175.0,0.0,0.0,2.090,1.760,0.900,
21-06 15:17:47,4.0,0.0,0.0,346873856.0,132333568.0,665296896.0,952737792.0,0.0,0.0,0.0,0.0,4806.0,11183.0,85.859,7.071,7.071,0.0,0.0,0.0,83.505,6.186,6.186,0.0,0.0,4.124,2542778.0,405599.0,0.0,0.0,2.090,1.760,0.900,
21-06 15:17:48,4.0,0.0,0.0,347283456.0,132333568.0,665296896.0,952328192.0,0.0,0.0,0.0,0.0,4516.0,10986.0,87.629,4.124,8.247,0.0,0.0,0.0,82.979,5.319,6.383,0.0,0.0,5.319,2493220.0,401802.0,0.0,0.0,2.090,1.760,0.900,
21-06 15:17:49,2.0,0.0,0.0,347009024.0,132337664.0,665296896.0,952598528.0,0.0,0.0,0.0,12288.0,4701.0,11107.0,85.417,6.250,8.333,0.0,0.0,0.0,84.848,5.051,5.051,0.0,0.0,5.051,2504538.0,404161.0,0.0,2.0,2.160,1.780,0.910,
21-06 15:17:50,5.0,0.0,0.0,347254784.0,132337664.0,665296896.0,952352768.0,0.0,0.0,0.0,0.0,4358.0,10451.0,87.629,4.124,8.247,0.0,0.0,0.0,77.083,12.500,4.167,0.0,0.0,6.250,2440026.0,411896.0,0.0,0.0,2.160,1.780,0.910,
21-06 15:17:51,4.0,0.0,0.0,347455488.0,132337664.0,665296896.0,952152064.0,0.0,0.0,0.0,0.0,4552.0,10911.0,85.263,6.316,8.421,0.0,0.0,0.0,78.788,11.111,3.030,0.0,0.0,7.071,2482454.0,413147.0,0.0,0.0,2.160,1.780,0.910,
21-06 15:17:52,3.0,0.0,0.0,347758592.0,132337664.0,665296896.0,951848960.0,0.0,0.0,0.0,0.0,4342.0,11935.0,88.421,4.211,7.368,0.0,0.0,0.0,84.375,7.292,5.208,0.0,0.0,3.125,2465182.0,421151.0,0.0,0.0,2.160,1.780,0.910,
21-06 15:17:53,4.0,0.0,0.0,348090368.0,132337664.0,665296896.0,951517184.0,0.0,0.0,0.0,0.0,4405.0,10553.0,85.106,8.511,6.383,0.0,0.0,0.0,77.551,7.143,7.143,0.0,0.0,8.163,2419116.0,377360.0,0.0,0.0,2.160,1.780,0.910,
21-06 15:17:54,4.0,0.0,0.0,346042368.0,132337664.0,665296896.0,953565184.0,0.0,0.0,0.0,16384.0,4436.0,10578.0,87.500,5.208,7.292,0.0,0.0,0.0,81.443,6.186,6.186,0.0,0.0,6.186,2405066.0,386151.0,0.0,2.0,2.470,1.850,0.940,
21-06 15:17:55,4.0,0.0,0.0,344014848.0,132337664.0,665296896.0,955592704.0,0.0,0.0,0.0,0.0,4548.0,11378.0,85.859,8.081,6.061,0.0,0.0,0.0,78.947,11.579,5.263,0.0,0.0,4.211,2570532.0,403484.0,0.0,0.0,2.470,1.850,0.940,
21-06 15:17:56,4.0,0.0,0.0,340680704.0,132337664.0,665296896.0,958926848.0,0.0,0.0,0.0,0.0,4573.0,11056.0,90.722,3.093,6.186,0.0,0.0,0.0,83.673,8.163,4.082,0.0,0.0,4.082,2457256.0,381429.0,0.0,0.0,2.470,1.850,0.940,
21-06 15:17:57,6.0,0.0,0.0,338669568.0,132337664.0,665296896.0,960937984.0,0.0,0.0,0.0,0.0,4569.0,10859.0,85.567,6.186,8.247,0.0,0.0,0.0,84.536,8.247,4.124,0.0,0.0,3.093,2467496.0,416691.0,0.0,0.0,2.470,1.850,0.940,
21-06 15:17:58,5.0,0.0,0.0,349569024.0,132337664.0,665296896.0,950038528.0,0.0,0.0,0.0,0.0,4295.0,10588.0,89.583,2.083,8.333,0.0,0.0,0.0,77.551,9.184,4.082,0.0,0.0,9.184,2497160.0,416739.0,0.0,0.0,2.470,1.850,0.940,
21-06 15:17:59,5.0,0.0,0.0,349962240.0,132337664.0,665296896.0,949645312.0,0.0,0.0,0.0,0.0,4580.0,10680.0,88.776,4.082,7.143,0.0,0.0,0.0,78.571,11.224,5.102,0.0,0.0,5.102,2560540.0,436306.0,0.0,0.0,2.750,1.920,0.960,
21-06 15:18:00,4.0,0.0,0.0,348868608.0,132337664.0,665300992.0,950734848.0,0.0,0.0,0.0,20480.0,4574.0,10619.0,90.526,2.105,7.368,0.0,0.0,0.0,82.653,8.163,5.102,0.0,0.0,4.082,2524636.0,429971.0,0.0,4.0,2.750,1.920,0.960,
21-06 15:18:01,4.0,0.0,0.0,346488832.0,132337664.0,665300992.0,953114624.0,0.0,0.0,0.0,0.0,4426.0,10149.0,87.368,5.263,7.368,0.0,0.0,0.0,76.238,12.871,3.960,0.0,0.0,6.931,2460362.0,417385.0,0.0,0.0,2.750,1.920,0.960,
21-06 15:18:02,4.0,0.0,0.0,343785472.0,132337664.0,665300992.0,955817984.0,0.0,0.0,0.0,0.0,4185.0,10425.0,87.755,5.102,7.143,0.0,0.0,0.0,82.653,7.143,5.102,0.0,0.0,5.102,2452410.0,416082.0,0.0,0.0,2.750,1.920,0.960,
21-06 15:18:03,3.0,0.0,0.0,341553152.0,132337664.0,665300992.0,958050304.0,0.0,0.0,0.0,0.0,4554.0,11095.0,88.660,3.093,8.247,0.0,0.0,0.0,78.947,8.421,6.316,0.0,0.0,6.316,2554924.0,429666.0,0.0,0.0,2.750,1.920,0.960,
21-06 15:18:04,4.0,0.0,0.0,339300352.0,132337664.0,665300992.0,960303104.0,0.0,0.0,0.0,0.0,4146.0,10862.0,87.629,4.124,8.247,0.0,0.0,0.0,75.0,12.0,4.0,0.0,0.0,9.0,2461812.0,421849.0,0.0,0.0,2.850,1.950,0.980,
21-06 15:18:05,3.0,0.0,0.0,336080896.0,132337664.0,665300992.0,963522560.0,0.0,0.0,0.0,0.0,4413.0,10742.0,88.660,5.155,6.186,0.0,0.0,0.0,79.592,12.245,5.102,0.0,0.0,3.061,2487000.0,424777.0,0.0,0.0,2.850,1.950,0.980,
21-06 15:18:06,4.0,0.0,0.0,334839808.0,132341760.0,665300992.0,964759552.0,0.0,0.0,0.0,12288.0,4084.0,10073.0,86.458,5.208,8.333,0.0,0.0,0.0,80.808,12.121,4.040,0.0,0.0,3.030,2374238.0,400824.0,0.0,2.0,2.850,1.950,0.980,
21-06 15:18:07,4.0,0.0,0.0,334893056.0,132341760.0,665300992.0,964706304.0,0.0,0.0,0.0,0.0,4503.0,10986.0,92.553,2.128,5.319,0.0,0.0,0.0,86.598,5.155,4.124,0.0,0.0,4.124,2574438.0,436443.0,0.0,0.0,2.850,1.950,0.980,
21-06 15:18:08,4.0,0.0,0.0,332402688.0,132341760.0,665300992.0,967196672.0,0.0,0.0,0.0,0.0,4353.0,10472.0,87.500,5.208,7.292,0.0,0.0,0.0,73.0,13.0,7.0,0.0,0.0,7.0,2410178.0,408603.0,0.0,0.0,2.850,1.950,0.980,
21-06 15:18:09,6.0,0.0,0.0,329723904.0,132341760.0,665300992.0,969875456.0,0.0,0.0,0.0,0.0,4468.0,10542.0,87.368,4.211,8.421,0.0,0.0,0.0,78.351,9.278,6.186,0.0,0.0,6.186,2470106.0,416206.0,0.0,0.0,2.860,1.970,0.990,
21-06 15:18:10,5.0,0.0,0.0,327815168.0,132341760.0,665300992.0,971784192.0,0.0,0.0,0.0,32768.0,4337.0,10344.0,88.660,4.124,7.216,0.0,0.0,0.0,77.551,12.245,6.122,0.0,0.0,4.082,2465790.0,418555.0,0.0,4.0,2.860,1.970,0.990,
21-06 15:18:11,4.0,0.0,0.0,343248896.0,132341760.0,665300992.0,956350464.0,0.0,0.0,0.0,0.0,4188.0,9965.0,90.722,3.093,6.186,0.0,0.0,0.0,74.490,12.245,5.102,0.0,0.0,8.163,2345754.0,401607.0,0.0,0.0,2.860,1.970,0.990,
21-06 15:18:12,2.0,0.0,0.0,343298048.0,132341760.0,665300992.0,956301312.0,0.0,0.0,0.0,16384.0,4295.0,10440.0,88.421,3.158,8.421,0.0,0.0,0.0,74.737,11.579,6.316,0.0,0.0,7.368,2481066.0,418146.0,0.0,2.0,2.860,1.970,0.990,
