"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c4.csv",,,,"Date:","21 Jun 2018 15:11:23 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 15:11:23,0.000,0.0,0.117,215007232.0,132190208.0,665206784.0,1084837888.0,0.0,0.0,3077.534,20621.586,1046.637,2689.173,4.006,1.145,94.841,0.006,0.0,0.002,3.860,1.004,94.339,0.004,0.0,0.793,0.0,0.0,0.162,0.366,0.0,0.0,0.0,
21-06 15:11:24,5.0,0.0,1.0,252235776.0,132190208.0,665210880.0,1047605248.0,0.0,0.0,0.0,0.0,1651.0,3079.0,61.0,3.0,36.0,0.0,0.0,0.0,63.265,5.102,31.633,0.0,0.0,0.0,277938.0,45825.0,0.0,0.0,0.320,0.070,0.020,
21-06 15:11:25,3.0,0.0,0.0,317251584.0,132190208.0,665210880.0,982589440.0,0.0,0.0,0.0,8192.0,2746.0,6087.0,90.816,7.143,2.041,0.0,0.0,0.0,88.119,6.931,2.970,0.0,0.0,1.980,995714.0,173966.0,0.0,2.0,0.320,0.070,0.020,
21-06 15:11:26,6.0,0.0,0.0,410382336.0,132190208.0,665210880.0,889458688.0,0.0,0.0,0.0,36864.0,2718.0,6523.0,90.909,8.081,1.010,0.0,0.0,0.0,83.673,11.224,2.041,0.0,0.0,3.061,1245576.0,216627.0,0.0,2.0,0.320,0.070,0.020,
21-06 15:11:27,5.0,0.0,0.0,410419200.0,132190208.0,665210880.0,889421824.0,0.0,0.0,0.0,0.0,3973.0,9372.0,89.583,4.167,6.250,0.0,0.0,0.0,84.536,9.278,5.155,0.0,0.0,1.031,1946444.0,327739.0,0.0,0.0,0.320,0.070,0.020,
21-06 15:11:28,4.0,0.0,0.0,406196224.0,132190208.0,665210880.0,893644800.0,0.0,0.0,0.0,0.0,3761.0,9031.0,85.567,5.155,9.278,0.0,0.0,0.0,78.571,9.184,7.143,0.0,0.0,5.102,1926974.0,322612.0,0.0,0.0,0.320,0.070,0.020,
21-06 15:11:29,4.0,0.0,0.0,398675968.0,132190208.0,665210880.0,901165056.0,0.0,0.0,0.0,0.0,3848.0,9344.0,84.946,5.376,9.677,0.0,0.0,0.0,84.536,6.186,5.155,0.0,0.0,4.124,1965320.0,332107.0,0.0,0.0,0.450,0.100,0.030,
21-06 15:11:30,4.0,0.0,1.0,392417280.0,132190208.0,665210880.0,907423744.0,0.0,0.0,0.0,0.0,3739.0,9112.0,89.691,4.124,6.186,0.0,0.0,0.0,78.125,11.458,7.292,0.0,0.0,3.125,1853508.0,324484.0,0.0,0.0,0.450,0.100,0.030,
21-06 15:11:31,4.0,0.0,0.0,388182016.0,132190208.0,665210880.0,911659008.0,0.0,0.0,0.0,12288.0,4024.0,9432.0,84.375,4.167,11.458,0.0,0.0,0.0,73.737,11.111,10.101,0.0,0.0,5.051,2009892.0,329449.0,0.0,2.0,0.450,0.100,0.030,

