"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c1000.csv",,,,"Date:","21 Jun 2018 15:46:46 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 15:46:46,0.000,0.0,0.116,469131264.0,132820992.0,665665536.0,829624320.0,0.0,0.0,3031.970,20390.536,1083.735,2774.892,4.968,1.200,93.824,0.006,0.0,0.002,4.758,1.081,93.315,0.004,0.0,0.843,0.0,0.0,0.159,0.371,2.260,3.170,2.890,
21-06 15:46:47,3.0,0.0,0.0,477589504.0,132820992.0,665669632.0,821161984.0,0.0,0.0,0.0,0.0,2530.0,5094.0,43.0,1.0,56.0,0.0,0.0,0.0,38.384,6.061,53.535,0.0,0.0,2.020,4776802.0,309409.0,0.0,0.0,2.260,3.170,2.890,
21-06 15:46:48,3.0,0.0,0.0,464846848.0,132820992.0,665669632.0,833904640.0,0.0,0.0,0.0,0.0,2462.0,8127.0,94.949,2.020,3.030,0.0,0.0,0.0,90.099,6.931,0.990,0.0,0.0,1.980,69180.0,313319.0,0.0,0.0,2.260,3.170,2.890,
21-06 15:46:49,0.0,0.0,0.0,462049280.0,132825088.0,665669632.0,836698112.0,0.0,0.0,0.0,40960.0,708.0,2375.0,21.212,3.030,75.758,0.0,0.0,0.0,23.232,1.010,75.758,0.0,0.0,0.0,19650.0,89337.0,0.0,2.0,2.260,3.170,2.890,
21-06 15:46:50,0.0,0.0,0.0,462049280.0,132825088.0,665669632.0,836698112.0,0.0,0.0,0.0,0.0,53.0,63.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,327.0,0.0,0.0,2.080,3.120,2.870,


"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c1000.csv",,,,"Date:","21 Jun 2018 15:46:54 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 15:46:54,0.0,0.0,0.116,461631488.0,132825088.0,665669632.0,837115904.0,0.0,0.0,3031.802,20389.692,1083.716,2774.850,4.969,1.200,93.823,0.006,0.0,0.002,4.759,1.081,93.314,0.004,0.0,0.843,0.0,0.0,0.159,0.371,2.080,3.120,2.870,
21-06 15:46:55,3.0,0.0,0.0,470372352.0,132825088.0,665669632.0,828375040.0,0.0,0.0,0.0,12288.0,2686.0,5010.0,36.364,3.030,60.606,0.0,0.0,0.0,37.113,0.0,59.794,0.0,0.0,3.093,5114512.0,325363.0,0.0,2.0,2.150,3.120,2.870,
21-06 15:46:56,4.0,0.0,0.0,466919424.0,132825088.0,665669632.0,831827968.0,0.0,0.0,0.0,0.0,3241.0,8628.0,92.784,3.093,4.124,0.0,0.0,0.0,91.0,3.0,5.0,0.0,0.0,1.0,141244.0,304241.0,0.0,0.0,2.150,3.120,2.870,
21-06 15:46:57,2.0,0.0,0.0,480059392.0,132825088.0,665669632.0,818688000.0,0.0,0.0,0.0,0.0,4465.0,10122.0,87.755,8.163,4.082,0.0,0.0,0.0,86.735,4.082,5.102,0.0,0.0,4.082,6042990.0,458726.0,0.0,0.0,2.150,3.120,2.870,
21-06 15:46:58,6.0,0.0,0.0,491708416.0,132825088.0,665669632.0,807038976.0,0.0,0.0,0.0,8192.0,5038.0,10501.0,91.0,8.0,1.0,0.0,0.0,0.0,86.735,3.061,3.061,0.0,0.0,7.143,6642888.0,645554.0,0.0,2.0,2.150,3.120,2.870,
21-06 15:46:59,3.0,0.0,0.0,487051264.0,132825088.0,665669632.0,811696128.0,0.0,0.0,0.0,0.0,3245.0,9433.0,91.919,7.071,1.010,0.0,0.0,0.0,91.753,4.124,3.093,0.0,0.0,1.031,1165134.0,440919.0,0.0,0.0,2.150,3.120,2.870,
21-06 15:47:00,4.0,0.0,0.0,484593664.0,132825088.0,665669632.0,814153728.0,0.0,0.0,0.0,0.0,4251.0,10482.0,90.909,9.091,0.0,0.0,0.0,0.0,88.889,4.040,3.030,0.0,0.0,4.040,3053942.0,464698.0,0.0,0.0,2.220,3.110,2.880,
21-06 15:47:01,3.0,0.0,0.0,474685440.0,132825088.0,665669632.0,824061952.0,0.0,0.0,0.0,12288.0,3065.0,9606.0,91.0,9.0,0.0,0.0,0.0,0.0,92.0,3.0,3.0,0.0,0.0,2.0,75090.0,359580.0,0.0,2.0,2.220,3.110,2.880,
21-06 15:47:02,3.0,0.0,0.0,468418560.0,132825088.0,665669632.0,830328832.0,0.0,0.0,0.0,0.0,3088.0,9717.0,92.0,7.0,1.0,0.0,0.0,0.0,91.837,4.082,2.041,0.0,0.0,2.041,77340.0,361032.0,0.0,0.0,2.220,3.110,2.880,
