"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c512.csv",,,,"Date:","21 Jun 2018 15:42:50 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 15:42:50,0.0,0.0,0.116,455290880.0,132743168.0,665620480.0,843587584.0,0.0,0.0,3036.970,20414.864,1079.246,2764.225,4.847,1.195,93.950,0.006,0.0,0.002,4.648,1.071,93.441,0.004,0.0,0.836,0.0,0.0,0.160,0.370,2.410,3.150,2.760,
21-06 15:42:51,6.0,0.0,0.0,463548416.0,132743168.0,665624576.0,835325952.0,0.0,0.0,0.0,0.0,3922.0,7725.0,61.224,4.082,34.694,0.0,0.0,0.0,57.292,3.125,34.375,0.0,0.0,5.208,4354352.0,343729.0,0.0,0.0,2.410,3.150,2.760,
21-06 15:42:52,5.0,0.0,0.0,464211968.0,132743168.0,665624576.0,834662400.0,0.0,0.0,0.0,0.0,4810.0,12162.0,88.776,9.184,2.041,0.0,0.0,0.0,86.598,5.155,4.124,0.0,0.0,4.124,2635928.0,415015.0,0.0,0.0,2.410,3.150,2.760,
21-06 15:42:53,5.0,0.0,0.0,464961536.0,132743168.0,665624576.0,833912832.0,0.0,0.0,0.0,36864.0,4808.0,10388.0,89.0,8.0,3.0,0.0,0.0,0.0,86.598,4.124,3.093,0.0,0.0,6.186,2557120.0,403352.0,0.0,7.0,2.410,3.150,2.760,
21-06 15:42:54,4.0,0.0,0.0,466391040.0,132743168.0,665624576.0,832483328.0,0.0,0.0,0.0,0.0,5012.0,10901.0,88.542,8.333,3.125,0.0,0.0,0.0,88.660,4.124,3.093,0.0,0.0,4.124,2613286.0,411127.0,0.0,0.0,2.410,3.150,2.760,
21-06 15:42:55,4.0,0.0,0.0,466022400.0,132743168.0,665624576.0,832851968.0,0.0,0.0,0.0,0.0,4330.0,11040.0,89.899,7.071,3.030,0.0,0.0,0.0,88.889,2.020,4.040,0.0,0.0,5.051,2551360.0,408513.0,0.0,0.0,2.540,3.160,2.760,
21-06 15:42:56,3.0,0.0,0.0,466857984.0,132743168.0,665624576.0,832016384.0,0.0,0.0,0.0,32768.0,4460.0,10699.0,88.660,8.247,3.093,0.0,0.0,0.0,84.848,6.061,4.040,0.0,0.0,5.051,2515210.0,392137.0,0.0,2.0,2.540,3.160,2.760,
21-06 15:42:57,5.0,0.0,0.0,467488768.0,132743168.0,665624576.0,831385600.0,0.0,0.0,0.0,0.0,4399.0,10746.0,89.899,7.071,3.030,0.0,0.0,0.0,91.667,4.167,2.083,0.0,0.0,2.083,2577436.0,400616.0,0.0,0.0,2.540,3.160,2.760,
21-06 15:42:58,4.0,0.0,0.0,468066304.0,132743168.0,665624576.0,830808064.0,0.0,0.0,0.0,12288.0,4812.0,11589.0,87.879,9.091,3.030,0.0,0.0,0.0,86.139,4.950,2.970,0.0,0.0,5.941,2583064.0,411816.0,0.0,2.0,2.540,3.160,2.760,
21-06 15:42:59,4.0,0.0,0.0,468033536.0,132743168.0,665624576.0,830840832.0,0.0,0.0,0.0,0.0,5134.0,11467.0,91.753,6.186,2.062,0.0,0.0,0.0,87.629,7.216,3.093,0.0,0.0,2.062,2650250.0,420627.0,0.0,0.0,2.540,3.160,2.760,
21-06 15:43:00,4.0,0.0,0.0,467673088.0,132743168.0,665624576.0,831201280.0,0.0,0.0,0.0,0.0,4915.0,11222.0,91.667,4.167,4.167,0.0,0.0,0.0,86.139,6.931,1.980,0.0,0.0,4.950,2598520.0,411893.0,0.0,0.0,2.570,3.160,2.760,
21-06 15:43:01,5.0,0.0,0.0,467701760.0,132747264.0,665624576.0,831168512.0,0.0,0.0,0.0,28672.0,4787.0,11317.0,91.919,6.061,2.020,0.0,0.0,0.0,83.505,8.247,4.124,0.0,0.0,4.124,2527572.0,400778.0,0.0,2.0,2.570,3.160,2.760,
21-06 15:43:02,4.0,0.0,0.0,468508672.0,132747264.0,665624576.0,830361600.0,0.0,0.0,0.0,0.0,4271.0,10342.0,91.919,4.040,4.040,0.0,0.0,0.0,87.755,5.102,3.061,0.0,0.0,4.082,2392644.0,379735.0,0.0,0.0,2.570,3.160,2.760,
21-06 15:43:03,4.0,0.0,0.0,468443136.0,132747264.0,665624576.0,830427136.0,0.0,0.0,0.0,0.0,5051.0,11350.0,92.0,7.0,1.0,0.0,0.0,0.0,91.919,2.020,3.030,0.0,0.0,3.030,2641740.0,420778.0,0.0,0.0,2.570,3.160,2.760,
21-06 15:43:04,4.0,0.0,0.0,468312064.0,132747264.0,665624576.0,830558208.0,0.0,0.0,0.0,0.0,5017.0,11219.0,86.598,10.309,3.093,0.0,0.0,0.0,87.0,4.0,4.0,0.0,0.0,5.0,2651158.0,415963.0,0.0,0.0,2.570,3.160,2.760,
21-06 15:43:05,3.0,0.0,0.0,468639744.0,132747264.0,665624576.0,830230528.0,0.0,0.0,0.0,0.0,4620.0,11207.0,90.909,5.051,4.040,0.0,0.0,0.0,88.542,4.167,3.125,0.0,0.0,4.167,2616094.0,417838.0,0.0,0.0,2.690,3.180,2.770,
21-06 15:43:06,5.0,0.0,0.0,467849216.0,132751360.0,665624576.0,831016960.0,0.0,0.0,0.0,12288.0,4277.0,10561.0,89.796,6.122,4.082,0.0,0.0,0.0,84.536,9.278,3.093,0.0,0.0,3.093,2509826.0,404092.0,0.0,2.0,2.690,3.180,2.770,
21-06 15:43:07,4.0,0.0,2.0,468832256.0,132751360.0,665628672.0,830029824.0,0.0,0.0,0.0,0.0,4586.0,11044.0,94.898,3.061,2.041,0.0,0.0,0.0,84.848,8.081,3.030,0.0,0.0,4.040,2589063.0,407909.0,0.0,0.0,2.690,3.180,2.770,
21-06 15:43:08,5.0,0.0,0.0,468799488.0,132751360.0,665628672.0,830062592.0,0.0,0.0,0.0,0.0,4498.0,11307.0,92.784,4.124,3.093,0.0,0.0,0.0,83.838,8.081,2.020,0.0,0.0,6.061,2668072.0,423828.0,0.0,0.0,2.690,3.180,2.770,
21-06 15:43:09,4.0,0.0,0.0,468512768.0,132751360.0,665628672.0,830349312.0,0.0,0.0,0.0,0.0,4138.0,11065.0,93.878,2.041,4.082,0.0,0.0,0.0,85.714,7.143,3.061,0.0,0.0,4.082,2489500.0,396119.0,0.0,0.0,2.690,3.180,2.770,
