"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c64.csv",,,,"Date:","19 Jun 2018 21:51:42 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
19-06 21:51:42,0.0,0.0,0.038,194928640.0,161165312.0,681734144.0,1059553280.0,0.0,0.0,163.496,2437.871,37.766,48.351,0.045,0.060,99.852,0.001,0.0,0.041,0.0,0.0,0.009,0.080,0.260,0.350,0.260,
19-06 21:51:43,0.0,0.0,1.0,196104192.0,161165312.0,681738240.0,1058373632.0,0.0,0.0,0.0,0.0,102.0,130.0,1.010,0.0,98.990,0.0,0.0,0.0,19716.0,127032.0,0.0,0.0,0.260,0.350,0.260,
19-06 21:51:44,1.0,0.0,0.0,196345856.0,161165312.0,681738240.0,1058131968.0,0.0,0.0,0.0,0.0,13424.0,11745.0,7.692,24.038,45.192,0.0,0.0,23.077,2475940.0,8324468.0,0.0,0.0,0.260,0.350,0.260,
19-06 21:51:45,1.0,0.0,0.0,196722688.0,161165312.0,681738240.0,1057755136.0,0.0,0.0,0.0,0.0,12691.0,11623.0,5.102,23.469,46.939,0.0,0.0,24.490,2510100.0,8446178.0,0.0,0.0,0.260,0.350,0.260,
19-06 21:51:46,1.0,0.0,0.0,196640768.0,161165312.0,681738240.0,1057837056.0,0.0,0.0,0.0,4096.0,13221.0,12250.0,5.376,22.581,48.387,0.0,0.0,23.656,2580561.0,8692534.0,0.0,1.0,0.240,0.340,0.250,
19-06 21:51:47,1.0,0.0,0.0,196964352.0,161165312.0,681738240.0,1057513472.0,0.0,0.0,0.0,0.0,13039.0,11750.0,4.167,21.875,46.875,0.0,0.0,27.083,2621845.0,8815940.0,0.0,0.0,0.240,0.340,0.250,
19-06 21:51:48,1.0,0.0,0.0,197017600.0,161165312.0,681738240.0,1057460224.0,0.0,0.0,0.0,28672.0,13813.0,12657.0,6.061,26.263,43.434,0.0,0.0,24.242,2766201.0,9337236.0,0.0,2.0,0.240,0.340,0.250,
19-06 21:51:49,0.0,0.0,0.0,197214208.0,161165312.0,681738240.0,1057263616.0,0.0,0.0,0.0,0.0,12449.0,11569.0,6.796,22.330,47.573,0.0,0.0,23.301,2407737.0,8117252.0,0.0,0.0,0.240,0.340,0.250,
19-06 21:51:50,1.0,0.0,0.0,197345280.0,161165312.0,681738240.0,1057132544.0,0.0,0.0,0.0,0.0,13059.0,12239.0,4.950,26.733,46.535,0.0,0.0,21.782,2557459.0,8596402.0,0.0,0.0,0.240,0.340,0.250,
19-06 21:51:51,1.0,0.0,0.0,197578752.0,161165312.0,681738240.0,1056899072.0,0.0,0.0,0.0,0.0,12960.0,12504.0,5.0,24.0,49.0,0.0,0.0,22.0,2457386.0,8293414.0,0.0,0.0,0.300,0.360,0.260,
19-06 21:51:52,1.0,0.0,0.0,197640192.0,161165312.0,681738240.0,1056837632.0,0.0,0.0,0.0,0.0,12888.0,12639.0,6.061,23.232,50.505,0.0,0.0,20.202,2365561.0,7950914.0,0.0,0.0,0.300,0.360,0.260,
19-06 21:51:53,1.0,0.0,0.0,197824512.0,161165312.0,681738240.0,1056653312.0,0.0,0.0,0.0,12288.0,12694.0,12023.0,7.0,23.0,48.0,0.0,0.0,22.0,2560598.0,8623366.0,0.0,2.0,0.300,0.360,0.260,
19-06 21:51:54,1.0,0.0,0.0,198049792.0,161165312.0,681738240.0,1056428032.0,0.0,0.0,0.0,0.0,12685.0,12031.0,6.796,21.359,46.602,0.0,0.0,25.243,2479687.0,8361112.0,0.0,0.0,0.300,0.360,0.260,
19-06 21:51:55,1.0,0.0,0.0,198209536.0,161165312.0,681738240.0,1056268288.0,0.0,0.0,0.0,0.0,12564.0,11729.0,6.061,26.263,49.495,0.0,0.0,18.182,2442590.0,8228012.0,0.0,0.0,0.300,0.360,0.260,
19-06 21:51:56,1.0,0.0,0.0,198361088.0,161165312.0,681738240.0,1056116736.0,0.0,0.0,0.0,0.0,12366.0,12242.0,3.125,20.833,53.125,0.0,0.0,22.917,2234812.0,7523298.0,0.0,0.0,0.360,0.370,0.260,
19-06 21:51:57,1.0,0.0,0.0,198311936.0,161165312.0,681738240.0,1056165888.0,0.0,0.0,0.0,0.0,12877.0,12630.0,5.660,22.642,48.113,0.0,0.0,23.585,2318903.0,7811296.0,0.0,0.0,0.360,0.370,0.260,
19-06 21:51:58,1.0,0.0,0.0,198602752.0,161165312.0,681738240.0,1055875072.0,0.0,0.0,0.0,12288.0,12806.0,12867.0,6.863,17.647,49.020,0.0,0.0,26.471,2320874.0,7818398.0,0.0,2.0,0.360,0.370,0.260,
19-06 21:51:59,1.0,0.0,0.0,198791168.0,161165312.0,681738240.0,1055686656.0,0.0,0.0,0.0,0.0,12815.0,12627.0,9.901,20.792,50.495,0.0,0.0,18.812,2256809.0,7593638.0,0.0,0.0,0.360,0.370,0.260,
19-06 21:52:00,1.0,0.0,0.0,199139328.0,161165312.0,681738240.0,1055338496.0,0.0,0.0,0.0,0.0,12738.0,11880.0,6.250,26.042,48.958,0.0,0.0,18.750,2468091.0,8322624.0,0.0,0.0,0.360,0.370,0.260,
19-06 21:52:01,1.0,0.0,0.0,199303168.0,161165312.0,681742336.0,1055170560.0,0.0,0.0,0.0,0.0,12144.0,12176.0,4.082,21.429,53.061,0.0,0.0,21.429,2306403.0,7753630.0,0.0,0.0,0.410,0.380,0.270,
19-06 21:52:02,1.0,0.0,0.0,199397376.0,161165312.0,681742336.0,1055076352.0,0.0,0.0,0.0,0.0,12632.0,12423.0,3.922,22.549,50.0,0.0,0.0,23.529,2294444.0,7735264.0,0.0,0.0,0.410,0.380,0.270,
