"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c1.csv",,,,"Date:","19 Jun 2018 21:11:33 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
19-06 21:11:33,0.0,0.0,0.038,195133440.0,161157120.0,681295872.0,1059794944.0,0.0,0.0,163.658,2437.092,28.831,38.226,0.043,0.047,99.881,0.001,0.0,0.028,0.0,0.0,0.009,0.080,0.0,0.0,0.0,
19-06 21:11:34,0.0,0.0,1.0,195526656.0,161157120.0,681299968.0,1059397632.0,0.0,0.0,0.0,0.0,27.0,74.0,0.0,1.0,99.0,0.0,0.0,0.0,1424.0,2138.0,0.0,0.0,0.0,0.0,0.0,
19-06 21:11:35,0.0,0.0,0.0,195506176.0,161157120.0,681304064.0,1059414016.0,0.0,0.0,0.0,0.0,15.0,24.0,0.0,0.0,100.0,0.0,0.0,0.0,1506.0,574.0,0.0,0.0,0.0,0.0,0.0,
19-06 21:11:36,0.0,0.0,0.0,195506176.0,161157120.0,681304064.0,1059414016.0,0.0,0.0,0.0,0.0,15.0,24.0,0.0,0.0,100.0,0.0,0.0,0.0,1506.0,978.0,0.0,0.0,0.0,0.0,0.0,


"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c1.csv",,,,"Date:","19 Jun 2018 21:12:11 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
