"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Cliente",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c16.csv",,,,"Date:","19 Jun 2018 21:42:37 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
19-06 21:42:37,0.0,0.0,0.038,195203072.0,161161216.0,681631744.0,1059385344.0,0.0,0.0,163.533,2437.689,35.259,45.669,0.044,0.056,99.861,0.001,0.0,0.037,0.0,0.0,0.009,0.080,0.140,0.200,0.140,
19-06 21:42:38,0.0,0.0,0.0,195198976.0,161161216.0,681635840.0,1059385344.0,0.0,0.0,0.0,45056.0,25.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,3222.0,1836.0,0.0,6.0,0.140,0.200,0.140,
19-06 21:42:39,1.0,0.0,1.0,195567616.0,161161216.0,681635840.0,1059016704.0,0.0,0.0,0.0,0.0,4594.0,4593.0,3.030,5.051,84.848,0.0,0.0,7.071,724180.0,2449054.0,0.0,0.0,0.140,0.200,0.140,
19-06 21:42:40,1.0,0.0,0.0,195858432.0,161161216.0,681635840.0,1058725888.0,0.0,0.0,0.0,0.0,13102.0,13701.0,2.941,22.549,53.922,0.0,0.0,20.588,2255554.0,7576448.0,0.0,0.0,0.140,0.200,0.140,
19-06 21:42:41,1.0,0.0,0.0,195985408.0,161161216.0,681635840.0,1058598912.0,0.0,0.0,0.0,0.0,13287.0,14008.0,3.061,16.327,55.102,0.0,0.0,25.510,2136192.0,7183194.0,0.0,0.0,0.130,0.200,0.140,
19-06 21:42:42,1.0,0.0,0.0,196177920.0,161161216.0,681635840.0,1058406400.0,0.0,0.0,0.0,0.0,13653.0,15045.0,4.854,24.272,51.456,0.0,0.0,19.417,2128923.0,7157880.0,0.0,0.0,0.130,0.200,0.140,
19-06 21:42:43,1.0,0.0,0.0,196370432.0,161161216.0,681635840.0,1058213888.0,0.0,0.0,0.0,0.0,13502.0,14964.0,3.061,23.469,55.102,0.0,0.0,18.367,2119416.0,7123554.0,0.0,0.0,0.130,0.200,0.140,
19-06 21:42:44,1.0,0.0,0.0,196366336.0,161161216.0,681635840.0,1058217984.0,0.0,0.0,0.0,24576.0,13466.0,14950.0,3.846,21.154,51.923,0.0,0.0,23.077,2083652.0,7004992.0,0.0,2.0,0.130,0.200,0.140,
19-06 21:42:45,1.0,0.0,0.0,196661248.0,161161216.0,681635840.0,1057923072.0,0.0,0.0,0.0,0.0,13687.0,14927.0,5.825,21.359,50.485,0.0,0.0,22.330,2205536.0,7415276.0,0.0,0.0,0.130,0.200,0.140,
19-06 21:42:46,1.0,0.0,0.0,196657152.0,161161216.0,681635840.0,1057927168.0,0.0,0.0,0.0,0.0,13346.0,14759.0,3.125,19.792,57.292,0.0,0.0,19.792,2073364.0,6970758.0,0.0,0.0,0.120,0.200,0.140,
19-06 21:42:47,1.0,0.0,0.0,196849664.0,161161216.0,681635840.0,1057734656.0,0.0,0.0,0.0,0.0,13148.0,14531.0,2.913,21.359,54.369,0.0,0.0,21.359,2022969.0,6799290.0,0.0,0.0,0.120,0.200,0.140,
19-06 21:42:48,1.0,0.0,0.0,196882432.0,161161216.0,681635840.0,1057701888.0,0.0,0.0,0.0,0.0,13547.0,15052.0,4.762,22.857,51.429,0.0,0.0,20.952,2126170.0,7139532.0,0.0,0.0,0.120,0.200,0.140,
19-06 21:42:49,1.0,0.0,0.0,197144576.0,161161216.0,681635840.0,1057439744.0,0.0,0.0,0.0,12288.0,13693.0,15078.0,7.767,19.417,51.456,0.0,0.0,21.359,2175354.0,7315566.0,0.0,2.0,0.120,0.200,0.140,
19-06 21:42:50,1.0,0.0,0.0,197246976.0,161161216.0,681635840.0,1057337344.0,0.0,0.0,0.0,0.0,13571.0,14902.0,4.040,19.192,54.545,0.0,0.0,22.222,2127330.0,7148130.0,0.0,0.0,0.120,0.200,0.140,
19-06 21:42:51,1.0,0.0,0.0,197308416.0,161161216.0,681635840.0,1057275904.0,0.0,0.0,0.0,0.0,13732.0,15215.0,4.040,20.202,53.535,0.0,0.0,22.222,2163140.0,7267512.0,0.0,0.0,0.190,0.210,0.150,
19-06 21:42:52,1.0,0.0,0.0,197402624.0,161161216.0,681635840.0,1057181696.0,0.0,0.0,0.0,0.0,13160.0,14438.0,4.762,20.0,48.571,0.0,0.0,26.667,2189923.0,7367700.0,0.0,0.0,0.190,0.210,0.150,
19-06 21:42:53,1.0,0.0,0.0,197632000.0,161161216.0,681635840.0,1056952320.0,0.0,0.0,0.0,0.0,13039.0,14449.0,6.061,15.152,56.566,0.0,0.0,22.222,2079904.0,6998918.0,0.0,0.0,0.190,0.210,0.150,
19-06 21:42:54,1.0,0.0,0.0,197627904.0,161161216.0,681635840.0,1056956416.0,0.0,0.0,0.0,12288.0,13008.0,14222.0,2.083,19.792,58.333,0.0,0.0,19.792,2069136.0,6947314.0,0.0,2.0,0.190,0.210,0.150,
19-06 21:42:55,1.0,0.0,0.0,197922816.0,161161216.0,681635840.0,1056661504.0,0.0,0.0,0.0,0.0,12250.0,13637.0,6.796,18.447,57.282,0.0,0.0,17.476,1928195.0,6476338.0,0.0,0.0,0.190,0.210,0.150,
19-06 21:42:56,1.0,0.0,0.0,197918720.0,161161216.0,681639936.0,1056661504.0,0.0,0.0,0.0,0.0,12581.0,13912.0,2.941,21.569,54.902,0.0,0.0,20.588,2090196.0,7039598.0,0.0,0.0,0.170,0.210,0.150,
19-06 21:42:57,1.0,0.0,0.0,198012928.0,161161216.0,681639936.0,1056567296.0,0.0,0.0,0.0,0.0,12423.0,13295.0,4.124,19.588,56.701,0.0,0.0,19.588,2096009.0,7043626.0,0.0,0.0,0.170,0.210,0.150,
19-06 21:42:58,1.0,0.0,0.0,198238208.0,161161216.0,681639936.0,1056342016.0,0.0,0.0,0.0,0.0,12641.0,13841.0,4.124,17.526,58.763,0.0,0.0,19.588,2075445.0,6971786.0,0.0,0.0,0.170,0.210,0.150,
19-06 21:42:59,1.0,0.0,0.0,198365184.0,161161216.0,681639936.0,1056215040.0,0.0,0.0,0.0,12288.0,12701.0,14002.0,6.061,17.172,58.586,0.0,0.0,18.182,2029858.0,6830482.0,0.0,2.0,0.170,0.210,0.150,
19-06 21:43:00,1.0,0.0,0.0,198524928.0,161161216.0,681639936.0,1056055296.0,0.0,0.0,0.0,0.0,12999.0,14144.0,5.0,19.0,57.0,0.0,0.0,19.0,2063843.0,6927036.0,0.0,0.0,0.170,0.210,0.150,
19-06 21:43:01,1.0,0.0,0.0,198524928.0,161161216.0,681639936.0,1056055296.0,0.0,0.0,0.0,0.0,12423.0,13509.0,2.885,21.154,55.769,0.0,0.0,20.192,2019820.0,6802670.0,0.0,0.0,0.160,0.200,0.150,
19-06 21:43:02,1.0,0.0,0.0,198623232.0,161161216.0,681639936.0,1055956992.0,0.0,0.0,0.0,0.0,11973.0,12711.0,3.883,22.330,56.311,0.0,0.0,17.476,2009032.0,6739494.0,0.0,0.0,0.160,0.200,0.150,
19-06 21:43:03,1.0,0.0,0.0,198950912.0,161161216.0,681639936.0,1055629312.0,0.0,0.0,0.0,0.0,12801.0,13980.0,4.808,20.192,54.808,0.0,0.0,20.192,2022144.0,6810020.0,0.0,0.0,0.160,0.200,0.150,
19-06 21:43:04,1.0,0.0,0.0,199049216.0,161161216.0,681639936.0,1055531008.0,0.0,0.0,0.0,12288.0,13131.0,14746.0,2.913,23.301,54.369,0.0,0.0,19.417,2035767.0,6831356.0,0.0,2.0,0.160,0.200,0.150,
19-06 21:43:05,1.0,0.0,0.0,199081984.0,161161216.0,681639936.0,1055498240.0,0.0,0.0,0.0,0.0,13085.0,14778.0,3.030,21.212,57.576,0.0,0.0,18.182,2015378.0,6781096.0,0.0,0.0,0.160,0.200,0.150,
19-06 21:43:06,1.0,0.0,0.0,199213056.0,161161216.0,681639936.0,1055367168.0,0.0,0.0,0.0,0.0,13513.0,15192.0,4.854,19.417,52.427,0.0,0.0,23.301,2118402.0,7128086.0,0.0,0.0,0.230,0.220,0.150,
19-06 21:43:07,1.0,0.0,0.0,199438336.0,161161216.0,681639936.0,1055141888.0,0.0,0.0,0.0,0.0,12703.0,14039.0,4.854,19.417,52.427,0.0,0.0,23.301,2008125.0,6752268.0,0.0,0.0,0.230,0.220,0.150,
19-06 21:43:08,1.0,0.0,0.0,199467008.0,161161216.0,681639936.0,1055113216.0,0.0,0.0,0.0,20480.0,14158.0,15516.0,3.883,23.301,48.544,0.0,0.0,24.272,2315562.0,7775508.0,0.0,4.0,0.230,0.220,0.150,
19-06 21:43:09,1.0,0.0,0.0,199725056.0,161161216.0,681639936.0,1054855168.0,0.0,0.0,0.0,20480.0,13039.0,14701.0,5.319,20.213,59.574,0.0,0.0,14.894,2020175.0,6794534.0,0.0,2.0,0.230,0.220,0.150,
19-06 21:43:10,0.0,0.0,0.0,199786496.0,161161216.0,681639936.0,1054793728.0,0.0,0.0,0.0,0.0,12682.0,13319.0,2.062,20.619,57.732,0.0,0.0,19.588,2097653.0,7053454.0,0.0,0.0,0.230,0.220,0.150,
19-06 21:43:11,1.0,0.0,0.0,199913472.0,161161216.0,681639936.0,1054666752.0,0.0,0.0,0.0,0.0,13248.0,14196.0,3.846,23.077,50.962,0.0,0.0,22.115,2228539.0,7497410.0,0.0,0.0,0.210,0.210,0.150,
19-06 21:43:12,0.0,0.0,0.0,199942144.0,161161216.0,681639936.0,1054638080.0,0.0,0.0,0.0,0.0,14434.0,16213.0,5.714,22.857,48.571,0.0,0.0,22.857,2271809.0,7635704.0,0.0,0.0,0.210,0.210,0.150,
19-06 21:43:13,1.0,0.0,0.0,200073216.0,161161216.0,681639936.0,1054507008.0,0.0,0.0,0.0,0.0,13289.0,14842.0,4.950,22.772,54.455,0.0,0.0,17.822,2067545.0,6939310.0,0.0,0.0,0.210,0.210,0.150,
19-06 21:43:14,1.0,0.0,0.0,200364032.0,161161216.0,681639936.0,1054216192.0,0.0,0.0,0.0,12288.0,13042.0,14632.0,1.980,19.802,56.436,0.0,0.0,21.782,2016890.0,6776770.0,0.0,2.0,0.210,0.210,0.150,
19-06 21:43:15,1.0,0.0,0.0,200359936.0,161161216.0,681639936.0,1054220288.0,0.0,0.0,0.0,0.0,13783.0,15315.0,3.960,19.802,52.475,0.0,0.0,23.762,2221861.0,7467562.0,0.0,0.0,0.210,0.210,0.150,
19-06 21:43:16,1.0,0.0,0.0,200421376.0,161161216.0,681639936.0,1054158848.0,0.0,0.0,0.0,0.0,11901.0,13124.0,4.0,17.0,56.0,0.0,0.0,23.0,1926860.0,6476262.0,0.0,0.0,0.190,0.210,0.150,
19-06 21:43:17,1.0,0.0,0.0,200683520.0,161161216.0,681639936.0,1053896704.0,0.0,0.0,0.0,0.0,13671.0,14721.0,5.769,24.038,50.0,0.0,0.0,20.192,2207829.0,7419574.0,0.0,0.0,0.190,0.210,0.150,
19-06 21:43:18,1.0,0.0,0.0,200839168.0,161161216.0,681644032.0,1053736960.0,0.0,0.0,0.0,0.0,14038.0,15083.0,3.922,19.608,50.980,0.0,0.0,25.490,2245130.0,7551006.0,0.0,0.0,0.190,0.210,0.150,
19-06 21:43:19,1.0,0.0,0.0,201093120.0,161161216.0,681644032.0,1053483008.0,0.0,0.0,0.0,12288.0,13107.0,14306.0,3.061,24.490,56.122,0.0,0.0,16.327,2064370.0,6939708.0,0.0,2.0,0.190,0.210,0.150,
19-06 21:43:20,1.0,0.0,0.0,201252864.0,161161216.0,681644032.0,1053323264.0,0.0,0.0,0.0,0.0,13377.0,14177.0,5.941,20.792,53.465,0.0,0.0,19.802,2133386.0,7174624.0,0.0,0.0,0.190,0.210,0.150,
19-06 21:43:21,1.0,0.0,0.0,201318400.0,161161216.0,681644032.0,1053257728.0,0.0,0.0,0.0,0.0,13616.0,14913.0,5.0,26.0,53.0,0.0,0.0,16.0,2191030.0,7365772.0,0.0,0.0,0.180,0.200,0.150,
19-06 21:43:22,1.0,0.0,0.0,201383936.0,161161216.0,681644032.0,1053192192.0,0.0,0.0,0.0,0.0,13846.0,14997.0,3.846,26.923,50.0,0.0,0.0,19.231,2201679.0,7395328.0,0.0,0.0,0.180,0.200,0.150,
19-06 21:43:23,1.0,0.0,0.0,201547776.0,161161216.0,681644032.0,1053028352.0,0.0,0.0,0.0,0.0,13539.0,15163.0,4.211,20.0,57.895,0.0,0.0,17.895,2065806.0,6948226.0,0.0,0.0,0.180,0.200,0.150,
19-06 21:43:24,1.0,0.0,0.0,201609216.0,161161216.0,681644032.0,1052966912.0,0.0,0.0,0.0,12288.0,13732.0,14661.0,3.774,19.811,49.057,0.0,0.0,27.358,2241578.0,7538634.0,0.0,2.0,0.180,0.200,0.150,
19-06 21:43:25,1.0,0.0,0.0,201867264.0,161161216.0,681644032.0,1052708864.0,0.0,0.0,0.0,0.0,13914.0,15284.0,3.883,19.417,51.456,0.0,0.0,25.243,2177229.0,7316340.0,0.0,0.0,0.180,0.200,0.150,
19-06 21:43:26,0.0,0.0,0.0,201932800.0,161161216.0,681644032.0,1052643328.0,0.0,0.0,0.0,0.0,13781.0,15306.0,5.155,24.742,54.639,0.0,0.0,15.464,2146746.0,7222736.0,0.0,0.0,0.240,0.220,0.150,
19-06 21:43:27,1.0,0.0,0.0,202162176.0,161161216.0,681644032.0,1052413952.0,0.0,0.0,0.0,0.0,13294.0,14339.0,3.960,17.822,53.465,0.0,0.0,24.752,2133475.0,7157578.0,0.0,0.0,0.240,0.220,0.150,
19-06 21:43:28,1.0,0.0,0.0,202190848.0,161161216.0,681644032.0,1052385280.0,0.0,0.0,0.0,0.0,14288.0,15509.0,5.0,23.0,50.0,0.0,0.0,22.0,2292886.0,7717048.0,0.0,0.0,0.240,0.220,0.150,
19-06 21:43:29,1.0,0.0,0.0,202289152.0,161161216.0,681644032.0,1052286976.0,0.0,0.0,0.0,12288.0,13714.0,15418.0,1.980,22.772,53.465,0.0,0.0,21.782,2125282.0,7139260.0,0.0,2.0,0.240,0.220,0.150,
19-06 21:43:30,0.0,0.0,0.0,202452992.0,161161216.0,681644032.0,1052123136.0,0.0,0.0,0.0,0.0,13452.0,14790.0,3.922,19.608,50.980,0.0,0.0,25.490,2130341.0,7165960.0,0.0,0.0,0.240,0.220,0.150,
19-06 21:43:31,1.0,0.0,1.0,203554816.0,161161216.0,681644032.0,1051021312.0,0.0,0.0,0.0,0.0,13905.0,15132.0,4.902,22.549,50.0,0.0,0.0,22.549,2243964.0,7538341.0,0.0,0.0,0.300,0.230,0.160,
19-06 21:43:32,1.0,0.0,0.0,203280384.0,161161216.0,681644032.0,1051295744.0,0.0,0.0,0.0,0.0,14232.0,15640.0,6.0,23.0,53.0,0.0,0.0,18.0,2241118.0,7541914.0,0.0,0.0,0.300,0.230,0.160,
19-06 21:43:33,1.0,0.0,0.0,203116544.0,161161216.0,681644032.0,1051459584.0,0.0,0.0,0.0,0.0,14110.0,15344.0,5.208,22.917,53.125,0.0,0.0,18.750,2277426.0,7646680.0,0.0,0.0,0.300,0.230,0.160,
19-06 21:43:34,1.0,0.0,0.0,203280384.0,161161216.0,681644032.0,1051295744.0,0.0,0.0,0.0,16384.0,13222.0,14816.0,4.0,18.0,55.0,0.0,0.0,23.0,2080607.0,6993404.0,0.0,2.0,0.300,0.230,0.160,
19-06 21:43:35,1.0,0.0,0.0,203218944.0,161161216.0,681644032.0,1051357184.0,0.0,0.0,0.0,0.0,14330.0,16181.0,4.854,19.417,50.485,0.0,0.0,25.243,2218299.0,7459218.0,0.0,0.0,0.300,0.230,0.160,
19-06 21:43:36,1.0,0.0,0.0,203476992.0,161161216.0,681644032.0,1051099136.0,0.0,0.0,0.0,0.0,14040.0,15433.0,4.167,18.750,54.167,0.0,0.0,22.917,2220075.0,7457176.0,0.0,0.0,0.280,0.230,0.160,
19-06 21:43:37,1.0,0.0,0.0,203575296.0,161161216.0,681644032.0,1051000832.0,0.0,0.0,0.0,0.0,13356.0,14435.0,4.902,22.549,50.0,0.0,0.0,22.549,2201697.0,7395514.0,0.0,0.0,0.280,0.230,0.160,
19-06 21:43:38,1.0,0.0,0.0,203538432.0,161161216.0,681644032.0,1051037696.0,0.0,0.0,0.0,0.0,13410.0,14695.0,2.0,25.0,54.0,0.0,0.0,19.0,2138570.0,7198008.0,0.0,0.0,0.280,0.230,0.160,
19-06 21:43:39,1.0,0.0,0.0,203796480.0,161161216.0,681644032.0,1050779648.0,0.0,0.0,0.0,24576.0,13775.0,14977.0,5.882,22.549,50.980,0.0,0.0,20.588,2220639.0,7465556.0,0.0,4.0,0.280,0.230,0.160,
19-06 21:43:40,1.0,0.0,0.0,203952128.0,161161216.0,681648128.0,1050619904.0,0.0,0.0,0.0,0.0,13099.0,14767.0,3.922,17.647,55.882,0.0,0.0,22.549,1988155.0,6683474.0,0.0,0.0,0.280,0.230,0.160,
