"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -c --output dstat128.txt",,,,"Date:","14 May 2018 17:27:49 UTC"

"total cpu usage",,,,,
"usr","sys","idl","wai","hiq","siq"
13.209,8.605,73.822,0.025,0.0,4.338
40.201,28.643,16.080,0.0,0.0,15.075
39.196,25.628,18.593,0.0,0.0,16.583
39.196,24.121,18.090,0.0,0.0,18.593
40.299,22.886,18.408,0.0,0.0,18.408
33.831,22.886,23.383,0.0,0.0,19.900
42.500,22.0,20.500,0.0,0.0,15.0
40.816,20.918,26.020,0.0,0.0,12.245
35.417,25.0,22.917,0.0,0.0,16.667
35.533,25.381,25.888,0.0,0.0,13.198
40.206,25.773,19.588,0.0,0.0,14.433
44.845,24.742,15.464,0.0,0.0,14.948
42.784,24.742,18.041,0.0,0.0,14.433
43.367,26.020,15.816,0.0,0.0,14.796
36.842,24.737,22.632,0.0,0.0,15.789
38.624,26.455,24.339,0.0,0.0,10.582
42.347,22.449,20.918,0.0,0.0,14.286
39.487,24.103,22.564,0.0,0.0,13.846
39.896,25.389,22.798,0.0,0.0,11.917
38.579,23.350,24.873,0.0,0.0,13.198
39.286,25.0,21.939,0.0,0.0,13.776
39.109,25.248,22.277,0.0,0.0,13.366
40.314,20.942,24.607,0.0,0.0,14.136
42.132,25.381,20.812,0.0,0.0,11.675
36.316,23.158,25.263,0.0,0.0,15.263
39.286,24.490,22.959,0.0,0.0,13.265
38.542,23.958,23.958,0.0,0.0,13.542
42.564,25.128,20.0,0.0,0.0,12.308
34.518,25.381,25.888,0.0,0.0,14.213
39.896,24.352,24.870,0.0,0.0,10.881
44.041,24.352,18.653,0.0,0.0,12.953
38.421,21.579,25.789,0.0,0.0,14.211
38.660,22.165,24.742,0.0,0.0,14.433
38.462,24.103,22.051,0.0,0.0,15.385
38.500,28.0,16.500,0.0,0.0,17.0
42.640,26.904,16.751,0.0,0.0,13.706
45.226,23.618,17.085,0.0,0.0,14.070
45.274,22.886,17.910,0.0,0.0,13.930
44.898,22.449,15.816,0.0,0.0,16.837
41.753,25.773,21.134,0.0,0.0,11.340
43.655,21.827,17.259,0.0,0.0,17.259
42.857,26.020,19.388,0.0,0.0,11.735
45.0,24.0,15.0,0.0,0.0,16.0
42.051,25.641,18.462,0.0,0.0,13.846
41.837,27.551,16.327,0.0,0.0,14.286
44.388,22.959,16.327,0.0,0.0,16.327
39.901,25.123,18.227,0.0,0.0,16.749
40.0,25.500,19.500,0.0,0.0,15.0
39.594,27.919,16.244,0.0,0.0,16.244
40.306,21.939,21.429,0.0,0.0,16.327
40.704,27.638,19.095,0.0,0.0,12.563
39.487,23.077,22.051,0.0,0.0,15.385
38.265,29.082,16.837,0.0,0.0,15.816
40.686,24.510,18.137,0.0,0.0,16.667
40.0,25.128,16.410,0.0,0.0,18.462
42.051,25.128,20.0,0.0,0.0,12.821
41.327,22.449,22.959,0.0,0.0,13.265
42.640,24.873,18.274,0.0,0.0,14.213
39.0,27.500,21.0,0.0,0.0,12.500
42.268,25.773,17.010,0.0,0.0,14.948
39.796,21.429,21.429,0.0,0.0,17.347
45.0,27.0,14.500,0.0,0.0,13.500
42.857,25.123,18.227,0.0,0.0,13.793
43.655,25.888,15.228,0.0,0.0,15.228
41.969,26.943,18.653,0.0,0.0,12.435
40.909,23.737,19.192,0.0,0.0,16.162
41.327,31.122,13.265,0.0,0.0,14.286
44.103,24.615,15.897,0.0,0.0,15.385
44.776,24.378,16.418,0.0,0.0,14.428
41.624,22.843,19.289,0.0,0.0,16.244
42.268,26.289,16.495,0.0,0.0,14.948
41.0,27.0,19.500,0.0,0.0,12.500
40.513,26.154,20.0,0.0,0.0,13.333
45.026,25.131,15.183,0.0,0.0,14.660
39.691,26.289,19.588,0.0,0.0,14.433
40.816,29.082,16.327,0.0,0.0,13.776
42.132,26.904,16.751,0.0,0.0,14.213
39.683,29.101,15.873,0.0,0.0,15.344
43.655,24.365,18.274,0.0,0.0,13.706
43.590,24.615,16.923,0.0,0.0,14.872
39.062,27.604,17.708,0.0,0.0,15.625
43.147,24.365,15.228,0.0,0.0,17.259
40.704,30.151,15.578,0.0,0.0,13.568
42.929,24.242,19.697,0.0,0.0,13.131
