"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -c --output dstat1000.txt",,,,"Date:","14 May 2018 17:38:44 UTC"

"total cpu usage",,,,,
"usr","sys","idl","wai","hiq","siq"
15.477,9.941,69.382,0.024,0.0,5.176
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
1.493,1.493,95.522,0.0,0.0,1.493
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.498,0.0,99.502,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
41.361,16.230,29.843,0.0,0.0,12.565
39.175,25.773,22.165,0.0,0.0,12.887
40.107,25.668,20.321,0.0,0.0,13.904
44.388,27.041,14.286,0.0,0.0,14.286
43.878,26.531,15.306,0.0,0.0,14.286
45.0,26.0,14.0,0.0,0.0,15.0
44.162,21.827,16.244,0.0,0.0,17.766
43.216,28.643,15.075,0.0,0.0,13.065
45.876,26.804,16.495,0.0,0.0,10.825
44.162,26.396,13.706,0.0,0.0,15.736
46.392,25.773,13.918,0.0,0.0,13.918
40.306,28.571,17.857,0.0,0.0,13.265
43.350,24.138,18.227,0.0,0.0,14.286
44.670,22.335,17.259,0.0,0.0,15.736
41.709,28.141,15.578,0.0,0.0,14.573
43.367,27.041,15.816,0.0,0.0,13.776
48.718,21.538,15.385,0.0,0.0,14.359
40.816,27.041,16.327,0.0,0.0,15.816
44.162,23.858,15.736,0.0,0.0,16.244
