"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -c --output dstat32.txt",,,,"Date:","14 May 2018 17:19:37 UTC"

"total cpu usage",,,,,
"usr","sys","idl","wai","hiq","siq"
11.498,7.580,77.188,0.027,0.0,3.707
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.498,0.0,99.502,0.0,0.0,0.0
0.0,0.503,99.497,0.0,0.0,0.0
0.498,0.498,99.005,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.498,0.0,99.502,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.498,0.0,99.502,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
3.500,2.0,93.500,0.0,0.0,1.0
42.0,25.0,20.0,0.0,0.0,13.0
37.879,28.283,22.727,0.0,0.0,11.111
40.686,27.451,19.608,0.0,0.0,12.255
37.374,26.263,23.737,0.0,0.0,12.626
43.005,24.352,22.798,0.0,0.0,9.845
37.949,24.103,23.077,0.0,0.0,14.872
39.500,26.0,23.0,0.0,0.0,11.500
40.722,26.289,18.041,0.0,0.0,14.948
40.404,24.747,23.232,0.0,0.0,11.616
39.175,25.258,21.649,0.0,0.0,13.918
36.735,23.980,23.469,0.0,0.0,15.816
38.342,25.389,23.834,0.0,0.0,12.435
38.579,23.858,24.365,0.0,0.0,13.198
38.974,24.615,22.564,0.0,0.0,13.846
38.916,25.123,21.182,0.0,0.0,14.778
41.146,23.958,19.792,0.0,0.0,15.104
39.691,26.289,21.649,0.0,0.0,12.371
44.330,24.742,20.103,0.0,0.0,10.825
42.051,25.641,21.538,0.0,0.0,10.769
37.755,26.531,22.449,0.0,0.0,13.265
35.859,28.283,23.232,0.0,0.0,12.626
37.688,24.121,22.111,0.0,0.0,16.080
39.196,25.628,21.106,0.0,0.0,14.070
39.175,26.289,22.165,0.0,0.0,12.371
44.279,21.393,19.403,0.0,0.0,14.925
37.879,25.758,21.212,0.0,0.0,15.152
35.385,26.154,24.615,0.0,0.0,13.846
41.624,20.305,23.350,0.0,0.0,14.721
36.979,28.125,20.833,0.0,0.0,14.062
36.548,24.365,25.888,0.0,0.0,13.198
40.500,23.500,22.500,0.0,0.0,13.500
39.487,26.667,21.538,0.0,0.0,12.308
41.753,25.258,20.103,0.0,0.0,12.887
41.026,26.667,19.487,0.0,0.0,12.821
43.781,22.886,21.393,0.0,0.0,11.940
41.414,22.727,20.202,0.0,0.0,15.657
39.594,24.873,20.305,0.0,0.0,15.228
42.211,23.116,18.593,0.0,0.0,16.080
39.604,24.257,21.287,0.0,0.0,14.851
35.714,21.429,27.551,0.0,0.0,15.306
38.071,23.350,25.381,0.0,0.0,13.198
37.563,23.858,25.888,0.0,0.0,12.690
36.500,24.500,25.0,0.0,0.0,14.0
40.102,21.827,25.381,0.0,0.0,12.690
35.294,27.807,28.342,0.0,0.0,8.556
38.384,21.717,27.778,0.0,0.0,12.121
32.292,22.396,30.208,0.0,0.0,15.104
34.715,21.244,29.534,0.0,0.0,14.508
37.949,21.026,27.692,0.0,0.0,13.333
34.694,21.429,29.082,0.0,0.0,14.796
38.144,24.742,25.258,0.0,0.0,11.856
