"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -c --output dstat2.txt",,,,"Date:","14 May 2018 16:39:11 UTC"

"total cpu usage",,,,,
"usr","sys","idl","wai","hiq","siq"
5.102,3.325,90.109,0.045,0.0,1.420
0.0,0.0,100.0,0.0,0.0,0.0
0.500,0.0,99.500,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0


"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -c --output dstat2.txt",,,,"Date:","14 May 2018 16:39:43 UTC"

"total cpu usage",,,,,
"usr","sys","idl","wai","hiq","siq"
5.069,3.301,90.176,0.045,0.0,1.410
34.848,18.687,38.384,0.0,0.0,8.081
31.959,17.526,43.299,0.0,0.0,7.216
28.788,21.212,42.929,0.0,0.0,7.071
28.877,17.112,45.455,0.0,0.0,8.556
32.020,20.690,39.409,0.0,0.0,7.882
30.348,18.408,40.796,0.0,0.0,10.448
29.949,16.244,42.640,0.0,0.0,11.168
28.421,20.0,42.632,0.0,0.0,8.947


"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -c --output dstat2.txt",,,,"Date:","14 May 2018 16:39:53 UTC"

"total cpu usage",,,,,
"usr","sys","idl","wai","hiq","siq"
5.140,3.343,90.043,0.044,0.0,1.429
0.498,0.0,99.502,0.0,0.0,0.0
0.0,0.498,99.502,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
30.769,15.385,46.154,0.0,0.0,7.692
29.082,17.857,39.286,0.0,0.0,13.776
26.108,20.690,39.901,0.0,0.0,13.300
13.131,5.556,74.747,0.0,0.0,6.566
4.926,3.941,88.670,0.0,0.0,2.463
11.0,8.0,74.500,0.0,0.0,6.500
12.500,8.0,74.500,0.0,0.0,5.0
3.518,3.015,90.452,0.0,0.0,3.015
0.0,0.0,100.0,0.0,0.0,0.0
19.802,12.376,60.396,0.0,0.0,7.426
0.0,0.0,100.0,0.0,0.0,0.0
13.433,9.453,72.139,0.0,0.0,4.975
9.406,6.436,78.713,0.0,0.0,5.446
6.0,5.0,85.500,0.0,0.0,3.500
0.0,0.0,100.0,0.0,0.0,0.0
4.545,3.535,88.889,0.0,0.0,3.030
7.500,7.500,82.0,0.0,0.0,3.0
8.543,6.030,82.412,0.0,0.0,3.015
5.473,6.468,85.075,0.0,0.0,2.985
12.690,10.152,70.558,0.0,0.0,6.599
0.500,0.0,99.0,0.0,0.0,0.500
20.0,10.0,62.0,0.0,0.0,8.0
10.204,6.122,79.082,0.0,0.0,4.592
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
11.940,6.965,76.617,0.0,0.0,4.478
4.0,3.0,92.0,0.0,0.0,1.0
12.060,10.050,72.864,0.0,0.0,5.025
4.020,1.005,93.467,0.0,0.0,1.508
0.0,0.0,100.0,0.0,0.0,0.0
5.473,1.493,91.542,0.0,0.0,1.493
27.136,17.588,45.226,0.0,0.0,10.050
0.498,0.0,99.502,0.0,0.0,0.0
8.543,7.035,81.910,0.0,0.0,2.513
7.0,2.0,87.500,0.0,0.0,3.500
14.925,11.443,67.662,0.0,0.0,5.970
0.0,0.0,100.0,0.0,0.0,0.0
10.500,9.500,75.500,0.0,0.0,4.500
4.975,1.990,92.040,0.0,0.0,0.995
25.871,18.408,47.761,0.0,0.0,7.960
21.891,12.935,59.701,0.0,0.0,5.473
16.505,9.709,67.961,0.0,0.0,5.825
16.327,10.204,67.347,0.0,0.0,6.122
9.0,6.0,81.500,0.0,0.0,3.500
10.732,4.878,80.488,0.0,0.0,3.902
26.866,15.920,50.746,0.0,0.0,6.468
4.0,3.500,90.500,0.0,0.0,2.0
14.646,9.596,70.707,0.0,0.0,5.051
5.556,4.545,88.889,0.0,0.0,1.010
9.694,8.163,79.082,0.0,0.0,3.061
0.0,0.0,100.0,0.0,0.0,0.0
15.920,10.945,66.667,0.0,0.0,6.468
13.402,8.763,73.711,0.0,0.0,4.124
27.500,18.500,45.500,0.0,0.0,8.500
17.259,13.198,64.467,0.0,0.0,5.076
13.131,10.606,69.192,0.0,0.0,7.071
5.941,5.446,87.129,0.0,0.0,1.485
17.822,9.901,66.337,0.0,0.0,5.941
10.256,5.641,82.564,0.0,0.0,1.538
11.940,7.960,75.124,0.0,0.0,4.975
