"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -c --output dstat64.txt",,,,"Date:","14 May 2018 17:23:55 UTC"

"total cpu usage",,,,,
"usr","sys","idl","wai","hiq","siq"
12.378,8.117,75.452,0.026,0.0,4.027
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.498,99.502,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0
32.124,15.544,44.041,0.0,0.0,8.290
51.795,24.615,9.231,0.0,0.0,14.359
43.077,27.179,16.410,0.0,0.0,13.333
37.696,23.560,24.084,0.0,0.0,14.660
36.410,26.667,21.538,0.0,0.0,15.385
42.564,27.179,16.410,0.0,0.0,13.846
41.624,23.350,17.259,0.0,0.0,17.766
42.268,26.289,18.041,0.0,0.0,13.402
40.513,26.154,17.436,0.0,0.0,15.897
38.889,27.778,20.202,0.0,0.0,13.131
42.051,26.667,17.436,0.0,0.0,13.846
38.974,27.179,18.462,0.0,0.0,15.385
41.624,24.365,19.797,0.0,0.0,14.213
42.268,24.227,22.165,0.0,0.0,11.340
43.077,22.564,22.051,0.0,0.0,12.308
38.071,24.365,21.320,0.0,0.0,16.244
39.196,24.121,23.618,0.0,0.0,13.065
39.196,24.121,21.106,0.0,0.0,15.578
35.567,23.196,24.742,0.0,0.0,16.495
39.474,26.316,23.158,0.0,0.0,11.053
44.388,25.510,16.837,0.0,0.0,13.265
39.378,24.870,21.244,0.0,0.0,14.508
41.206,24.623,20.101,0.0,0.0,14.070
37.306,30.052,21.244,0.0,0.0,11.399
41.117,25.381,20.812,0.0,0.0,12.690
39.109,25.248,21.287,0.0,0.0,14.356
39.604,28.713,19.307,0.0,0.0,12.376
40.594,26.238,18.317,0.0,0.0,14.851
40.609,24.365,18.274,0.0,0.0,16.751
35.500,30.0,20.0,0.0,0.0,14.500
36.923,27.179,19.487,0.513,0.0,15.897
41.624,22.843,17.766,0.0,0.0,17.766
37.500,26.0,18.500,0.0,0.0,18.0
44.898,21.939,17.857,0.0,0.0,15.306
39.896,24.352,18.653,0.0,0.0,17.098
41.919,25.758,16.667,0.0,0.0,15.657
40.526,25.263,18.421,0.0,0.0,15.789
43.367,20.918,20.408,0.0,0.0,15.306
39.175,22.165,21.649,0.0,0.0,17.010
40.201,22.613,21.608,0.0,0.0,15.578
42.640,23.350,21.320,0.0,0.0,12.690
41.451,23.834,20.725,0.0,0.0,13.990
38.579,23.858,20.305,0.0,0.0,17.259
39.899,25.758,18.182,0.0,0.0,16.162
37.879,24.747,21.212,0.0,0.0,16.162
42.640,20.812,20.812,0.0,0.0,15.736
37.949,26.667,22.051,0.0,0.0,13.333
41.117,25.381,20.305,0.0,0.0,13.198
38.693,25.628,20.101,0.0,0.0,15.578
40.0,24.103,19.487,0.0,0.0,16.410
39.899,27.273,15.657,0.0,0.0,17.172
39.487,24.103,20.513,0.0,0.0,15.897
40.206,25.258,21.134,0.0,0.0,13.402
42.268,24.742,18.041,0.0,0.0,14.948
40.625,25.0,18.229,0.0,0.0,16.146
41.146,25.0,20.833,0.0,0.0,13.021
38.384,25.253,20.707,0.0,0.0,15.657
43.077,26.667,17.949,0.0,0.0,12.308
44.271,23.438,19.271,0.0,0.0,13.021
40.206,29.381,18.557,0.0,0.0,11.856
42.132,24.873,18.274,0.0,0.0,14.721
34.694,26.020,22.449,0.0,0.0,16.837
42.132,24.365,18.274,0.0,0.0,15.228
40.933,24.870,19.689,0.0,0.0,14.508
40.933,23.834,22.798,0.0,0.0,12.435
38.384,25.253,20.707,0.0,0.0,15.657
37.374,26.768,20.202,0.0,0.0,15.657
39.899,24.747,20.707,0.0,0.0,14.646
42.714,24.121,19.598,0.0,0.0,13.568
42.051,23.077,19.487,0.0,0.0,15.385
37.245,31.122,18.878,0.0,0.0,12.755
43.719,22.613,19.598,0.0,0.0,14.070
42.714,25.628,18.090,0.0,0.0,13.568
36.634,23.267,22.277,0.0,0.0,17.822
37.500,25.521,18.750,0.0,0.0,18.229
36.041,25.888,24.873,0.0,0.0,13.198
41.709,25.126,18.090,0.0,0.0,15.075
43.655,23.858,17.766,0.0,0.0,14.721
37.0,27.500,21.0,0.0,0.0,14.500
42.784,22.680,21.134,0.0,0.0,13.402
42.132,21.320,20.305,0.0,0.0,16.244
42.211,24.121,18.593,0.0,0.0,15.075
42.640,22.335,18.782,0.0,0.0,16.244
44.388,21.939,20.918,0.0,0.0,12.755
38.660,24.742,22.680,0.0,0.0,13.918
41.753,21.134,21.649,0.0,0.0,15.464
40.722,25.258,20.103,0.0,0.0,13.918
40.102,26.904,22.335,0.0,0.0,10.660
42.929,22.222,19.697,0.0,0.0,15.152
40.104,26.042,19.792,0.0,0.0,14.062
38.974,24.615,20.513,0.0,0.0,15.897
39.0,23.0,22.500,0.0,0.0,15.500
41.709,22.613,22.111,0.0,0.0,13.568
42.347,24.490,18.878,0.0,0.0,14.286
39.286,23.980,20.918,0.0,0.0,15.816
39.698,28.643,17.588,0.0,0.0,14.070
40.404,21.717,20.202,0.0,0.0,17.677
39.474,24.737,23.684,0.0,0.0,12.105
34.359,28.718,21.026,0.0,0.0,15.897
39.698,26.633,20.101,0.0,0.0,13.568
40.306,26.020,21.429,0.0,0.0,12.245
40.816,25.0,20.918,0.0,0.0,13.265
45.876,22.680,17.526,0.0,0.0,13.918
40.306,26.020,17.857,0.0,0.0,15.816
40.816,23.980,20.408,0.0,0.0,14.796
40.609,24.365,17.766,0.0,0.0,17.259
42.640,19.797,22.843,0.0,0.0,14.721
37.755,26.531,22.449,0.0,0.0,13.265
41.885,25.654,21.990,0.0,0.0,10.471
42.347,26.020,19.388,0.0,0.0,12.245
42.929,22.222,18.182,0.0,0.0,16.667
43.147,25.888,16.244,0.0,0.0,14.721
40.909,22.222,17.677,0.0,0.0,19.192
35.533,26.396,21.320,0.0,0.0,16.751
43.367,22.959,17.857,0.0,0.0,15.816
41.837,25.0,21.429,0.0,0.0,11.735
39.796,27.041,18.367,0.0,0.0,14.796
40.704,26.131,16.583,0.0,0.0,16.583
44.041,25.907,16.062,0.0,0.0,13.990
39.796,28.571,17.857,0.0,0.0,13.776
41.414,26.263,18.182,0.0,0.0,14.141
38.191,25.628,22.111,0.0,0.0,14.070
38.500,26.0,22.500,0.0,0.0,13.0
39.175,23.196,17.526,0.0,0.0,20.103
