"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -C total --output c8.csv",,,,"Date:","21 May 2018 22:17:30 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
5.837,3.796,88.515,0.031,0.0,1.821,13546.699,56422.122,0.0,0.0,0.0,0.0,922.103,4550.232
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,300.0,906.0,0.0,0.0,280.0,176.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,404.0,0.0,0.0,278.0,159.0
0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,60.0,420.0,0.0,0.0,218.0,161.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,420.0,0.0,0.0,34.0,64.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,8192.0,60.0,420.0,0.0,0.0,49.0,93.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,24576.0,60.0,420.0,0.0,0.0,37.0,75.0
0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,60.0,420.0,0.0,0.0,37.0,66.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,420.0,0.0,0.0,33.0,64.0
23.232,9.091,63.636,0.0,0.0,4.040,0.0,0.0,1055151.0,373715.0,0.0,0.0,2773.0,13201.0
54.0,31.0,0.0,0.0,0.0,15.0,0.0,0.0,3209402.0,1156982.0,0.0,0.0,8792.0,44256.0
58.0,28.0,0.0,0.0,0.0,14.0,0.0,12288.0,3193154.0,1158440.0,0.0,0.0,8771.0,43796.0
59.0,23.0,0.0,0.0,0.0,18.0,0.0,0.0,3242122.0,1172540.0,0.0,0.0,8893.0,44380.0
51.0,31.0,0.0,0.0,0.0,18.0,0.0,0.0,3398219.0,1212803.0,0.0,0.0,9217.0,45601.0
53.465,28.713,0.0,0.0,0.0,17.822,0.0,0.0,3426097.0,1244137.0,0.0,0.0,9367.0,46756.0
50.505,34.343,0.0,0.0,0.0,15.152,0.0,0.0,3399333.0,1222103.0,0.0,0.0,9269.0,46341.0
58.416,28.713,0.0,0.0,0.0,12.871,0.0,12288.0,3443426.0,1235694.0,0.0,0.0,9408.0,47190.0
55.556,31.313,0.0,0.0,0.0,13.131,0.0,0.0,3386479.0,1227065.0,0.0,0.0,9181.0,46136.0
52.525,33.333,0.0,0.0,0.0,14.141,0.0,0.0,3453362.0,1252106.0,0.0,0.0,9352.0,47197.0
53.922,32.353,0.0,0.0,0.0,13.725,0.0,0.0,3621883.0,1281551.0,0.0,0.0,9742.0,49157.0
50.505,32.323,1.010,0.0,0.0,16.162,0.0,16384.0,3587564.0,1323178.0,0.0,0.0,9473.0,48912.0
46.0,36.0,0.0,0.0,0.0,18.0,0.0,12288.0,3593240.0,1292076.0,0.0,0.0,9599.0,49015.0
49.0,33.0,0.0,0.0,0.0,18.0,0.0,0.0,3564031.0,1280923.0,0.0,0.0,9530.0,48850.0
50.495,33.663,0.0,0.0,0.0,15.842,0.0,0.0,3396221.0,1247219.0,0.0,0.0,9074.0,46526.0
48.0,33.0,0.0,0.0,0.0,19.0,0.0,0.0,3414359.0,1261747.0,0.0,0.0,9113.0,46812.0
45.455,37.374,0.0,0.0,0.0,17.172,0.0,0.0,3278866.0,1218626.0,0.0,0.0,8756.0,44631.0
46.0,38.0,0.0,0.0,0.0,16.0,0.0,12288.0,3360645.0,1004395.0,0.0,0.0,8798.0,46534.0
47.525,40.594,0.0,0.0,0.0,11.881,0.0,0.0,3334860.0,991340.0,0.0,0.0,8708.0,46138.0
50.505,30.303,0.0,0.0,0.0,19.192,0.0,0.0,3389874.0,1454192.0,0.0,0.0,9008.0,46782.0
45.0,39.0,0.0,0.0,0.0,16.0,0.0,0.0,3219687.0,959531.0,0.0,0.0,8431.0,44561.0
