"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor",,,,"User:","root"
"Cmdline:","dstat -C total --output c32.csv",,,,"Date:","22 May 2018 01:01:19 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
31.478,19.695,39.143,0.008,0.0,9.676,87631.581,4208.440,0.0,0.0,0.0,0.0,5432.307,27264.911
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,300.0,824.0,0.0,0.0,41.0,84.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,432.0,0.0,0.0,34.0,64.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,420.0,0.0,0.0,34.0,66.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,420.0,0.0,0.0,33.0,64.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,420.0,0.0,0.0,40.0,73.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,126.0,758.0,0.0,0.0,38.0,71.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,192.0,528.0,0.0,0.0,37.0,66.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,136.0,0.0,0.0,33.0,64.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,420.0,0.0,0.0,33.0,64.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,420.0,0.0,0.0,37.0,69.0
29.703,27.723,29.703,0.0,0.0,12.871,0.0,12288.0,3052921.0,1047065.0,0.0,0.0,7445.0,33574.0
46.0,35.0,0.0,0.0,0.0,19.0,0.0,0.0,3754582.0,1359650.0,0.0,0.0,9532.0,48274.0
52.525,33.333,0.0,0.0,0.0,14.141,0.0,0.0,3732815.0,1330717.0,0.0,0.0,9534.0,48396.0
46.535,35.644,0.0,0.0,0.0,17.822,0.0,0.0,3589040.0,1309204.0,0.0,0.0,9136.0,47426.0
57.0,29.0,0.0,0.0,0.0,14.0,0.0,0.0,3661018.0,1338838.0,0.0,0.0,9332.0,47763.0
49.495,34.343,0.0,0.0,0.0,16.162,0.0,12288.0,3719107.0,1358277.0,0.0,0.0,9695.0,48058.0
40.594,35.644,0.0,0.0,0.0,23.762,0.0,0.0,3579219.0,1328688.0,0.0,0.0,9363.0,45874.0
49.0,35.0,0.0,0.0,0.0,16.0,0.0,0.0,3676356.0,1375387.0,0.0,0.0,9490.0,46653.0
