"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c2.csv",,,,"Date:","19 Jun 2018 21:24:43 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
19-06 21:24:43,0.000,0.0,1.686,198569984.0,41906176.0,754135040.0,1102630912.0,0.0,0.0,23533.547,89899.439,1036.721,2497.302,1.282,1.163,97.524,0.026,0.0,0.005,1.570,1.097,96.609,0.019,0.0,0.706,0.0,0.0,1.229,1.247,0.710,0.950,0.600,
19-06 21:24:44,3.0,0.0,0.0,198901760.0,41906176.0,754139136.0,1102295040.0,0.0,0.0,0.0,0.0,12521.0,36230.0,30.303,20.202,49.495,0.0,0.0,0.0,33.0,7.0,48.0,0.0,0.0,12.0,2670480.0,1014634.0,0.0,0.0,0.650,0.940,0.590,
19-06 21:24:45,4.0,0.0,0.0,199204864.0,41914368.0,754139136.0,1101983744.0,0.0,0.0,0.0,36864.0,21542.0,57164.0,42.708,22.917,34.375,0.0,0.0,0.0,38.776,9.184,35.714,0.0,0.0,16.327,4178408.0,1674958.0,0.0,2.0,0.650,0.940,0.590,
19-06 21:24:46,3.0,0.0,0.0,199524352.0,41914368.0,754139136.0,1101664256.0,0.0,0.0,0.0,0.0,19539.0,59654.0,44.0,28.0,28.0,0.0,0.0,0.0,18.0,8.0,57.0,0.0,0.0,17.0,4194830.0,1663393.0,0.0,0.0,0.650,0.940,0.590,
19-06 21:24:47,1.0,0.0,0.0,199016448.0,41914368.0,754139136.0,1102172160.0,0.0,0.0,0.0,0.0,19719.0,61677.0,45.0,31.0,24.0,0.0,0.0,0.0,15.625,6.250,59.375,0.0,0.0,18.750,4241688.0,1652843.0,0.0,0.0,0.650,0.940,0.590,
19-06 21:24:48,2.0,0.0,0.0,199180288.0,41914368.0,754139136.0,1102008320.0,0.0,0.0,0.0,0.0,17868.0,63251.0,45.0,35.0,20.0,0.0,0.0,0.0,21.053,4.211,62.105,0.0,0.0,12.632,4199820.0,1599264.0,0.0,0.0,0.650,0.940,0.590,
19-06 21:24:49,4.0,0.0,0.0,199090176.0,41914368.0,754139136.0,1102098432.0,0.0,0.0,0.0,0.0,20371.0,61096.0,40.206,26.804,32.990,0.0,0.0,0.0,24.742,9.278,51.546,0.0,0.0,14.433,4222624.0,1642405.0,0.0,0.0,1.0,1.010,0.620,
19-06 21:24:50,2.0,0.0,0.0,199344128.0,41918464.0,754139136.0,1101840384.0,0.0,0.0,0.0,12288.0,22864.0,60303.0,39.796,26.531,33.673,0.0,0.0,0.0,16.129,13.978,53.763,0.0,0.0,16.129,4402424.0,1720151.0,0.0,2.0,1.0,1.010,0.620,
19-06 21:24:51,4.0,0.0,1.0,199364608.0,41918464.0,754139136.0,1101819904.0,0.0,0.0,0.0,0.0,22693.0,58127.0,33.0,26.0,41.0,0.0,0.0,0.0,37.736,15.094,29.245,0.0,0.0,17.925,4263032.0,1739316.0,0.0,0.0,1.0,1.010,0.620,
19-06 21:24:52,1.0,0.0,0.0,202506240.0,41918464.0,754139136.0,1098678272.0,0.0,0.0,0.0,0.0,23492.0,59183.0,42.268,28.866,28.866,0.0,0.0,0.0,26.471,14.706,42.157,0.0,0.0,16.667,4435470.0,1826903.0,0.0,0.0,1.0,1.010,0.620,
19-06 21:24:53,1.0,0.0,0.0,201613312.0,41918464.0,754139136.0,1099571200.0,0.0,0.0,0.0,0.0,23093.0,62494.0,35.354,34.343,30.303,0.0,0.0,0.0,18.367,8.163,57.143,0.0,0.0,16.327,4593894.0,1774808.0,0.0,0.0,1.0,1.010,0.620,
19-06 21:24:54,2.0,0.0,1.0,202268672.0,41918464.0,754139136.0,1098915840.0,0.0,0.0,0.0,0.0,25111.0,64128.0,38.776,28.571,32.653,0.0,0.0,0.0,18.812,12.871,49.505,0.0,0.0,18.812,4674280.0,1806171.0,0.0,0.0,1.0,1.010,0.620,
