"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c1.csv",,,,"Date:","19 Jun 2018 21:11:34 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
19-06 21:11:34,0.000,0.0,1.833,147021824.0,40984576.0,753963008.0,1155272704.0,0.0,0.0,25626.167,97493.613,36.395,63.683,0.211,0.152,99.605,0.028,0.0,0.005,0.207,0.132,99.640,0.020,0.0,0.001,0.0,0.0,1.338,1.306,0.020,0.020,0.0,
19-06 21:11:35,0.0,0.0,0.0,147009536.0,40984576.0,753967104.0,1155280896.0,0.0,0.0,0.0,0.0,43.0,72.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,120.0,138.0,0.0,0.0,0.020,0.020,0.0,
19-06 21:11:36,0.0,0.0,0.0,147009536.0,40984576.0,753967104.0,1155280896.0,0.0,0.0,0.0,0.0,39.0,65.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,60.0,698.0,0.0,0.0,0.020,0.020,0.0,
19-06 21:11:37,0.0,0.0,0.0,147009536.0,40984576.0,753967104.0,1155280896.0,0.0,0.0,0.0,0.0,41.0,72.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,298.0,0.0,0.0,0.020,0.020,0.0,


"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c1.csv",,,,"Date:","19 Jun 2018 21:12:11 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
19-06 21:12:11,0.0,0.0,1.825,172228608.0,41000960.0,753967104.0,1130045440.0,0.0,0.0,25517.751,97090.342,36.624,64.142,0.215,0.151,99.601,0.028,0.0,0.004,0.215,0.132,99.632,0.020,0.0,0.001,0.0,0.0,1.333,1.303,0.010,0.020,0.0,
19-06 21:12:12,2.0,0.0,0.0,176443392.0,41005056.0,753967104.0,1125826560.0,0.0,0.0,0.0,24576.0,5592.0,10819.0,41.414,6.061,52.525,0.0,0.0,0.0,45.0,4.0,48.0,0.0,0.0,3.0,646240.0,253757.0,0.0,3.0,0.010,0.020,0.0,
19-06 21:12:13,1.0,0.0,0.0,180604928.0,41005056.0,753967104.0,1121665024.0,0.0,0.0,0.0,0.0,9476.0,18100.0,63.366,18.812,17.822,0.0,0.0,0.0,79.592,8.163,5.102,0.0,0.0,7.143,1600404.0,589773.0,0.0,0.0,0.330,0.080,0.020,
19-06 21:12:14,2.0,0.0,1.0,182108160.0,41005056.0,753967104.0,1120161792.0,0.0,0.0,0.0,0.0,10728.0,27407.0,70.0,13.0,17.0,0.0,0.0,0.0,55.0,16.0,21.0,0.0,0.0,8.0,1815380.0,768339.0,0.0,0.0,0.330,0.080,0.020,
