"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c64.csv",,,,"Date:","19 Jun 2018 21:51:43 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
19-06 21:51:43,0.000,0.0,1.455,240558080.0,43638784.0,754470912.0,1058574336.0,0.0,0.0,20153.621,77619.238,4305.129,9938.209,5.735,4.226,90.009,0.024,0.0,0.005,4.901,3.523,88.159,0.016,0.0,3.400,0.0,0.0,1.053,1.153,2.220,3.420,2.750,
19-06 21:51:44,2.0,0.0,7.0,241381376.0,43638784.0,754475008.0,1057746944.0,0.0,0.0,0.0,0.0,17793.0,43636.0,36.735,17.347,45.918,0.0,0.0,0.0,24.0,15.0,42.0,0.0,0.0,19.0,5537044.0,1873102.0,0.0,0.0,2.220,3.420,2.750,
19-06 21:51:45,7.0,0.0,5.0,244875264.0,43638784.0,754475008.0,1054253056.0,0.0,0.0,0.0,0.0,28487.0,68107.0,56.566,31.313,12.121,0.0,0.0,0.0,33.010,28.155,7.767,0.0,0.0,31.068,8190576.0,2847143.0,0.0,0.0,2.360,3.430,2.760,
19-06 21:51:46,8.0,0.0,0.0,243425280.0,43638784.0,754475008.0,1055703040.0,0.0,0.0,0.0,0.0,29797.0,74926.0,47.959,33.673,18.367,0.0,0.0,0.0,32.292,23.958,12.500,0.0,0.0,31.250,8630294.0,3003477.0,0.0,0.0,2.360,3.430,2.760,
19-06 21:51:47,8.0,0.0,6.0,242106368.0,43638784.0,754475008.0,1057021952.0,0.0,0.0,0.0,0.0,31205.0,74605.0,48.0,33.0,19.0,0.0,0.0,0.0,34.694,22.449,10.204,0.0,0.0,32.653,8999508.0,3123622.0,0.0,0.0,2.360,3.430,2.760,
19-06 21:51:48,5.0,0.0,0.0,240734208.0,43638784.0,754475008.0,1058394112.0,0.0,0.0,0.0,0.0,30333.0,76634.0,53.061,31.633,15.306,0.0,0.0,0.0,32.292,19.792,16.667,0.0,0.0,31.250,8975100.0,3108881.0,0.0,0.0,2.360,3.430,2.760,
19-06 21:51:49,5.0,0.0,0.0,239288320.0,43646976.0,754475008.0,1059831808.0,0.0,0.0,0.0,36864.0,30836.0,72982.0,49.020,35.294,15.686,0.0,0.0,0.0,32.0,20.0,14.0,0.0,0.0,34.0,8760180.0,3044543.0,0.0,2.0,2.360,3.430,2.760,
19-06 21:51:50,2.0,0.0,0.0,236777472.0,43646976.0,754475008.0,1062342656.0,0.0,0.0,0.0,0.0,28699.0,72650.0,51.485,32.673,15.842,0.0,0.0,0.0,29.0,25.0,20.0,0.0,0.0,26.0,8385184.0,2918580.0,0.0,0.0,2.810,3.500,2.790,
19-06 21:51:51,4.0,0.0,0.0,234143744.0,43646976.0,754475008.0,1064976384.0,0.0,0.0,0.0,0.0,28302.0,74886.0,52.941,32.353,14.706,0.0,0.0,0.0,30.928,18.557,20.619,0.0,0.0,29.897,8339122.0,2929230.0,0.0,0.0,2.810,3.500,2.790,
19-06 21:51:52,3.0,0.0,0.0,232034304.0,43646976.0,754475008.0,1067085824.0,0.0,0.0,0.0,0.0,28774.0,71580.0,49.020,25.490,25.490,0.0,0.0,0.0,34.0,28.0,11.0,0.0,0.0,27.0,8356782.0,2884318.0,0.0,0.0,2.810,3.500,2.790,
19-06 21:51:53,7.0,0.0,0.0,235294720.0,43646976.0,754475008.0,1063825408.0,0.0,0.0,0.0,0.0,29345.0,71316.0,50.515,29.897,19.588,0.0,0.0,0.0,30.097,24.272,15.534,0.0,0.0,30.097,8338442.0,2905905.0,0.0,0.0,2.810,3.500,2.790,
19-06 21:51:54,4.0,0.0,1.0,243286016.0,43646976.0,754475008.0,1055834112.0,0.0,0.0,0.0,0.0,28664.0,72095.0,53.061,30.612,16.327,0.0,0.0,0.0,36.735,21.429,19.388,0.0,0.0,22.449,8405758.0,2912208.0,0.0,0.0,2.810,3.500,2.790,
19-06 21:51:55,4.0,0.0,0.0,241139712.0,43651072.0,754475008.0,1057976320.0,0.0,0.0,0.0,12288.0,28427.0,74692.0,52.041,31.633,16.327,0.0,0.0,0.0,31.0,22.0,20.0,0.0,0.0,27.0,8417934.0,2930633.0,0.0,2.0,2.830,3.490,2.790,
