"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c8.csv",,,,"Date:","19 Jun 2018 21:37:56 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
19-06 21:37:56,0.000,0.0,1.563,219561984.0,42729472.0,754286592.0,1080664064.0,0.0,0.0,21748.692,83404.002,2658.789,6249.444,3.306,2.646,94.019,0.024,0.0,0.005,3.171,2.285,92.622,0.017,0.0,1.905,0.0,0.0,1.136,1.196,0.570,1.920,1.510,
19-06 21:37:57,1.0,0.0,5.0,220073984.0,42729472.0,754294784.0,1080143872.0,0.0,0.0,0.0,0.0,17302.0,35809.0,19.780,17.582,62.637,0.0,0.0,0.0,28.0,12.0,41.0,0.0,0.0,19.0,3878370.0,1390926.0,0.0,0.0,0.570,1.920,1.510,
19-06 21:37:58,4.0,0.0,0.0,220938240.0,42729472.0,754294784.0,1079279616.0,0.0,0.0,0.0,0.0,25943.0,56447.0,33.673,27.551,38.776,0.0,0.0,0.0,35.714,16.327,23.469,0.0,0.0,24.490,5901656.0,2145374.0,0.0,0.0,0.570,1.920,1.510,
19-06 21:37:59,3.0,0.0,0.0,221904896.0,42729472.0,754294784.0,1078312960.0,0.0,0.0,0.0,0.0,27717.0,65092.0,40.206,31.959,27.835,0.0,0.0,0.0,32.673,21.782,21.782,0.0,0.0,23.762,6597336.0,2359460.0,0.0,0.0,0.760,1.940,1.520,
19-06 21:38:00,2.0,0.0,0.0,222035968.0,42729472.0,754294784.0,1078181888.0,0.0,0.0,0.0,0.0,28986.0,68847.0,38.947,33.684,27.368,0.0,0.0,0.0,32.0,19.0,23.0,0.0,0.0,26.0,6827584.0,2489032.0,0.0,0.0,0.760,1.940,1.520,
19-06 21:38:01,5.0,0.0,0.0,221978624.0,42729472.0,754294784.0,1078239232.0,0.0,0.0,0.0,0.0,29178.0,70307.0,40.206,31.959,27.835,0.0,0.0,0.0,31.132,19.811,20.755,0.0,0.0,28.302,6958830.0,2523859.0,0.0,0.0,0.760,1.940,1.520,
19-06 21:38:02,2.0,0.0,0.0,222720000.0,42733568.0,754294784.0,1077493760.0,0.0,0.0,0.0,32768.0,28412.0,72406.0,44.330,30.928,24.742,0.0,0.0,0.0,29.897,22.680,23.711,0.0,0.0,23.711,6931972.0,2538861.0,0.0,2.0,0.760,1.940,1.520,
19-06 21:38:03,2.0,0.0,0.0,221835264.0,42733568.0,754294784.0,1078378496.0,0.0,0.0,0.0,0.0,28832.0,70716.0,42.857,31.633,25.510,0.0,0.0,0.0,28.571,20.0,22.857,0.0,0.0,28.571,6860866.0,2470584.0,0.0,0.0,0.760,1.940,1.520,
19-06 21:38:04,5.0,0.0,0.0,221925376.0,42733568.0,754294784.0,1078288384.0,0.0,0.0,0.0,0.0,29825.0,70309.0,41.414,35.354,23.232,0.0,0.0,0.0,32.0,23.0,19.0,0.0,0.0,26.0,7407042.0,2639253.0,0.0,0.0,0.780,1.920,1.520,
19-06 21:38:05,3.0,0.0,1.0,222355456.0,42733568.0,754294784.0,1077858304.0,0.0,0.0,0.0,0.0,28738.0,71104.0,44.898,31.633,23.469,0.0,0.0,0.0,33.333,19.192,23.232,0.0,0.0,24.242,6988304.0,2548977.0,0.0,0.0,0.780,1.920,1.520,
19-06 21:38:06,5.0,0.0,0.0,221995008.0,42733568.0,754294784.0,1078218752.0,0.0,0.0,0.0,0.0,27678.0,66781.0,40.404,29.293,30.303,0.0,0.0,0.0,36.275,20.588,22.549,0.0,0.0,20.588,6600864.0,2377456.0,0.0,0.0,0.780,1.920,1.520,
19-06 21:38:07,5.0,0.0,0.0,222048256.0,42737664.0,754294784.0,1078161408.0,0.0,0.0,0.0,12288.0,27867.0,72419.0,44.792,30.208,25.0,0.0,0.0,0.0,31.683,20.792,19.802,0.0,0.0,27.723,7099684.0,2602650.0,0.0,2.0,0.780,1.920,1.520,
