"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c512.csv",,,,"Date:","19 Jun 2018 22:11:36 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
19-06 22:11:36,0.0,0.0,1.337,115081216.0,44580864.0,757276672.0,1180303360.0,0.0,0.0,18228.692,70521.827,5391.077,12384.648,7.486,5.387,87.100,0.022,0.0,0.005,6.095,4.258,85.008,0.015,0.0,4.624,0.0,0.0,0.952,1.088,0.0,0.940,2.260,
19-06 22:11:37,0.0,0.0,0.0,115077120.0,44580864.0,757280768.0,1180303360.0,0.0,0.0,0.0,0.0,24.0,47.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,120.0,1564.0,0.0,0.0,0.0,0.940,2.260,
19-06 22:11:38,0.0,0.0,0.0,115044352.0,44580864.0,757280768.0,1180336128.0,0.0,0.0,0.0,0.0,16.0,24.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,260.0,0.0,0.0,0.0,0.940,2.260,
19-06 22:11:39,0.0,0.0,0.0,115044352.0,44580864.0,757280768.0,1180336128.0,0.0,0.0,0.0,0.0,15.0,24.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,0.0,0.0,0.940,2.260,
19-06 22:11:40,0.0,0.0,0.0,115044352.0,44580864.0,757280768.0,1180336128.0,0.0,0.0,0.0,0.0,16.0,26.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,0.0,0.0,0.920,2.250,
19-06 22:11:41,0.0,0.0,0.0,115036160.0,44580864.0,757280768.0,1180344320.0,0.0,0.0,0.0,0.0,22.0,34.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,0.0,0.0,0.920,2.250,
19-06 22:11:42,0.0,0.0,2.0,115699712.0,44584960.0,757280768.0,1179676672.0,0.0,0.0,0.0,28672.0,53.0,64.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1135.0,1253.0,0.0,2.0,0.0,0.920,2.250,
19-06 22:11:43,0.0,0.0,0.0,115412992.0,44584960.0,757280768.0,1179963392.0,0.0,0.0,0.0,0.0,49.0,104.0,0.980,0.980,98.039,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1096.0,3020.0,0.0,0.0,0.0,0.920,2.250,
19-06 22:11:44,0.0,0.0,22.0,146014208.0,44584960.0,757313536.0,1149329408.0,0.0,0.0,0.0,0.0,560.0,1186.0,27.273,4.040,68.687,0.0,0.0,0.0,15.152,2.020,82.828,0.0,0.0,0.0,270.0,704.0,0.0,0.0,0.0,0.920,2.250,
19-06 22:11:45,0.0,0.0,0.0,146014208.0,44584960.0,757313536.0,1149329408.0,0.0,0.0,0.0,0.0,38.0,68.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,576.0,0.0,0.0,0.0,0.910,2.240,
19-06 22:11:46,0.0,0.0,0.0,146014208.0,44584960.0,757313536.0,1149329408.0,0.0,0.0,0.0,0.0,35.0,66.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,548.0,0.0,0.0,0.0,0.910,2.240,
19-06 22:11:47,14.0,0.0,48.0,160002048.0,44584960.0,757313536.0,1135341568.0,0.0,0.0,0.0,0.0,1573.0,3026.0,22.0,2.0,76.0,0.0,0.0,0.0,21.429,2.041,76.531,0.0,0.0,0.0,169822.0,12210.0,0.0,0.0,0.0,0.910,2.240,
19-06 22:11:48,10.0,0.0,13.0,202067968.0,44593152.0,757313536.0,1093267456.0,0.0,0.0,0.0,40960.0,9944.0,18931.0,86.0,11.0,3.0,0.0,0.0,0.0,80.808,10.101,1.010,0.0,0.0,8.081,2032940.0,704771.0,0.0,2.0,0.0,0.910,2.240,
19-06 22:11:49,3.0,0.0,20.0,249368576.0,44593152.0,757313536.0,1045966848.0,0.0,0.0,0.0,0.0,11200.0,22899.0,85.0,14.0,1.0,0.0,0.0,0.0,71.0,15.0,0.0,0.0,0.0,14.0,2979660.0,1040900.0,0.0,0.0,0.0,0.910,2.240,
19-06 22:11:50,10.0,0.0,13.0,259223552.0,44593152.0,757313536.0,1036111872.0,0.0,0.0,0.0,0.0,13071.0,25246.0,84.0,16.0,0.0,0.0,0.0,0.0,72.0,10.0,1.0,0.0,0.0,17.0,3817766.0,1260325.0,0.0,0.0,1.360,1.180,2.320,
19-06 22:11:51,9.0,0.0,16.0,332025856.0,44593152.0,757313536.0,963309568.0,0.0,0.0,0.0,0.0,12100.0,24083.0,80.412,18.557,1.031,0.0,0.0,0.0,61.224,16.327,1.020,0.0,0.0,21.429,3514792.0,1189419.0,0.0,0.0,1.360,1.180,2.320,
19-06 22:11:52,10.0,0.0,4.0,338550784.0,44593152.0,757313536.0,956784640.0,0.0,0.0,0.0,0.0,4809.0,10375.0,29.0,9.0,62.0,0.0,0.0,0.0,72.222,16.667,0.0,0.0,0.0,11.111,1354388.0,491395.0,0.0,0.0,1.360,1.180,2.320,
19-06 22:11:53,14.0,0.0,22.0,348475392.0,44597248.0,757313536.0,946855936.0,0.0,0.0,0.0,16384.0,14929.0,30102.0,80.808,19.192,0.0,0.0,0.0,0.0,69.0,9.0,0.0,0.0,0.0,22.0,4073088.0,1456142.0,0.0,2.0,1.360,1.180,2.320,
19-06 22:11:54,8.0,0.0,14.0,372899840.0,44597248.0,757317632.0,922427392.0,0.0,0.0,0.0,0.0,15671.0,33848.0,71.287,27.723,0.990,0.0,0.0,0.0,60.204,17.347,0.0,0.0,0.0,22.449,4155290.0,1565465.0,0.0,0.0,1.360,1.180,2.320,
19-06 22:11:55,3.0,0.0,6.0,379654144.0,44597248.0,757317632.0,915673088.0,0.0,0.0,0.0,0.0,12300.0,28549.0,50.0,17.347,32.653,0.0,0.0,0.0,65.152,13.636,0.0,0.0,0.0,21.212,3462998.0,1249002.0,0.0,0.0,2.370,1.390,2.380,
19-06 22:11:56,6.0,0.0,0.0,384155648.0,44597248.0,757317632.0,911171584.0,0.0,0.0,0.0,0.0,18360.0,51056.0,64.646,31.313,4.040,0.0,0.0,0.0,59.0,12.0,2.0,0.0,0.0,27.0,5543060.0,1905645.0,0.0,0.0,2.370,1.390,2.380,
19-06 22:11:57,6.0,0.0,0.0,380309504.0,44597248.0,757317632.0,915017728.0,0.0,0.0,0.0,0.0,22574.0,54875.0,63.158,30.526,6.316,0.0,0.0,0.0,56.0,13.0,1.0,0.0,0.0,30.0,6392078.0,2189954.0,0.0,0.0,2.370,1.390,2.380,
19-06 22:11:58,6.0,0.0,0.0,377135104.0,44605440.0,757317632.0,918183936.0,0.0,0.0,0.0,12288.0,23872.0,47828.0,68.041,28.866,3.093,0.0,0.0,0.0,49.0,18.0,2.0,0.0,0.0,31.0,6209584.0,2173592.0,0.0,2.0,2.370,1.390,2.380,
19-06 22:11:59,5.0,0.0,11.0,379895808.0,44605440.0,757317632.0,915423232.0,0.0,0.0,0.0,0.0,24497.0,52007.0,67.347,29.592,3.061,0.0,0.0,0.0,45.545,20.792,5.941,0.0,0.0,27.723,7014264.0,2330818.0,0.0,0.0,2.370,1.390,2.380,
19-06 22:12:00,2.0,0.0,18.0,376340480.0,44605440.0,757317632.0,918978560.0,0.0,0.0,0.0,0.0,25832.0,56160.0,64.286,30.612,5.102,0.0,0.0,0.0,42.857,18.367,5.102,0.0,0.0,33.673,6754980.0,2467735.0,0.0,0.0,2.900,1.520,2.410,
19-06 22:12:01,4.0,0.0,0.0,371314688.0,44605440.0,757317632.0,924004352.0,0.0,0.0,0.0,0.0,24487.0,51156.0,68.421,27.368,4.211,0.0,0.0,0.0,50.505,14.141,7.071,0.0,0.0,28.283,6486182.0,2249755.0,0.0,0.0,2.900,1.520,2.410,
19-06 22:12:02,10.0,0.0,3.0,363573248.0,44605440.0,757317632.0,931745792.0,0.0,0.0,0.0,0.0,25171.0,53637.0,71.717,25.253,3.030,0.0,0.0,0.0,47.525,20.792,3.960,0.0,0.0,27.723,6865052.0,2295085.0,0.0,0.0,2.900,1.520,2.410,
19-06 22:12:03,4.0,0.0,0.0,360378368.0,44613632.0,757317632.0,934932480.0,0.0,0.0,0.0,12288.0,24521.0,49128.0,70.408,26.531,3.061,0.0,0.0,0.0,47.0,24.0,4.0,0.0,0.0,25.0,6441976.0,2216056.0,0.0,2.0,2.900,1.520,2.410,
19-06 22:12:04,9.0,0.0,0.0,355786752.0,44613632.0,757317632.0,939524096.0,0.0,0.0,0.0,0.0,25240.0,53309.0,63.918,29.897,6.186,0.0,0.0,0.0,49.0,18.0,2.0,0.0,0.0,31.0,6700110.0,2321156.0,0.0,0.0,2.900,1.520,2.410,
19-06 22:12:05,7.0,0.0,6.0,356630528.0,44613632.0,757317632.0,938680320.0,0.0,0.0,0.0,0.0,26038.0,54221.0,68.367,29.592,2.041,0.0,0.0,0.0,46.465,20.202,6.061,0.0,0.0,27.273,7119584.0,2401412.0,0.0,0.0,3.150,1.590,2.430,
19-06 22:12:06,7.0,0.0,1.0,350048256.0,44613632.0,757317632.0,945262592.0,0.0,0.0,0.0,0.0,26399.0,53906.0,64.286,30.612,5.102,0.0,0.0,0.0,53.535,17.172,3.030,0.0,0.0,26.263,7097178.0,2469998.0,0.0,0.0,3.150,1.590,2.430,
19-06 22:12:07,9.0,0.0,0.0,341942272.0,44613632.0,757317632.0,953368576.0,0.0,0.0,0.0,8192.0,25811.0,54528.0,67.347,29.592,3.061,0.0,0.0,0.0,49.495,17.172,5.051,0.0,0.0,28.283,6996006.0,2443871.0,0.0,1.0,3.150,1.590,2.430,
19-06 22:12:08,200.0,0.0,0.0,340774912.0,44621824.0,757317632.0,954527744.0,0.0,0.0,0.0,20480.0,10869.0,23555.0,87.0,12.0,1.0,0.0,0.0,0.0,79.0,6.0,1.0,0.0,0.0,14.0,3044468.0,962364.0,0.0,2.0,3.150,1.590,2.430,
19-06 22:12:09,5.0,0.0,0.0,342552576.0,44621824.0,757317632.0,952750080.0,0.0,0.0,0.0,0.0,22152.0,39468.0,74.0,25.0,1.0,0.0,0.0,0.0,61.616,19.192,2.020,0.0,0.0,17.172,5476142.0,2043410.0,0.0,0.0,3.150,1.590,2.430,
19-06 22:12:10,10.0,0.0,0.0,347131904.0,44621824.0,757317632.0,948170752.0,0.0,0.0,0.0,0.0,28383.0,55007.0,71.0,29.0,0.0,0.0,0.0,0.0,46.0,16.0,4.0,0.0,0.0,34.0,7564920.0,2682600.0,0.0,0.0,3.620,1.710,2.470,
19-06 22:12:11,8.0,0.0,0.0,351154176.0,44621824.0,757317632.0,944148480.0,0.0,0.0,0.0,0.0,29069.0,57512.0,73.737,26.263,0.0,0.0,0.0,0.0,47.475,18.182,4.040,0.0,0.0,30.303,8010096.0,2611565.0,0.0,0.0,3.620,1.710,2.470,
19-06 22:12:12,6.0,0.0,0.0,348250112.0,44621824.0,757317632.0,947052544.0,0.0,0.0,0.0,40960.0,27669.0,59424.0,72.0,28.0,0.0,0.0,0.0,0.0,47.573,22.330,5.825,0.0,0.0,24.272,6876400.0,2473842.0,0.0,8.0,3.620,1.710,2.470,
19-06 22:12:13,8.0,0.0,0.0,344002560.0,44630016.0,757321728.0,951287808.0,0.0,0.0,0.0,12288.0,27447.0,62180.0,67.347,30.612,2.041,0.0,0.0,0.0,46.0,15.0,8.0,0.0,0.0,31.0,7675580.0,2620010.0,0.0,2.0,3.620,1.710,2.470,
19-06 22:12:14,4.0,0.0,0.0,337293312.0,44630016.0,757321728.0,957997056.0,0.0,0.0,0.0,0.0,26853.0,62617.0,56.122,32.653,11.224,0.0,0.0,0.0,42.424,18.182,8.081,0.0,0.0,31.313,7470648.0,2578307.0,0.0,0.0,3.620,1.710,2.470,
19-06 22:12:15,8.0,0.0,0.0,333783040.0,44630016.0,757321728.0,961507328.0,0.0,0.0,0.0,0.0,27649.0,63433.0,56.250,31.250,12.500,0.0,0.0,0.0,39.0,18.0,11.0,0.0,0.0,32.0,7560094.0,2588847.0,0.0,0.0,3.970,1.820,2.500,
19-06 22:12:16,6.0,0.0,0.0,330756096.0,44630016.0,757321728.0,964534272.0,0.0,0.0,0.0,0.0,26585.0,58279.0,67.0,31.0,2.0,0.0,0.0,0.0,53.0,21.0,3.0,0.0,0.0,23.0,7233744.0,2462311.0,0.0,0.0,3.970,1.820,2.500,
19-06 22:12:17,4.0,0.0,0.0,325677056.0,44630016.0,757321728.0,969613312.0,0.0,0.0,0.0,40960.0,27605.0,62792.0,63.158,31.579,5.263,0.0,0.0,0.0,44.444,18.182,6.061,0.0,0.0,31.313,7634796.0,2645958.0,0.0,3.0,3.970,1.820,2.500,
19-06 22:12:18,8.0,0.0,0.0,320733184.0,44638208.0,757321728.0,974548992.0,0.0,0.0,0.0,40960.0,26904.0,59066.0,58.763,31.959,9.278,0.0,0.0,0.0,45.455,16.162,4.040,0.0,0.0,34.343,7537414.0,2624387.0,0.0,4.0,3.970,1.820,2.500,
19-06 22:12:19,6.0,0.0,0.0,313622528.0,44638208.0,757321728.0,981659648.0,0.0,0.0,0.0,0.0,26930.0,57803.0,72.0,26.0,2.0,0.0,0.0,0.0,47.059,15.686,4.902,0.0,0.0,32.353,7148076.0,2420302.0,0.0,0.0,3.970,1.820,2.500,
19-06 22:12:20,5.0,0.0,0.0,313651200.0,44638208.0,757321728.0,981630976.0,0.0,0.0,0.0,0.0,28343.0,59470.0,73.737,26.263,0.0,0.0,0.0,0.0,40.404,24.242,7.071,0.0,0.0,28.283,7358658.0,2480773.0,0.0,0.0,4.050,1.870,2.510,
19-06 22:12:21,6.0,0.0,0.0,316338176.0,44638208.0,757321728.0,978944000.0,0.0,0.0,0.0,0.0,27763.0,66001.0,64.0,31.0,5.0,0.0,0.0,0.0,38.614,22.772,7.921,0.0,0.0,30.693,7999312.0,2727093.0,0.0,0.0,4.050,1.870,2.510,
19-06 22:12:22,4.0,0.0,0.0,314171392.0,44638208.0,757321728.0,981110784.0,0.0,0.0,0.0,8192.0,29964.0,67061.0,46.392,36.082,17.526,0.0,0.0,0.0,35.354,23.232,11.111,0.0,0.0,30.303,7977526.0,2799889.0,0.0,2.0,4.050,1.870,2.510,
19-06 22:12:23,2.0,0.0,0.0,314822656.0,44642304.0,757317632.0,980459520.0,0.0,0.0,0.0,16384.0,29052.0,68906.0,43.750,33.333,22.917,0.0,0.0,0.0,33.333,18.627,14.706,0.0,0.0,33.333,7965338.0,2722446.0,0.0,2.0,4.050,1.870,2.510,
19-06 22:12:24,5.0,0.0,0.0,315420672.0,44642304.0,757321728.0,979857408.0,0.0,0.0,0.0,0.0,28117.0,64579.0,36.957,34.783,28.261,0.0,0.0,0.0,32.673,18.812,14.851,0.0,0.0,33.663,7739092.0,2629498.0,0.0,0.0,4.050,1.870,2.510,
19-06 22:12:25,7.0,0.0,0.0,314449920.0,44642304.0,757321728.0,980828160.0,0.0,0.0,0.0,0.0,28266.0,64734.0,39.362,35.106,25.532,0.0,0.0,0.0,36.0,13.0,17.0,0.0,0.0,34.0,7498790.0,2613661.0,0.0,0.0,3.810,1.860,2.500,
19-06 22:12:26,2.0,0.0,0.0,314732544.0,44642304.0,757321728.0,980545536.0,0.0,0.0,0.0,0.0,29161.0,68962.0,38.144,36.082,25.773,0.0,0.0,0.0,33.333,20.202,20.202,0.0,0.0,26.263,8075400.0,2707416.0,0.0,0.0,3.810,1.860,2.500,
