"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c8.csv",,,,"Date:","21 Jun 2018 01:06:02 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 01:06:02,0.0,0.0,0.151,539643904.0,120856576.0,654815232.0,781926400.0,0.0,0.0,4800.950,31540.167,1509.454,3915.901,4.345,1.660,93.984,0.009,0.0,0.002,4.134,1.406,93.327,0.005,0.0,1.128,0.0,0.0,0.252,0.479,0.0,0.370,0.870,
21-06 01:06:03,2.0,0.0,0.0,539828224.0,120856576.0,654819328.0,781737984.0,0.0,0.0,0.0,0.0,399.0,817.0,7.0,1.0,92.0,0.0,0.0,0.0,5.941,0.990,92.079,0.0,0.0,0.990,217788.0,26371.0,0.0,0.0,0.0,0.370,0.870,
21-06 01:06:04,1.0,0.0,0.0,539762688.0,120856576.0,654819328.0,781803520.0,0.0,0.0,0.0,0.0,4101.0,8048.0,65.979,6.186,27.835,0.0,0.0,0.0,68.367,4.082,23.469,0.0,0.0,4.082,1786636.0,299255.0,0.0,0.0,0.160,0.400,0.880,
21-06 01:06:05,3.0,0.0,1.0,540102656.0,120856576.0,654819328.0,781463552.0,0.0,0.0,0.0,0.0,4142.0,8189.0,76.596,3.191,20.213,0.0,0.0,0.0,65.979,5.155,22.680,0.0,0.0,6.186,1864130.0,310427.0,0.0,0.0,0.160,0.400,0.880,
21-06 01:06:06,2.0,0.0,0.0,539967488.0,120860672.0,654815232.0,781598720.0,0.0,0.0,0.0,28672.0,4074.0,8306.0,67.368,2.105,30.526,0.0,0.0,0.0,65.979,8.247,22.680,0.0,0.0,3.093,1783198.0,305371.0,0.0,2.0,0.160,0.400,0.880,
21-06 01:06:07,2.0,0.0,0.0,540188672.0,120860672.0,654819328.0,781373440.0,0.0,0.0,0.0,0.0,4349.0,8194.0,68.085,8.511,23.404,0.0,0.0,0.0,66.667,4.167,25.0,0.0,0.0,4.167,1875004.0,305626.0,0.0,0.0,0.160,0.400,0.880,
21-06 01:06:08,2.0,0.0,0.0,540319744.0,120860672.0,654819328.0,781242368.0,0.0,0.0,0.0,0.0,4219.0,8633.0,71.717,6.061,22.222,0.0,0.0,0.0,63.158,4.211,30.526,0.0,0.0,2.105,1841680.0,318239.0,0.0,0.0,0.160,0.400,0.880,
21-06 01:06:09,2.0,0.0,0.0,540282880.0,120860672.0,654819328.0,781279232.0,0.0,0.0,0.0,0.0,4156.0,7728.0,68.041,8.247,23.711,0.0,0.0,0.0,65.263,6.316,26.316,0.0,0.0,2.105,1856774.0,292417.0,0.0,0.0,0.390,0.440,0.890,
21-06 01:06:10,2.0,0.0,0.0,540639232.0,120860672.0,654819328.0,780922880.0,0.0,0.0,0.0,0.0,4104.0,8071.0,68.367,6.122,25.510,0.0,0.0,0.0,66.667,5.208,23.958,0.0,0.0,4.167,1860464.0,289967.0,0.0,0.0,0.390,0.440,0.890,
21-06 01:06:11,2.0,0.0,0.0,540471296.0,120860672.0,654819328.0,781090816.0,0.0,0.0,0.0,0.0,3935.0,7901.0,71.579,6.316,22.105,0.0,0.0,0.0,60.215,2.151,33.333,0.0,0.0,4.301,1717986.0,300122.0,0.0,0.0,0.390,0.440,0.890,
21-06 01:06:12,2.0,0.0,0.0,540688384.0,120868864.0,654819328.0,780865536.0,0.0,0.0,0.0,12288.0,4200.0,8589.0,70.833,6.250,22.917,0.0,0.0,0.0,71.579,2.105,22.105,0.0,0.0,4.211,1911932.0,324069.0,0.0,2.0,0.390,0.440,0.890,
21-06 01:06:13,2.0,0.0,0.0,540819456.0,120868864.0,654819328.0,780734464.0,0.0,0.0,0.0,0.0,3993.0,7863.0,63.830,10.638,25.532,0.0,0.0,0.0,69.474,1.053,23.158,0.0,0.0,6.316,1705692.0,294559.0,0.0,0.0,0.390,0.440,0.890,
21-06 01:06:14,1.0,0.0,0.0,540749824.0,120868864.0,654819328.0,780804096.0,0.0,0.0,0.0,0.0,3628.0,7261.0,89.899,3.030,7.071,0.0,0.0,0.0,22.680,3.093,70.103,0.0,0.0,4.124,1547416.0,221535.0,0.0,0.0,0.520,0.470,0.900,
21-06 01:06:15,2.0,0.0,0.0,540942336.0,120868864.0,654819328.0,780611584.0,0.0,0.0,0.0,0.0,4232.0,7927.0,68.817,4.301,26.882,0.0,0.0,0.0,63.918,7.216,22.680,0.0,0.0,6.186,1815800.0,308527.0,0.0,0.0,0.520,0.470,0.900,
21-06 01:06:16,3.0,0.0,0.0,541102080.0,120868864.0,654819328.0,780451840.0,0.0,0.0,0.0,0.0,3753.0,7553.0,70.103,3.093,26.804,0.0,0.0,0.0,61.616,7.071,24.242,0.0,0.0,7.071,1699622.0,284495.0,0.0,0.0,0.520,0.470,0.900,
21-06 01:06:17,1.0,0.0,0.0,540938240.0,120868864.0,654819328.0,780615680.0,0.0,0.0,0.0,0.0,3869.0,7717.0,67.742,2.151,30.108,0.0,0.0,0.0,70.833,3.125,21.875,0.0,0.0,4.167,1756040.0,287326.0,0.0,0.0,0.520,0.470,0.900,
21-06 01:06:18,2.0,0.0,0.0,541319168.0,120877056.0,654819328.0,780226560.0,0.0,0.0,0.0,12288.0,4118.0,8363.0,64.948,6.186,28.866,0.0,0.0,0.0,70.526,5.263,21.053,0.0,0.0,3.158,1833536.0,317934.0,0.0,2.0,0.520,0.470,0.900,
21-06 01:06:19,2.0,0.0,0.0,541761536.0,120877056.0,654823424.0,779780096.0,0.0,0.0,0.0,0.0,4030.0,7596.0,79.167,2.083,18.750,0.0,0.0,0.0,41.237,7.216,47.423,0.0,0.0,4.124,1645774.0,260993.0,0.0,0.0,0.640,0.500,0.900,
21-06 01:06:20,2.0,0.0,0.0,541822976.0,120877056.0,654823424.0,779718656.0,0.0,0.0,0.0,0.0,4048.0,7803.0,62.366,5.376,32.258,0.0,0.0,0.0,59.596,10.101,24.242,0.0,0.0,6.061,1783302.0,303197.0,0.0,0.0,0.640,0.500,0.900,
21-06 01:06:21,3.0,0.0,0.0,541921280.0,120877056.0,654823424.0,779620352.0,0.0,0.0,0.0,0.0,4086.0,8419.0,69.892,2.151,27.957,0.0,0.0,0.0,66.327,7.143,20.408,0.0,0.0,6.122,1885484.0,319728.0,0.0,0.0,0.640,0.500,0.900,
