"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c1.csv",,,,"Date:","21 Jun 2018 00:30:50 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 00:30:50,0.0,0.0,0.153,535089152.0,118566912.0,654446592.0,789139456.0,0.0,0.0,4915.041,32209.512,1490.968,3892.492,3.729,1.642,94.619,0.009,0.0,0.001,3.432,1.373,94.085,0.005,0.0,1.105,0.0,0.0,0.258,0.478,0.330,1.390,1.540,
21-06 00:30:51,0.0,0.0,0.0,535117824.0,118566912.0,654450688.0,789106688.0,0.0,0.0,0.0,0.0,48.0,76.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,120.0,138.0,0.0,0.0,0.310,1.370,1.530,
21-06 00:30:52,1.0,0.0,0.0,534634496.0,118575104.0,654450688.0,789581824.0,0.0,0.0,0.0,28672.0,3320.0,7078.0,38.0,2.0,60.0,0.0,0.0,0.0,49.495,4.040,45.455,0.0,0.0,1.010,1060346.0,185962.0,0.0,2.0,0.310,1.370,1.530,
21-06 00:30:53,1.0,0.0,0.0,533553152.0,118575104.0,654450688.0,790663168.0,0.0,0.0,0.0,0.0,3196.0,8074.0,19.192,2.020,78.788,0.0,0.0,0.0,71.0,5.0,23.0,0.0,0.0,1.0,1102832.0,216677.0,0.0,0.0,0.310,1.370,1.530,
21-06 00:30:54,0.0,0.0,0.0,532471808.0,118575104.0,654450688.0,791744512.0,0.0,0.0,0.0,0.0,2686.0,6167.0,27.551,1.020,71.429,0.0,0.0,0.0,42.857,5.102,50.0,0.0,0.0,2.041,900484.0,165451.0,0.0,0.0,0.310,1.370,1.530,


"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c1.csv",,,,"Date:","21 Jun 2018 00:31:19 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 00:31:19,0.0,0.0,0.153,531886080.0,118583296.0,654450688.0,792322048.0,0.0,0.0,4913.400,32199.639,1490.587,3891.454,3.729,1.641,94.620,0.009,0.0,0.001,3.433,1.373,94.085,0.005,0.0,1.105,0.0,0.0,0.258,0.478,0.200,1.260,1.490,
