"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c32.csv",,,,"Date:","21 Jun 2018 01:16:36 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 01:16:36,0.0,0.0,0.150,525877248.0,121626624.0,654958592.0,794779648.0,0.0,0.0,4767.569,31351.094,1524.622,3942.367,4.738,1.677,93.574,0.009,0.0,0.002,4.519,1.433,92.896,0.005,0.0,1.148,0.0,0.0,0.251,0.480,0.870,1.430,1.310,
21-06 01:16:37,0.0,0.0,0.0,526061568.0,121626624.0,654962688.0,794591232.0,0.0,0.0,0.0,0.0,45.0,84.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,180.0,866.0,0.0,0.0,0.870,1.430,1.310,
21-06 01:16:38,0.0,0.0,0.0,526053376.0,121634816.0,654962688.0,794591232.0,0.0,0.0,0.0,28672.0,40.0,75.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,99.0,1.0,0.0,0.0,60.0,380.0,0.0,2.0,0.870,1.430,1.310,
21-06 01:16:39,1.0,0.0,0.0,525815808.0,121634816.0,654962688.0,794828800.0,0.0,0.0,0.0,0.0,3329.0,7546.0,74.490,2.041,23.469,0.0,0.0,0.0,59.0,5.0,33.0,0.0,0.0,3.0,1805556.0,269695.0,0.0,0.0,0.960,1.440,1.310,
21-06 01:16:40,1.0,0.0,0.0,524959744.0,121634816.0,654962688.0,795684864.0,0.0,0.0,0.0,0.0,3832.0,8822.0,80.412,1.031,18.557,0.0,0.0,0.0,70.408,6.122,21.429,0.0,0.0,2.041,1850066.0,311136.0,0.0,0.0,0.960,1.440,1.310,
21-06 01:16:41,2.0,0.0,0.0,523624448.0,121634816.0,654962688.0,797020160.0,0.0,0.0,0.0,0.0,3871.0,9354.0,77.320,2.062,20.619,0.0,0.0,0.0,73.737,7.071,15.152,0.0,0.0,4.040,1948006.0,333732.0,0.0,0.0,0.960,1.440,1.310,
21-06 01:16:42,2.0,0.0,0.0,522170368.0,121634816.0,654962688.0,798474240.0,0.0,0.0,0.0,0.0,4103.0,9343.0,75.510,5.102,19.388,0.0,0.0,0.0,66.667,8.081,20.202,0.0,0.0,5.051,1988468.0,328971.0,0.0,0.0,0.960,1.440,1.310,
21-06 01:16:43,3.0,0.0,0.0,520065024.0,121638912.0,654962688.0,800575488.0,0.0,0.0,0.0,12288.0,4457.0,10039.0,82.653,4.082,13.265,0.0,0.0,0.0,71.717,10.101,13.131,0.0,0.0,5.051,2226020.0,365147.0,0.0,2.0,0.960,1.440,1.310,
21-06 01:16:44,2.0,0.0,0.0,518639616.0,121638912.0,654962688.0,802000896.0,0.0,0.0,0.0,0.0,4068.0,10263.0,76.531,3.061,20.408,0.0,0.0,0.0,81.443,7.216,9.278,0.0,0.0,2.062,2102996.0,369706.0,0.0,0.0,0.960,1.430,1.310,
21-06 01:16:45,2.0,0.0,0.0,517148672.0,121638912.0,654962688.0,803491840.0,0.0,0.0,0.0,0.0,4275.0,9296.0,77.0,4.0,19.0,0.0,0.0,0.0,71.717,9.091,16.162,0.0,0.0,3.030,2037326.0,345424.0,0.0,0.0,0.960,1.430,1.310,
21-06 01:16:46,2.0,0.0,0.0,515280896.0,121638912.0,654962688.0,805359616.0,0.0,0.0,0.0,36864.0,3956.0,9449.0,81.250,2.083,16.667,0.0,0.0,0.0,76.289,6.186,11.340,0.0,0.0,6.186,2058270.0,352342.0,0.0,9.0,0.960,1.430,1.310,
21-06 01:16:47,1.0,0.0,0.0,513478656.0,121638912.0,654962688.0,807161856.0,0.0,0.0,0.0,0.0,4170.0,9489.0,85.417,2.083,12.500,0.0,0.0,0.0,71.429,8.163,13.265,0.0,0.0,7.143,2131482.0,348170.0,0.0,0.0,0.960,1.430,1.310,
21-06 01:16:48,2.0,0.0,0.0,512086016.0,121643008.0,654962688.0,808550400.0,0.0,0.0,0.0,12288.0,3922.0,9499.0,68.041,4.124,27.835,0.0,0.0,0.0,79.381,6.186,10.309,0.0,0.0,4.124,1959076.0,330821.0,0.0,2.0,0.960,1.430,1.310,
21-06 01:16:49,2.0,0.0,2.0,510373888.0,121643008.0,654962688.0,810262528.0,0.0,0.0,0.0,0.0,4210.0,9287.0,87.629,2.062,10.309,0.0,0.0,0.0,70.833,5.208,19.792,0.0,0.0,4.167,2103221.0,347185.0,0.0,0.0,1.050,1.440,1.310,
21-06 01:16:50,3.0,0.0,0.0,509042688.0,121643008.0,654962688.0,811593728.0,0.0,0.0,0.0,0.0,4167.0,9611.0,88.542,3.125,8.333,0.0,0.0,0.0,74.490,7.143,14.286,0.0,0.0,4.082,2159164.0,360155.0,0.0,0.0,1.050,1.440,1.310,
21-06 01:16:51,1.0,0.0,0.0,507252736.0,121643008.0,654962688.0,813383680.0,0.0,0.0,0.0,0.0,3691.0,10593.0,69.697,4.040,26.263,0.0,0.0,0.0,79.0,9.0,7.0,0.0,0.0,5.0,2071910.0,366927.0,0.0,0.0,1.050,1.440,1.310,
21-06 01:16:52,4.0,0.0,0.0,505479168.0,121643008.0,654962688.0,815157248.0,0.0,0.0,0.0,0.0,4317.0,9596.0,86.869,3.030,10.101,0.0,0.0,0.0,73.469,5.102,16.327,0.0,0.0,5.102,2156952.0,352058.0,0.0,0.0,1.050,1.440,1.310,
21-06 01:16:53,3.0,0.0,0.0,503656448.0,121651200.0,654966784.0,816967680.0,0.0,0.0,0.0,20480.0,4132.0,9702.0,83.333,3.125,13.542,0.0,0.0,0.0,69.388,11.224,13.265,0.0,0.0,6.122,2170650.0,364195.0,0.0,2.0,1.050,1.440,1.310,
21-06 01:16:54,3.0,0.0,0.0,502288384.0,121651200.0,654966784.0,818335744.0,0.0,0.0,0.0,0.0,4051.0,9751.0,80.0,2.105,17.895,0.0,0.0,0.0,72.449,5.102,16.327,0.0,0.0,6.122,2109966.0,356057.0,0.0,0.0,1.120,1.450,1.320,
21-06 01:16:55,2.0,0.0,0.0,500379648.0,121651200.0,654966784.0,820244480.0,0.0,0.0,0.0,0.0,4370.0,9976.0,83.838,3.030,13.131,0.0,0.0,0.0,77.320,6.186,12.371,0.0,0.0,4.124,2206568.0,371061.0,0.0,0.0,1.120,1.450,1.320,
21-06 01:16:56,3.0,0.0,0.0,499724288.0,121651200.0,654966784.0,820899840.0,0.0,0.0,0.0,16384.0,4352.0,10041.0,84.375,2.083,13.542,0.0,0.0,0.0,81.443,3.093,12.371,0.0,0.0,3.093,2178294.0,364084.0,0.0,2.0,1.120,1.450,1.320,
21-06 01:16:57,2.0,0.0,0.0,498298880.0,121651200.0,654966784.0,822325248.0,0.0,0.0,0.0,0.0,3866.0,9685.0,70.103,3.093,26.804,0.0,0.0,0.0,76.768,5.051,12.121,0.0,0.0,6.061,1982672.0,347098.0,0.0,0.0,1.120,1.450,1.320,
21-06 01:16:58,2.0,0.0,0.0,496672768.0,121655296.0,654966784.0,823947264.0,0.0,0.0,0.0,16384.0,3775.0,9779.0,63.265,5.102,31.633,0.0,0.0,0.0,77.778,6.061,10.101,0.0,0.0,6.061,1928570.0,339497.0,0.0,2.0,1.120,1.450,1.320,
21-06 01:16:59,1.0,0.0,0.0,495779840.0,121655296.0,654966784.0,824840192.0,0.0,0.0,0.0,0.0,4146.0,9797.0,83.333,1.042,15.625,0.0,0.0,0.0,82.105,2.105,12.632,0.0,0.0,3.158,2161218.0,366999.0,0.0,0.0,1.110,1.450,1.320,
