"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c4.csv",,,,"Date:","21 Jun 2018 00:53:28 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 00:53:28,0.000,0.0,0.152,538984448.0,120307712.0,654737408.0,783212544.0,0.0,0.0,4841.208,31782.207,1507.729,3920.663,4.170,1.660,94.159,0.009,0.0,0.002,3.963,1.396,93.515,0.005,0.0,1.122,0.0,0.0,0.255,0.479,0.620,1.170,1.220,
21-06 00:53:29,2.0,0.0,0.0,539033600.0,120307712.0,654745600.0,783155200.0,0.0,0.0,0.0,0.0,102.0,215.0,2.0,0.0,98.0,0.0,0.0,0.0,0.990,0.0,98.020,0.0,0.0,0.990,41432.0,5919.0,0.0,0.0,0.620,1.170,1.220,
21-06 00:53:30,1.0,0.0,0.0,539164672.0,120307712.0,654745600.0,783024128.0,0.0,0.0,0.0,0.0,3612.0,8606.0,45.361,2.062,52.577,0.0,0.0,0.0,66.0,7.0,21.0,0.0,0.0,6.0,1567668.0,280580.0,0.0,0.0,0.620,1.170,1.220,
21-06 00:53:31,2.0,0.0,0.0,539062272.0,120307712.0,654745600.0,783126528.0,0.0,0.0,0.0,0.0,3337.0,8559.0,40.625,1.042,58.333,0.0,0.0,0.0,68.367,6.122,22.449,0.0,0.0,3.061,1485602.0,273218.0,0.0,0.0,0.620,1.170,1.220,
21-06 00:53:32,2.0,0.0,0.0,539160576.0,120307712.0,654745600.0,783028224.0,0.0,0.0,0.0,0.0,4251.0,7849.0,68.478,2.174,29.348,0.0,0.0,0.0,56.566,6.061,29.293,0.0,0.0,8.081,1744396.0,297450.0,0.0,0.0,0.730,1.180,1.220,
21-06 00:53:33,2.0,0.0,0.0,539254784.0,120307712.0,654745600.0,782934016.0,0.0,0.0,0.0,0.0,3633.0,8088.0,55.102,4.082,40.816,0.0,0.0,0.0,64.286,5.102,26.531,0.0,0.0,4.082,1604530.0,281172.0,0.0,0.0,0.730,1.180,1.220,
21-06 00:53:34,2.0,0.0,0.0,539406336.0,120315904.0,654745600.0,782774272.0,0.0,0.0,0.0,28672.0,3934.0,7644.0,59.574,1.064,39.362,0.0,0.0,0.0,64.286,7.143,23.469,0.0,0.0,5.102,1691024.0,294007.0,0.0,2.0,0.730,1.180,1.220,
21-06 00:53:35,2.0,0.0,0.0,539533312.0,120315904.0,654745600.0,782647296.0,0.0,0.0,0.0,0.0,4077.0,7713.0,56.701,3.093,40.206,0.0,0.0,0.0,66.667,8.333,23.958,0.0,0.0,1.042,1676768.0,295590.0,0.0,0.0,0.730,1.180,1.220,
21-06 00:53:36,2.0,0.0,0.0,539566080.0,120315904.0,654745600.0,782614528.0,0.0,0.0,0.0,0.0,3968.0,7840.0,64.516,3.226,32.258,0.0,0.0,0.0,64.646,8.081,23.232,0.0,0.0,4.040,1728298.0,292648.0,0.0,0.0,0.730,1.180,1.220,
21-06 00:53:37,2.0,0.0,0.0,539529216.0,120315904.0,654745600.0,782651392.0,0.0,0.0,0.0,0.0,4097.0,8074.0,64.583,3.125,32.292,0.0,0.0,0.0,64.583,8.333,23.958,0.0,0.0,3.125,1732604.0,303452.0,0.0,0.0,0.750,1.180,1.220,
