"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c256.csv",,,,"Date:","21 Jun 2018 01:35:52 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 01:35:52,0.000,0.0,0.149,533385216.0,122949632.0,655192064.0,785715200.0,0.0,0.0,4707.869,31010.176,1539.944,3974.228,5.326,1.693,92.970,0.009,0.0,0.002,5.095,1.463,92.267,0.005,0.0,1.170,0.0,0.0,0.247,0.481,0.150,0.790,1.170,
21-06 01:35:53,0.0,0.0,0.0,533385216.0,122949632.0,655192064.0,785715200.0,0.0,0.0,0.0,0.0,54.0,85.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,120.0,644.0,0.0,0.0,0.150,0.790,1.170,
21-06 01:35:54,2.0,0.0,0.0,536412160.0,122949632.0,655192064.0,782688256.0,0.0,0.0,0.0,0.0,757.0,1097.0,3.0,1.0,96.0,0.0,0.0,0.0,3.0,1.0,95.0,0.0,0.0,1.0,1399940.0,52411.0,0.0,0.0,0.140,0.780,1.160,
21-06 01:35:55,1.0,0.0,0.0,539070464.0,122949632.0,655192064.0,780029952.0,0.0,0.0,0.0,0.0,4201.0,7971.0,96.970,3.030,0.0,0.0,0.0,0.0,32.353,3.922,60.784,0.0,0.0,2.941,1697864.0,251991.0,0.0,0.0,0.140,0.780,1.160,
21-06 01:35:56,1.0,0.0,0.0,540901376.0,122949632.0,655192064.0,778199040.0,0.0,0.0,0.0,0.0,3857.0,8046.0,95.960,1.010,3.030,0.0,0.0,0.0,37.374,7.071,53.535,0.0,0.0,2.020,1757860.0,269217.0,0.0,0.0,0.140,0.780,1.160,
21-06 01:35:57,2.0,0.0,0.0,541638656.0,122949632.0,655192064.0,777461760.0,0.0,0.0,0.0,0.0,4012.0,8702.0,96.040,1.980,1.980,0.0,0.0,0.0,53.608,7.216,36.082,0.0,0.0,3.093,1984880.0,313629.0,0.0,0.0,0.140,0.780,1.160,
21-06 01:35:58,2.0,0.0,0.0,542490624.0,122953728.0,655192064.0,776605696.0,0.0,0.0,0.0,24576.0,4329.0,9700.0,96.0,2.0,2.0,0.0,0.0,0.0,71.0,6.0,20.0,0.0,0.0,3.0,2219588.0,361866.0,0.0,4.0,0.140,0.780,1.160,
21-06 01:35:59,3.0,0.0,0.0,542400512.0,122953728.0,655192064.0,776695808.0,0.0,0.0,0.0,0.0,3756.0,9797.0,76.238,1.980,21.782,0.0,0.0,0.0,81.188,5.941,8.911,0.0,0.0,3.960,2026738.0,351448.0,0.0,0.0,0.280,0.800,1.170,
21-06 01:36:00,3.0,0.0,0.0,543469568.0,122953728.0,655192064.0,775626752.0,0.0,0.0,0.0,0.0,3674.0,10878.0,78.218,7.921,13.861,0.0,0.0,0.0,87.755,4.082,5.102,0.0,0.0,3.061,2111410.0,379326.0,0.0,0.0,0.280,0.800,1.170,
21-06 01:36:01,2.0,0.0,0.0,542879744.0,122953728.0,655192064.0,776216576.0,0.0,0.0,0.0,0.0,4113.0,8991.0,93.814,3.093,3.093,0.0,0.0,0.0,75.490,7.843,10.784,0.0,0.0,5.882,2153330.0,318096.0,0.0,0.0,0.280,0.800,1.170,
