"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c2.csv",,,,"Date:","21 Jun 2018 00:42:59 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 00:42:59,0.000,0.0,0.152,530960384.0,119644160.0,654602240.0,792035328.0,0.0,0.0,4874.863,31981.533,1496.778,3900.269,3.894,1.646,94.449,0.009,0.0,0.001,3.668,1.379,93.837,0.005,0.0,1.110,0.0,0.0,0.256,0.479,0.030,0.600,1.100,
21-06 00:43:00,0.0,0.0,0.0,530948096.0,119644160.0,654606336.0,792043520.0,0.0,0.0,0.0,0.0,49.0,73.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,120.0,138.0,0.0,0.0,0.030,0.600,1.100,
21-06 00:43:01,0.0,0.0,0.0,530948096.0,119644160.0,654606336.0,792043520.0,0.0,0.0,0.0,0.0,38.0,67.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,698.0,0.0,0.0,0.030,0.600,1.100,
21-06 00:43:02,1.0,0.0,0.0,531079168.0,119644160.0,654606336.0,791912448.0,0.0,0.0,0.0,0.0,2148.0,4577.0,35.0,7.0,58.0,0.0,0.0,0.0,26.804,2.062,69.072,0.0,0.0,2.062,879774.0,149782.0,0.0,0.0,0.020,0.590,1.100,
21-06 00:43:03,3.0,0.0,0.0,531046400.0,119652352.0,654598144.0,791945216.0,0.0,0.0,0.0,28672.0,3938.0,8899.0,72.0,10.0,18.0,0.0,0.0,0.0,33.0,5.0,59.0,0.0,0.0,3.0,1481080.0,276771.0,0.0,2.0,0.020,0.590,1.100,
21-06 00:43:04,1.0,0.0,0.0,531361792.0,119652352.0,654606336.0,791621632.0,0.0,0.0,0.0,0.0,3997.0,9070.0,79.381,4.124,16.495,0.0,0.0,0.0,29.0,4.0,62.0,0.0,0.0,5.0,1469274.0,282113.0,0.0,0.0,0.020,0.590,1.100,
21-06 00:43:05,1.0,0.0,0.0,531263488.0,119652352.0,654606336.0,791719936.0,0.0,0.0,0.0,0.0,3601.0,7870.0,48.485,6.061,45.455,0.0,0.0,0.0,51.0,3.0,42.0,0.0,0.0,4.0,1357914.0,225850.0,0.0,0.0,0.020,0.590,1.100,
21-06 00:43:06,1.0,0.0,0.0,531197952.0,119652352.0,654606336.0,791785472.0,0.0,0.0,0.0,0.0,3454.0,7144.0,30.208,5.208,64.583,0.0,0.0,0.0,78.571,0.0,17.347,0.0,0.0,4.082,1451824.0,224071.0,0.0,0.0,0.020,0.590,1.100,
21-06 00:43:07,2.0,0.0,0.0,531554304.0,119652352.0,654606336.0,791429120.0,0.0,0.0,0.0,0.0,3621.0,7902.0,60.606,5.051,34.343,0.0,0.0,0.0,43.434,2.020,50.505,0.0,0.0,4.040,1324096.0,233173.0,0.0,0.0,0.100,0.600,1.100,
21-06 00:43:08,1.0,0.0,0.0,531423232.0,119652352.0,654606336.0,791560192.0,0.0,0.0,0.0,20480.0,3848.0,8712.0,65.657,6.061,28.283,0.0,0.0,0.0,38.462,3.846,52.885,0.0,0.0,4.808,1438346.0,227955.0,0.0,4.0,0.100,0.600,1.100,
21-06 00:43:09,1.0,0.0,0.0,531542016.0,119660544.0,654606336.0,791433216.0,0.0,0.0,0.0,24576.0,4085.0,8609.0,65.0,4.0,31.0,0.0,0.0,0.0,46.465,2.020,44.444,0.0,0.0,7.071,1499476.0,263290.0,0.0,2.0,0.100,0.600,1.100,
21-06 00:43:10,1.0,0.0,0.0,531640320.0,119660544.0,654606336.0,791334912.0,0.0,0.0,0.0,0.0,3660.0,8712.0,80.612,3.061,16.327,0.0,0.0,0.0,22.330,3.883,69.903,0.0,0.0,3.883,1325198.0,191124.0,0.0,0.0,0.100,0.600,1.100,
21-06 00:43:11,2.0,0.0,0.0,531668992.0,119660544.0,654606336.0,791306240.0,0.0,0.0,0.0,0.0,3705.0,7405.0,46.078,9.804,44.118,0.0,0.0,0.0,58.333,4.167,34.375,0.0,0.0,3.125,1453618.0,237829.0,0.0,0.0,0.100,0.600,1.100,
21-06 00:43:12,2.0,0.0,0.0,531828736.0,119660544.0,654606336.0,791146496.0,0.0,0.0,0.0,0.0,3536.0,7977.0,42.0,7.0,51.0,0.0,0.0,0.0,58.763,6.186,32.990,0.0,0.0,2.062,1434120.0,235404.0,0.0,0.0,0.170,0.600,1.100,
21-06 00:43:13,1.0,0.0,0.0,531828736.0,119660544.0,654606336.0,791146496.0,0.0,0.0,0.0,0.0,3904.0,8785.0,72.727,8.081,19.192,0.0,0.0,0.0,32.653,2.041,62.245,0.0,0.0,3.061,1445382.0,272981.0,0.0,0.0,0.170,0.600,1.100,
21-06 00:43:14,3.0,0.0,0.0,531988480.0,119660544.0,654606336.0,790986752.0,0.0,0.0,0.0,0.0,3855.0,8473.0,62.500,12.500,25.0,0.0,0.0,0.0,35.789,2.105,60.0,0.0,0.0,2.105,1404516.0,242168.0,0.0,0.0,0.170,0.600,1.100,
21-06 00:43:15,1.0,0.0,0.0,531980288.0,119668736.0,654606336.0,790986752.0,0.0,0.0,0.0,12288.0,3761.0,8823.0,75.758,6.061,18.182,0.0,0.0,0.0,31.313,2.020,63.636,0.0,0.0,3.030,1407610.0,266470.0,0.0,2.0,0.170,0.600,1.100,
21-06 00:43:16,1.0,0.0,0.0,532135936.0,119668736.0,654610432.0,790827008.0,0.0,0.0,0.0,0.0,3744.0,9455.0,84.848,5.051,10.101,0.0,0.0,0.0,17.647,4.902,73.529,0.0,0.0,3.922,1370184.0,261620.0,0.0,0.0,0.170,0.600,1.100,
21-06 00:43:17,2.0,0.0,0.0,532164608.0,119668736.0,654610432.0,790798336.0,0.0,0.0,0.0,0.0,4071.0,8351.0,64.646,8.081,27.273,0.0,0.0,0.0,47.423,3.093,46.392,0.0,0.0,3.093,1560748.0,270087.0,0.0,0.0,0.320,0.630,1.100,
21-06 00:43:18,1.0,0.0,0.0,532230144.0,119668736.0,654610432.0,790732800.0,0.0,0.0,0.0,0.0,3719.0,8031.0,52.525,6.061,41.414,0.0,0.0,0.0,57.732,3.093,37.113,0.0,0.0,2.062,1520196.0,241602.0,0.0,0.0,0.320,0.630,1.100,
21-06 00:43:19,1.0,0.0,0.0,532291584.0,119668736.0,654610432.0,790671360.0,0.0,0.0,0.0,0.0,3752.0,8047.0,62.500,5.208,32.292,0.0,0.0,0.0,49.495,6.061,40.404,0.0,0.0,4.040,1468294.0,245889.0,0.0,0.0,0.320,0.630,1.100,
21-06 00:43:20,2.0,0.0,0.0,532385792.0,119676928.0,654602240.0,790577152.0,0.0,0.0,0.0,16384.0,3577.0,8648.0,44.444,0.0,54.545,0.0,0.0,1.010,69.697,7.071,19.192,0.0,0.0,4.040,1496972.0,273949.0,0.0,2.0,0.320,0.630,1.100,
21-06 00:43:21,2.0,0.0,0.0,532443136.0,119676928.0,654610432.0,790511616.0,0.0,0.0,0.0,0.0,3956.0,7468.0,78.218,2.970,18.812,0.0,0.0,0.0,36.458,3.125,58.333,0.0,0.0,2.083,1517464.0,228379.0,0.0,0.0,0.320,0.630,1.100,
